query,ok,key_count,attributes_json
three phase l&t mpower pro mobile motor starter,True,5,"{""brand"": ""l&t"", ""usage"": ""motor starter"", ""model name/number"": ""mpower pro"", ""phase"": ""three phase"", ""product"": ""mobile motor starter""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0 1 kW,True,5,"{""power"": ""1 kw"", ""model name/number"": ""1fk2104-6af10-0sb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
Motor Terminal Plate,True,3,"{""usage"": ""motor"", ""motor part type"": ""terminal plate"", ""product"": ""motor terminal plate""}"
1 hp bench polisher motor,True,2,"{""motor power"": ""1 hp"", ""product"": ""bench polisher motor""}"
Air Conditioner Motor,True,3,"{""usage"": ""air conditioner"", ""part type"": ""motor"", ""product"": ""air conditioner motor""}"
partition frames for motor,True,3,"{""usage"": ""motor"", ""motor part type"": ""partition frames"", ""product"": ""partition frames""}"
FL28STH51-0674AF-Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl28sth51-0674af-hybrid"", ""motor type"": ""stepper motor"", ""product"": ""stepper motor""}"
Electrical carbon Brushes,True,2,"{""product"": ""electrical carbon brushes"", ""usage"": ""electrical""}"
Vibratory Motor Foot Mounted,True,2,"{""mounting type"": ""foot mounted"", ""product"": ""vibratory motor""}"
Omp Series Orbital Motors,True,3,"{""model name/number"": ""omp series"", ""motor type"": ""orbital"", ""product"": ""orbital motors""}"
Hydraulic Motor bmr,True,2,"{""type"": ""hydraulic motor"", ""product"": ""hydraulic motor""}"
25 Amp Motor Starter Fresh Material,True,3,"{""current"": ""25 amp"", ""usage"": ""motor starter"", ""product"": ""motor starter""}"
M S Hydraulic Motor,True,3,"{""type"": ""hydraulic motor"", ""material"": ""m s"", ""product"": ""hydraulic motor""}"
Jyoti Motor Starter And Starter Oil Set,True,2,"{""brand"": ""jyoti"", ""product"": ""motor starter""}"
FL57BL01-24V-1500AD Brushless Motor,True,3,"{""motor type"": ""brushless"", ""model name/number"": ""fl57bl01-24v-1500ad"", ""product"": ""brushless motor""}"
MIG PMDC MOTOR 24V/42V,True,3,"{""voltage"": ""24v/42v"", ""motor type"": ""pmdc"", ""product"": ""pmdc motor""}"
500 rpm mig pmdc motor 24v/42v,True,4,"{""voltage"": ""24v/42v"", ""speed"": ""500 rpm"", ""motor type"": ""pmdc"", ""product"": ""pmdc motor""}"
2 hp three phase motor,True,3,"{""power"": ""2 hp"", ""no of phase"": ""three phase"", ""product"": ""2 hp three phase motor""}"
Havells Electric Motor,True,3,"{""power source"": ""electric"", ""brand"": ""havells"", ""product"": ""havells electric motor""}"
2 200 w chimney motor,True,3,"{""power"": ""200 w"", ""usage"": ""chimney"", ""product"": ""chimney motor""}"
Synchronous Motor,True,1,"{""product"": ""synchronous motor""}"
FL57BLB60 Regular BLDC Motor,True,3,"{""motor type"": ""bldc"", ""model name/number"": ""fl57blb60"", ""product"": ""bldc motor""}"
Cooler Motor 7 Sutt,True,2,"{""usage"": ""cooler motor"", ""product"": ""cooler motor""}"
Vintage Industrial Motor,True,3,"{""usage"": ""industrial"", ""part type"": ""motor"", ""product"": ""industrial motor""}"
fan-motors,True,1,"{""product"": ""fan-motors""}"
mig pmdc motor 24v 42v,True,3,"{""voltage"": ""24v 42v"", ""motor type"": ""pmdc"", ""product"": ""pmdc motor""}"
Single Phase AC Synchronous Motor,True,3,"{""motor type"": ""ac"", ""no of phase"": ""single phase"", ""product"": ""single phase ac synchronous motor""}"
9607 HB / 9609 HB Makita Armature By PowerSpeed,True,4,"{""model number"": ""9607 hb / 9609 hb"", ""type of power tool"": ""armature"", ""brand"": ""powerspeed"", ""product"": ""armature""}"
parallel shaft helical geard motor,True,3,"{""motor type"": ""helical"", ""orientation"": ""parallel"", ""product"": ""helical""}"
1 phase electric motor,True,3,"{""phase"": ""1 phase"", ""power source"": ""electric"", ""product"": ""electric motor""}"
Gsm Mobile Starter Pcb,True,3,"{""usage"": ""mobile"", ""material"": ""pcb"", ""product"": ""gsm mobile starter""}"
shaded pole motors with fan,True,1,"{""product"": ""shaded pole motors""}"
Cooler Motor 1 Inch Kit (aluminium),True,2,"{""usage"": ""cooler motor"", ""product"": ""cooler motor""}"
Autonic Shaft Encoder,True,3,"{""make"": ""autonic"", ""encoder type"": ""shaft encoder"", ""product"": ""shaft encoder""}"
door-motor,True,1,"{""product"": ""door-motor""}"
"200W AC Servo Brake Motor & Drive LSELM1S-0200DH60E-SS,   LSEL6-D400Z / LSELP-RS400Z(Analog Control)",True,4,"{""power"": ""200w"", ""motor type"": ""ac"", ""usage"": ""servo"", ""product"": ""motor & drive""}"
65X50X25MM CARBON BRUSH,True,3,"{""size"": ""65x50x25mm"", ""type"": ""carbon brush"", ""product"": ""carbon brush""}"
shaded+pole+motors,True,1,"{""product"": ""shaded+pole+motors""}"
Shaded Pole Motors,True,1,"{""product"": ""shaded pole motors""}"
105 Wat Single Phase Cooler Motor,True,4,"{""power"": ""105 wat"", ""usage"": ""cooler motor"", ""phase"": ""single phase"", ""product"": ""single phase cooler motor""}"
FL60STH65-2008AF Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl60sth65-2008af"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
FL42BLSL01- Regular BLDC Motor,True,3,"{""motor type"": ""bldc"", ""model name/number"": ""fl42blsl01-"", ""product"": ""bldc motor""}"
single phase cooler motor,True,3,"{""usage"": ""cooler motor"", ""phase"": ""single phase"", ""product"": ""single phase cooler motor""}"
4000w bldc motor / 4kw bldc motor for electric car / electric motor for gokart,True,5,"{""power"": ""4000w"", ""motor type"": ""bldc"", ""usage"": ""car"", ""power source"": ""electric"", ""product"": ""bldc motor""}"
Mitsubishi Servo Motors,True,2,"{""brand"": ""mitsubishi"", ""product"": ""mitsubishi servo motors""}"
FL42STH60-0854AF- Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl42sth60-0854af-"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
Single Phase Motor Starter,True,3,"{""usage"": ""motor starter"", ""phase"": ""single phase"", ""product"": ""single phase motor starter""}"
170M7167-6500A,True,0,{}
Chimney Motor,True,3,"{""usage"": ""chimney"", ""part type"": ""motor"", ""product"": ""chimney motor""}"
sewing-machine-motor-armature,True,2,"{""usage"": ""sewing-machine-motor-armature"", ""product"": ""sewing-machine-motor-armature""}"
amdo cooler motor,True,3,"{""brand"": ""amdo"", ""usage"": ""cooler motor"", ""product"": ""cooler motor""}"
hindustan,True,1,"{""brand"": ""hindustan""}"
crompton greaves vfdc,True,2,"{""brand"": ""crompton"", ""product"": ""crompton greaves""}"
Carbon Brush Holder,True,2,"{""product"": ""carbon brush holder"", ""material"": ""carbon""}"
370W Electric Sliding Gate Motor,True,4,"{""power"": ""370w"", ""power source"": ""electric"", ""usage"": ""sliding gate"", ""product"": ""electric sliding gate motor""}"
foot cum flange mounted electric motor,True,3,"{""power source"": ""electric"", ""mounting type"": ""foot cum flange"", ""product"": ""foot cum flange mounted electric motor""}"
FL42BLSL02- Regular BLDC Motor,True,3,"{""motor type"": ""bldc"", ""model name/number"": ""fl42blsl02-"", ""product"": ""bldc motor""}"
Electro Pneumatic Valve Positioner,True,3,"{""type"": ""pneumatic"", ""usage"": ""valve"", ""product"": ""electro pneumatic valve positioner""}"
DC motor 5.5,True,2,"{""motor type"": ""dc"", ""product"": ""dc motor""}"
B&R 8BVI0014HWS0.000-1 ACOPOS MULTI INVERTER MODULE I0014S,True,3,"{""model name/number"": ""8bvi0014hws0.000-1"", ""brand"": ""b&r"", ""product"": ""inverter""}"
Motor Rotor,True,2,"{""motor part type"": ""rotor"", ""product"": ""motor rotor""}"
cooler kit motor,True,3,"{""usage"": ""cooler"", ""part type"": ""motor"", ""product"": ""cooler kit motor""}"
inline helical geared motors,True,1,"{""product"": ""inline helical geared motors""}"
boparai auto switch pro,True,3,"{""brand"": ""boparai"", ""model name/number"": ""pro"", ""product"": ""auto switch""}"
Carbon brush for AC HT Moter,True,3,"{""usage"": ""ac ht moter"", ""type"": ""carbon brush"", ""product"": ""carbon brush""}"
800 W Wet Dry Vacuum Cleaner Motors,True,4,"{""power"": ""800 w"", ""usage"": ""cleaner"", ""part type"": ""motors"", ""product"": ""dry vacuum cleaner motors""}"
FL57STH56-2504ACF-25-ARK Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl57sth56-2504acf-25-ark"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
FL57STH51-2804AF- Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl57sth51-2804af-"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
90 watt ac geared motor,True,3,"{""power"": ""90 watt"", ""type"": ""ac"", ""product"": ""90 watt ac geared motor""}"
dwe4235 armature near udaipur,True,3,"{""type of power tool"": ""armature"", ""model number"": ""dwe4235"", ""product"": ""armature""}"
Electric Motor Starters,True,3,"{""power source"": ""electric"", ""usage"": ""motor"", ""product"": ""electric motor starters""}"
ytc make smart positioner,True,3,"{""type"": ""positioner"", ""brand"": ""ytc"", ""product"": ""smart positioner""}"
PowerSpeed Armature For Makita 3501 N,True,3,"{""type of power tool"": ""armature"", ""brand"": ""powerspeed"", ""product"": ""armature""}"
arma texture,True,3,"{""brand"": ""arma"", ""paint type"": ""texture"", ""product"": ""texture""}"
Single Phase Copper Slip Ring,True,4,"{""material"": ""copper"", ""phase"": ""single phase"", ""motor part type"": ""slip ring"", ""product"": ""copper slip ring""}"
Venex Motor Starter,True,3,"{""usage"": ""motor starter"", ""brand"": ""venex"", ""product"": ""motor starter""}"
Mobile+Starter+Prime,True,0,{}
havells motor,True,3,"{""brand"": ""havells"", ""part type"": ""motor"", ""product"": ""havells motor""}"
AC Fail and DC Fail,True,1,"{""product"": ""fail""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0 0.06 kW,True,5,"{""power"": ""0.06 kw"", ""model name/number"": ""1fk2104-4ak01-0mb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
Aluminium Winding Cooler Fan Motor,True,4,"{""winding material"": ""aluminium"", ""usage"": ""cooler"", ""part type"": ""motor"", ""product"": ""cooler fan motor""}"
FL42STH33-0956AF- Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl42sth33-0956af-"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
Mk 1 Dol Starter,True,3,"{""starter type"": ""dol"", ""model name/number"": ""mk 1"", ""product"": ""mk 1 dol starter""}"
fhp motors,True,2,"{""brand"": ""fhp"", ""product"": ""fhp motors""}"
laxmi 3 hp singal fase motors,True,3,"{""power"": ""3 hp"", ""brand"": ""laxmi"", ""product"": ""motors""}"
0502 exhaust fan motor,True,3,"{""model number"": ""0502"", ""usage"": ""exhaust fan"", ""product"": ""exhaust fan motor""}"
dual shaft 1300RPM BLOWER FAN MOTOR,True,5,"{""speed"": ""1300rpm"", ""usage"": ""blower fan"", ""shaft type"": ""dual shaft"", ""part type"": ""motor"", ""product"": ""blower fan""}"
105 W Alqer 16 Inch Super Cooler Motor,True,5,"{""power"": ""105 w"", ""size"": ""16 inch"", ""brand"": ""alqer"", ""usage"": ""cooler motor"", ""product"": ""cooler motor""}"
FL60STH65-2804AF Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl60sth65-2804af"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
à¤Ÿà¥‡à¤•à¥à¤¸à¤®à¥‹ à¤®à¥‹à¤Ÿà¤° à¤¸à¥à¤ªà¥‡à¤¯à¤° à¤ªà¤¾à¤°à¥à¤Ÿà¥à¤¸,True,0,{}
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,True,7,"{""speed"": ""1440 rpm"", ""power"": ""2hp"", ""brand"": ""crompton"", ""power source"": ""electric"", ""model name/number"": ""gf6834"", ""phase"": ""single"", ""product"": ""single phase electric motor""}"
Bch Submersible Pump Starters,True,3,"{""brand"": ""bch"", ""usage"": ""submersible pump"", ""product"": ""submersible pump starters""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0,True,4,"{""model name/number"": ""1fk2104-6af10-0sb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
AC Geared Motor,True,3,"{""type"": ""ac"", ""part type"": ""motor"", ""product"": ""ac geared motor""}"
Crompton 2hp Gf6834 Single Phase Electric Motor,True,5,"{""power"": ""2hp"", ""brand"": ""crompton"", ""product"": ""single phase electric motor"", ""model name/number"": ""gf6834"", ""no of phase"": ""single phase""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,True,5,"{""model name/number"": ""1fk2106-4af01-0sa0"", ""power"": ""2.7 kw"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
Ecoflam Burner Servo Motor,True,4,"{""usage"": ""burner"", ""brand"": ""ecoflam"", ""type"": ""servo motor"", ""product"": ""burner servo motor""}"
"Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__",True,2,"{""phase"": ""three phase"", ""product"": ""three phase""}"
VTV YN90-120 Motor,True,3,"{""part type"": ""motor"", ""model name/number"": ""yn90-120"", ""product"": ""motor""}"
Electric Motors,True,2,"{""power source"": ""electric"", ""product"": ""electric motors""}"
induction motor,True,2,"{""motor type"": ""induction"", ""product"": ""induction motor""}"
60W Desert Cooler Motor,True,5,"{""power"": ""60w"", ""usage"": ""cooler"", ""cooler type"": ""desert"", ""part type"": ""motor"", ""product"": ""desert cooler motor""}"
FL42STH47-1684AF-08- Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl42sth47-1684af-08-"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
electronic-starter,True,2,"{""power source"": ""electronic-starter"", ""product"": ""electronic-starter""}"
FL42STH38-1684AF Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl42sth38-1684af"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
Lubi LGH90GF50H15K Gare Motor,True,4,"{""type"": ""gare motor"", ""model name/number"": ""lgh90gf50h15k"", ""brand"": ""lubi"", ""product"": ""motor""}"
1FK2104-6AF10-0SB0,True,0,{}
Ml 2 Dol Starter,True,3,"{""starter type"": ""dol"", ""model name/number"": ""ml 2"", ""product"": ""dol starter""}"
siemens electric ac motor 75 hp 1440 rpm,True,5,"{""speed"": ""1440 rpm"", ""power"": ""75 hp"", ""power source"": ""electric"", ""brand"": ""siemens"", ""product"": ""electric ac motor""}"
Vishal 8al2 Air Cooler Motor,True,5,"{""model number"": ""8al2"", ""usage"": ""cooler"", ""part type"": ""motor"", ""brand"": ""vishal"", ""product"": ""air cooler motor""}"
ELLDO cooler motor,True,2,"{""usage"": ""cooler motor"", ""product"": ""cooler motor""}"
CP - 101 ACTUATOR,True,2,"{""product"": ""actuator"", ""model name/number"": ""cp - 101""}"
DZ Gear Motor Brushed DC Motor,True,2,"{""motor type"": ""dc"", ""product"": ""brushed dc motor""}"
dual shaft blower fan motor,True,3,"{""shaft type"": ""dual shaft"", ""part type"": ""motor"", ""product"": ""blower fan""}"
220 v dual shaft BLOWER FAN MOTOR,True,5,"{""voltage"": ""220 v"", ""usage"": ""blower fan"", ""shaft type"": ""dual shaft"", ""part type"": ""motor"", ""product"": ""blower fan""}"
220  v 1 dual shaft BLOWER FAN MOTOR,True,5,"{""voltage"": ""220 v"", ""usage"": ""blower fan"", ""shaft type"": ""dual shaft"", ""part type"": ""motor"", ""product"": ""blower fan""}"
"Crompton 2hp Gf6834 Single Phase Electric Motor, 1440 rpm",True,7,"{""speed"": ""1440 rpm"", ""power"": ""2hp"", ""brand"": ""crompton"", ""power source"": ""electric"", ""model name/number"": ""gf6834"", ""no of phase"": ""single phase"", ""product"": ""single phase""}"
"AT12 Single Chain Actuator, 425mm Stroke - Window Automation",True,3,"{""stroke length"": ""425mm"", ""model name/number"": ""at12"", ""product"": ""single""}"
"SECO N 24 25 Single Chain Actuator, 250/350mm Stroke - Window Automation",True,2,"{""brand"": ""seco"", ""product"": ""single""}"
Siemens Raja+ Direct On Line Starters,True,3,"{""model name/number"": ""raja+"", ""brand"": ""siemens"", ""product"": ""siemens""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,True,5,"{""power"": ""1 kw"", ""model name/number"": ""1fk2104-6af10-1mb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
cg cooler motor,True,3,"{""brand"": ""cg"", ""usage"": ""cooler motor"", ""product"": ""cooler motor""}"
Makita 9047 Armature By PowerSpeed,True,4,"{""model number"": ""9047"", ""type of power tool"": ""armature"", ""brand"": ""powerspeed"", ""product"": ""armature""}"
Electric Motor Housing,True,3,"{""power source"": ""electric"", ""motor part type"": ""housing"", ""product"": ""electric motor""}"
Vibro Sifter Vibratory Motors,True,1,"{""product"": ""vibro sifter vibratory motors""}"
FL28STH45-0674A - Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl28sth45-0674a"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
Single Phase D.C. Motor,True,2,"{""phase"": ""single phase"", ""product"": ""single phase""}"
electric torque,True,2,"{""power source"": ""electric"", ""product"": ""electric""}"
Godrej Lawkim Ac Motors,True,3,"{""motor type"": ""ac"", ""brand"": ""godrej"", ""product"": ""godrej lawkim ac motors""}"
dual shaft FAN MOTOR,True,3,"{""shaft type"": ""dual shaft"", ""usage"": ""fan"", ""product"": ""fan motor""}"
Crompton Electric Motor,True,3,"{""brand"": ""crompton"", ""power source"": ""electric"", ""product"": ""crompton electric motor""}"
Mini Fan Motor,True,3,"{""usage"": ""fan"", ""size"": ""mini"", ""product"": ""mini fan motor""}"
3d minuture,True,1,"{""type"": ""3d""}"
Electric Motor with Gear,True,2,"{""power source"": ""electric"", ""product"": ""electric motor""}"
FL28STH45-0674AF-14 - Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl28sth45-0674af-14"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
mixer-grinder-motor,True,1,"{""product"": ""mixer-grinder-motor""}"
Sew-eurodrive servo Motor cmp50m/pk/vr/rh1m/sm1,True,4,"{""model name/number"": ""cmp50m/pk/vr/rh1m/sm1"", ""usage"": ""servo motor"", ""brand"": ""sew-eurodrive"", ""product"": ""servo motor""}"
"Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1",True,2,"{""brand"": ""sew-eurodrive"", ""product"": ""motor""}"
vane pneumatic actuator,True,2,"{""actuator type"": ""pneumatic actuator"", ""product"": ""pneumatic actuator""}"
Flange Mounted Motor,True,2,"{""mounting type"": ""flange"", ""product"": ""flange mounted motor""}"
FL57STH56-2504ACF-25 - Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl57sth56-2504acf-25"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
FL57STH56-2804AF-01- Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl57sth56-2804af-01-"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
MU2 Dol Motor Starter,True,4,"{""starter type"": ""dol"", ""usage"": ""motor starter"", ""model name/number"": ""mu2"", ""product"": ""dol motor starter""}"
power tool cm4,True,2,"{""model"": ""cm4"", ""product"": ""power tool""}"
power tool near delhi cm4,True,1,"{""product"": ""power tool""}"
crompton-motors,True,1,"{""product"": ""crompton-motors""}"
Voltas AC Outdoor Fan Motor,True,5,"{""motor type"": ""ac"", ""part type"": ""motor"", ""usage"": ""outdoor"", ""brand"": ""voltas"", ""product"": ""ac outdoor fan motor""}"
Makita MT-950 Armature By PowerSpeed,True,4,"{""type of power tool"": ""armature"", ""model number"": ""mt-950"", ""brand"": ""powerspeed"", ""product"": ""armature""}"
1500 cfm FAN MOTOR,True,3,"{""power"": ""1500 cfm"", ""usage"": ""fan"", ""product"": ""fan motor""}"
230v apex cool 410w exhaust fan motor,True,5,"{""voltage"": ""230v"", ""power"": ""410w"", ""brand"": ""apex"", ""usage"": ""exhaust fan"", ""product"": ""exhaust fan motor""}"
FL57STH76-2504ACF-ARK Hybrid Stepper Motor,True,3,"{""model name/number"": ""fl57sth76-2504acf-ark"", ""motor type"": ""stepper motor"", ""product"": ""hybrid stepper motor""}"
Clogging Test,True,2,"{""testing type"": ""clogging"", ""product"": ""clogging""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,True,4,"{""model name/number"": ""1fk2104-6af10-1mb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
crompton motor 1 hp,True,4,"{""power"": ""1 hp"", ""brand"": ""crompton"", ""part type"": ""motor"", ""product"": ""motor 1 hp""}"
crompton motor near tinsukia 1 hp,True,3,"{""power"": ""1 hp"", ""brand"": ""crompton"", ""product"": ""crompton motor""}"
motorized pulley drum motor,True,2,"{""motor type"": ""drum motor"", ""product"": ""motorized pulley""}"
crompton motor,True,3,"{""brand"": ""crompton"", ""part type"": ""motor"", ""product"": ""crompton motor""}"
Belimo Damper Fire Actuator,True,3,"{""brand"": ""belimo"", ""structure"": ""damper"", ""product"": ""actuator""}"
e42 90w 2850/3450rpm motor single phase,True,5,"{""speed"": ""2850/3450rpm"", ""power"": ""90w"", ""model name/number"": ""e42"", ""phase"": ""single phase"", ""product"": ""single phase""}"
Slip Ring Assemblies,True,2,"{""motor part type"": ""slip ring"", ""product"": ""slip ring assemblies""}"
Siemens DOL Starter,True,3,"{""starter type"": ""dol"", ""brand"": ""siemens"", ""product"": ""siemens dol starter""}"
pmdc gear motor 0-25-hp 25-200rpm 12-180volt,True,5,"{""power"": ""0-25-hp"", ""voltage"": ""12-180volt"", ""speed"": ""25-200rpm"", ""motor type"": ""pmdc gear motor"", ""product"": ""pmdc gear motor""}"
Vertical Motors,True,2,"{""orientation"": ""vertical"", ""product"": ""vertical motors""}"
PowerSpeed Armature For Makita 9500 NB,True,3,"{""type of power tool"": ""armature"", ""brand"": ""powerspeed"", ""product"": ""armature""}"
side shaft gear motor,True,2,"{""motor type"": ""gear motor"", ""product"": ""gear motor""}"
FEBRICATION BLOWER 1HP SINGLE PHASE,True,4,"{""power"": ""1hp"", ""blower type"": ""febrication blower"", ""phase"": ""single phase"", ""product"": ""1hp single phase""}"
a40k/m566w/g7.2 (60 square pl gear),True,3,"{""model/type"": ""a40k/m566w/g7.2"", ""shape"": ""square"", ""product"": ""square""}"
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,True,7,"{""speed"": ""1400 rpm"", ""voltage"": ""230 v"", ""power"": ""410w"", ""usage"": ""exhaust fan"", ""mounting type"": ""flange"", ""phase"": ""single phase"", ""product"": ""exhaust fan motor""}"
crompton 10 hp motor,True,4,"{""power"": ""10 hp"", ""brand"": ""crompton"", ""part type"": ""motor"", ""product"": ""10 hp motor""}"
foot mounting 1 piece 1440 rpm Single Phase Motors,True,5,"{""set contains"": ""1 piece"", ""speed"": ""1440 rpm"", ""mounting type"": ""foot"", ""phase"": ""single phase"", ""product"": ""single phase motors""}"
ABB Servo Motors,True,2,"{""brand"": ""abb"", ""product"": ""abb servo motors""}"
20 HP Three Phase Electric Motor,True,3,"{""power"": ""20 hp"", ""product"": ""three phase electric motor"", ""no of phase"": ""three phase""}"
1FK2104-6AF10-1MB0,True,0,{}
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0 2.7 kW,True,5,"{""model name/number"": ""1fk2106-4af01-0ma0"", ""power"": ""2.7 kw"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
mil 37 38 diaphragm actuators,True,3,"{""actuator type"": ""diaphragm"", ""model name/number"": ""mil 37 38"", ""product"": ""actuators""}"
Petrosa starter mini 1 KG,True,2,"{""packaging size"": ""1 kg"", ""product"": ""1 kg""}"
BRUSHLESS MOTOR DYS 1800KV,True,3,"{""voltage"": ""1800kv"", ""motor type"": ""brushless"", ""product"": ""brushless motor""}"
Petrosa starter mini 1KG,True,2,"{""packaging size"": ""1kg"", ""product"": ""starter""}"
Petrosa starter mini 3 KG,True,2,"{""packaging size"": ""3 kg"", ""product"": ""starter""}"
Petrosa starter mini 3KG,True,2,"{""packaging size"": ""3kg"", ""product"": ""starter""}"
Weishaupt Burner Servo Motor,True,2,"{""brand"": ""weishaupt"", ""product"": ""weishaupt burner servo motor""}"
Petrosa starter mini 8 KG,True,2,"{""packaging size"": ""8 kg"", ""product"": ""starter""}"
Petrosa starter mini 8KG,True,2,"{""packaging size"": ""8kg"", ""product"": ""starter""}"
apex cool 410w single phase exhaust fan motor,True,6,"{""power"": ""410w"", ""brand"": ""apex"", ""model"": ""cool"", ""usage"": ""exhaust fan"", ""phase"": ""single phase"", ""product"": ""single phase exhaust fan motor""}"
danfoss original brand new h1b80/h1b110 motor,True,4,"{""brand"": ""danfoss"", ""model name/number"": ""h1b80/h1b110"", ""condition"": ""new"", ""product"": ""brand""}"
3 HP Three Phase Induction Motor 960 Rpm,True,5,"{""rated power"": ""3 hp"", ""speed"": ""960 rpm"", ""motor type"": ""induction"", ""no of phase"": ""three phase"", ""product"": ""3 hp three phase induction motor""}"
gpn gear motor,True,2,"{""motor type"": ""gear motor"", ""product"": ""gear motor""}"
Dol Motor Starters,True,3,"{""starter type"": ""dol"", ""usage"": ""motor"", ""product"": ""dol motor starters""}"
Oil Starter Magnet Call,True,2,"{""usage"": ""oil"", ""product"": ""oil starter""}"
AC MOTAR,True,1,"{""product"": ""ac motar""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1SB0 0.57 kW,True,5,"{""power"": ""0.57 kw"", ""model name/number"": ""1fk2204-5ak01-1sb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0SB0 0.06 kW,True,5,"{""power"": ""0.06 kw"", ""model name/number"": ""1fk2104-4ak01-0sb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
50HP Abb Electric Motor,True,4,"{""power"": ""50hp"", ""brand"": ""abb"", ""power source"": ""electric"", ""product"": ""abb electric motor""}"
10 hp crompton motor,True,4,"{""power"": ""10 hp"", ""brand"": ""crompton"", ""part type"": ""motor"", ""product"": ""crompton motor""}"
PowerSpeed Armature for Gsh-500 Bosch,True,4,"{""type of power tool"": ""armature"", ""model number"": ""gsh-500"", ""brand"": ""powerspeed"", ""product"": ""armature""}"
SIEMENS SINAMICS S200 Servo Motor 1FL2306-4AC01-0HB0 0.1 kW,True,5,"{""power"": ""0.1 kw"", ""model name/number"": ""1fl2306-4ac01-0hb0"", ""usage"": ""servo motor"", ""brand"": ""siemens"", ""product"": ""servo motor""}"
helical gear motor,True,2,"{""motor type"": ""helical"", ""product"": ""helical gear motor""}"
3330601 Cummins Electronic Fuel Control Actuator,True,4,"{""model name/number"": ""3330601"", ""brand"": ""cummins"", ""actuator type"": ""fuel control actuator"", ""product"": ""cummins electronic fuel control actuator""}"
Stepper Motor,True,2,"{""motor type"": ""stepper"", ""product"": ""stepper motor""}"
desert type copper 32 mm 1 cooler motor,True,6,"{""shaft thickness"": ""32 mm"", ""usage"": ""cooler"", ""winding material"": ""copper"", ""cooler type"": ""desert"", ""part type"": ""motor"", ""product"": ""cooler motor""}"
