query,ok,key_count,raw_output,attributes_json,norm_attributes_json
170M7167-6500A,True,1,"{query_id: ""170M7167-6500A""}<end_","{""query_id"": ""170M7167-6500A""}","{""query_id"": ""170M7167-6500A""}"
Chimney Motor,True,1,"{motor_type: ""Chimney Motor""}<turn|><|channel>","{""motor_type"": ""Chimney Motor""}","{""motor_type"": ""Chimney Motor""}"
sewing-machine-motor-armature,True,1,"{attribute: ""sewing-machine-motor-armature""} <","{""attribute"": ""sewing-machine-motor-armature""}",{}
amdo cooler motor,True,1,"{attribute: ""amdo cooler"", ""power_source"": ""motor""}","{""power_source"": ""motor""}","{""power source"": ""motor""}"
hindustan,False,0,{origin_of_turn}: hind,{},{}
crompton greaves vfdc,True,1,"{attribute: ""vfdc"", ""brand"": ""crompton greaves""} <end","{""brand"": ""crompton greaves""}","{""brand"": ""crompton greaves""}"
Carbon Brush Holder,True,1,"{attribute: ""Carbon Brush Holder""}","{""attribute"": ""Carbon Brush Holder""}",{}
370W Electric Sliding Gate Motor,True,3,"{power_consumption_in_watts: ""370W"", ""type_of_gate"": ""Sliding Gate"", ""feature"": ""Electric"", ""part_of_turn"": ""Gate Motor""}<end_of","{""type_of_gate"": ""Sliding Gate"", ""feature"": ""Electric"", ""part_of_turn"": ""Gate Motor""}","{""type_of_gate"": ""Sliding Gate"", ""feature"": ""Electric"", ""part_of_turn"": ""Gate Motor""}"
foot cum flange mounted electric motor,True,1,"{electric_motor: ""foot cum flange mounted"", ""power_source"": ""electric motor""}","{""power_source"": ""electric motor""}","{""power source"": ""electric motor""}"
FL42BLSL02- Regular BLDC Motor,True,2,"{   ""Model Number"": ""FL42BLSL02-"",   ""Motor Type"": ""Regular BLDC Motor"" }<turn|>","{""Model Number"": ""FL42BLSL02-"", ""Motor Type"": ""Regular BLDC Motor""}","{""model number"": ""FL42BLSL02-"", ""Motor Type"": ""Regular BLDC Motor""}"
Electro Pneumatic Valve Positioner,True,1,"{attribute: ""Electro Pneumatic Valve Positioner""}<turn|>","{""attribute"": ""Electro Pneumatic Valve Positioner""}",{}
DC motor 5.5,False,0,{voltage}:5,{},{}
B&R 8BVI0014HWS0.000-1 ACOPOS MULTI INVERTER MODULE I0014S,True,4,"{   ""product_type"": ""ACOPOS MULTI INVERTER MODULE"",   ""model_number"": ""8BVI0014HWS0.000-1"",   ""I0014S"": ""I0014S"",   ""brand"": ""B&R"" } <end","{""product_type"": ""ACOPOS MULTI INVERTER MODULE"", ""model_number"": ""8BVI0014HWS0.000-1"", ""I0014S"": ""I0014S"", ""brand"": ""B&R""}","{""product_type"": ""ACOPOS MULTI INVERTER MODULE"", ""model name/number"": ""8BVI0014HWS0.000-1"", ""I0014S"": ""I0014S"", ""brand"": ""B&R""}"
Motor Rotor,True,1,"{attribute: ""Motor Rotor""}<turn|>","{""attribute"": ""Motor Rotor""}",{}
cooler kit motor,True,1,"{feature: ""cooler kit"", ""power source"": ""motor""}<turn|><","{""power source"": ""motor""}","{""power source"": ""motor""}"
inline helical geared motors,True,1,"{   ""motor_type"": ""inline helical geared motors"" }","{""motor_type"": ""inline helical geared motors""}","{""motor_type"": ""inline helical geared motors""}"
boparai auto switch pro,True,2,"{attribute: ""pro"", ""brand"": ""boparai"", ""function"": ""auto switch""} <end","{""brand"": ""boparai"", ""function"": ""auto switch""}","{""brand"": ""boparai"", ""function"": ""auto switch""}"
Carbon brush for AC HT Moter,True,1,"{attribute: ""Carbon brush for AC HT"", ""Moter"": ""HT""}<end_","{""Moter"": ""HT""}","{""Moter"": ""HT""}"
800 W Wet Dry Vacuum Cleaner Motors,True,3,"{   ""power"": ""800 W"",   ""type"": ""Wet Dry Vacuum Cleaner"",   ""features"": ""Motors"" } <end","{""power"": ""800 W"", ""type"": ""Wet Dry Vacuum Cleaner"", ""features"": ""Motors""}","{""power"": ""800 W"", ""type"": ""Wet Dry Vacuum Cleaner"", ""features"": ""Motors""}"
FL57STH56-2504ACF-25-ARK Hybrid Stepper Motor,True,2,"{   ""Model Number"": ""FL57STH56-2504ACF-25-ARK"",   ""Motor Type"": ""Hybrid Stepper Motor"" } <","{""Model Number"": ""FL57STH56-2504ACF-25-ARK"", ""Motor Type"": ""Hybrid Stepper Motor""}","{""model number"": ""FL57STH56-2504ACF-25-ARK"", ""Motor Type"": ""Hybrid Stepper Motor""}"
FL57STH51-2804AF- Hybrid Stepper Motor,True,2,"{   ""Model Number"": ""FL57STH51-2804AF"",   ""Motor Type"": ""Hybrid Stepper Motor"" }","{""Model Number"": ""FL57STH51-2804AF"", ""Motor Type"": ""Hybrid Stepper Motor""}","{""model number"": ""FL57STH51-2804AF"", ""Motor Type"": ""Hybrid Stepper Motor""}"
90 watt ac geared motor,False,0,{power_consumption:} 90,{},{}
dwe4235 armature near udaipur,True,1,"{armature_condition: ""near udaipur"", ""model_number"": ""dwe4235""}","{""model_number"": ""dwe4235""}","{""model name/number"": ""dwe4235""}"
Electric Motor Starters,True,1,"{attributes: ""Electric Motor Starters""} <end","{""attributes"": ""Electric Motor Starters""}",{}
ytc make smart positioner,True,2,"{attribute: ""smart positioner"", brand: ""ytc make""}","{""attribute"": ""smart positioner"", ""brand"": ""ytc make""}","{""brand"": ""ytc make""}"
PowerSpeed Armature For Makita 3501 N,True,4,"{   ""Model Number"": ""3501 N"",   ""Attribute"": ""For Makita"",   ""Power"": ""PowerSpeed Armature"",   ""Value"": ""3501 N"" }","{""Model Number"": ""3501 N"", ""Attribute"": ""For Makita"", ""Power"": ""PowerSpeed Armature"", ""Value"": ""3501 N""}","{""model number"": ""3501 N"", ""Attribute"": ""For Makita"", ""power"": ""PowerSpeed Armature"", ""Value"": ""3501 N""}"
arma texture,True,1,"{attribute: ""arma texture""}","{""attribute"": ""arma texture""}",{}
Single Phase Copper Slip Ring,True,3,"{ ""Ring Type"": ""Slip Ring"", ""Phase"": ""Single Phase"", ""Material"": ""Copper""}<end","{""Ring Type"": ""Slip Ring"", ""Phase"": ""Single Phase"", ""Material"": ""Copper""}","{""Ring Type"": ""Slip Ring"", ""phase"": ""Single Phase"", ""material"": ""Copper""}"
Venex Motor Starter,True,1,"{attribute: ""Venex Motor Starter""} <end","{""attribute"": ""Venex Motor Starter""}",{}
Mobile+Starter+Prime,True,1,"{attributes: ""Mobile+Starter+Prime""} <","{""attributes"": ""Mobile+Starter+Prime""}",{}
havells motor,False,0,{brand}: hav,{},{}
AC Fail and DC Fail,True,1,"{   ""attribute"": ""AC Fail and DC Fail"" }","{""attribute"": ""AC Fail and DC Fail""}",{}
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0 0.06 kW,True,2,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0"",   ""power"": ""0.06 kW"" } <","{""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0"", ""power"": ""0.06 kW""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0"", ""power"": ""0.06 kW""}"
Aluminium Winding Cooler Fan Motor,True,1,"{material_for_winding:Aluminium}, {feature","{""material_for_winding"": ""Aluminium""}","{""material_for_winding"": ""Aluminium""}"
FL42STH33-0956AF- Hybrid Stepper Motor,True,2,"{   ""Model Number"": ""FL42STH33-0956AF"",   ""Drive Type"": ""Hybrid Stepper Motor"" }","{""Model Number"": ""FL42STH33-0956AF"", ""Drive Type"": ""Hybrid Stepper Motor""}","{""model number"": ""FL42STH33-0956AF"", ""Drive Type"": ""Hybrid Stepper Motor""}"
Mk 1 Dol Starter,True,1,"{ ""Model"": ""Mk 1 Dol Starter"" }","{""Model"": ""Mk 1 Dol Starter""}","{""model name/number"": ""Mk 1 Dol Starter""}"
fhp motors,False,0,{fhp motors} <end,{},{}
laxmi 3 hp singal fase motors,True,4,"{   ""power"": ""3 hp"",   ""number_of_phases"": ""singal fase"",   ""brand_or_name"": ""laxmi"",   ""type_of_motor"": ""motors"" }<turn|>","{""power"": ""3 hp"", ""number_of_phases"": ""singal fase"", ""brand_or_name"": ""laxmi"", ""type_of_motor"": ""motors""}","{""power"": ""3 hp"", ""number_of_phases"": ""singal fase"", ""brand_or_name"": ""laxmi"", ""type_of_motor"": ""motors""}"
0502 exhaust fan motor,True,1,"{attribute: ""exhaust fan motor"", ""query_part"": ""0502""}","{""query_part"": ""0502""}","{""query_part"": ""0502""}"
dual shaft 1300RPM BLOWER FAN MOTOR,False,0,{speed}:1,{},{}
105 W Alqer 16 Inch Super Cooler Motor,True,5,"{   ""Brand/Name"": ""Alqer"",   ""Size"": ""16 Inch"",   ""Power"": ""105 W"",   ""Feature"": ""Super Cooler"",   ""Type"": ""Motor"" </end_of_turn><turn|><|channel>thought The user wants me to extract key-value attributes from the provided text. Text: ""105 W Alqer 16 Inch Super Cooler Motor","{""Brand/Name"": ""Alqer"", ""Size"": ""16 Inch"", ""Power"": ""105 W"", ""Feature"": ""Super Cooler"", ""Type"": ""Motor""}","{""Brand/Name"": ""Alqer"", ""size"": ""16 Inch"", ""power"": ""105 W"", ""feature"": ""Super Cooler"", ""Type"": ""Motor""}"
FL60STH65-2804AF Hybrid Stepper Motor,True,2,"{   ""Model Number"": ""FL60STH65-2804AF"",   ""Motor Type"": ""Hybrid Stepper Motor"" }","{""Model Number"": ""FL60STH65-2804AF"", ""Motor Type"": ""Hybrid Stepper Motor""}","{""model number"": ""FL60STH65-2804AF"", ""Motor Type"": ""Hybrid Stepper Motor""}"
टेक्समो मोटर स्पेयर पार्ट्स,True,2,"{   ""type"": ""स्पेयर पार्ट्स"",   ""brand"": ""टेक्समो मोटर"" }","{""type"": ""स्पेयर पार्ट्स"", ""brand"": ""टेक्समो मोटर""}","{""type"": ""स्पेयर पार्ट्स"", ""brand"": ""टेक्समो मोटर""}"
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,True,5,"{   ""Brand"": ""Crompton"",   ""Power"": ""2hp"",   ""Operation"": ""Single Phase Electric Motor"",   ""Model Number"": ""Gf6834"",   ""Speed"": ""1440 Rpm"" }","{""Brand"": ""Crompton"", ""Power"": ""2hp"", ""Operation"": ""Single Phase Electric Motor"", ""Model Number"": ""Gf6834"", ""Speed"": ""1440 Rpm""}","{""brand"": ""Crompton"", ""power"": ""2hp"", ""operation"": ""Single Phase Electric Motor"", ""model number"": ""Gf6834"", ""speed"": ""1440 Rpm""}"
Bch Submersible Pump Starters,True,3,"{   ""Pump Type"": ""Submersible Pump"",   ""Brand/Model"": ""Starters"",   ""Bch"": ""Bch"" }","{""Pump Type"": ""Submersible Pump"", ""Brand/Model"": ""Starters"", ""Bch"": ""Bch""}","{""Pump Type"": ""Submersible Pump"", ""Brand/Model"": ""Starters"", ""Bch"": ""Bch""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0,True,2,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0"",   ""series"": ""SERVO MOTOR"" }","{""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0"", ""series"": ""SERVO MOTOR""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0"", ""series"": ""SERVO MOTOR""}"
AC Geared Motor,False,0,"{power_source}:AC, Ge",{},{}
Crompton 2hp Gf6834 Single Phase Electric Motor,True,4,"{   ""Brand"": ""Crompton"",   ""Power"": ""2hp"",   ""Motor"": ""Single Phase Electric Motor"",   ""Model Number"": ""Gf6834"" }","{""Brand"": ""Crompton"", ""Power"": ""2hp"", ""Motor"": ""Single Phase Electric Motor"", ""Model Number"": ""Gf6834""}","{""brand"": ""Crompton"", ""power"": ""2hp"", ""part type"": ""Single Phase Electric Motor"", ""model number"": ""Gf6834""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,True,2,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0"",   ""power"": ""2.7 kW"" } <end","{""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0"", ""power"": ""2.7 kW""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0"", ""power"": ""2.7 kW""}"
Ecoflam Burner Servo Motor,True,1,"{attribute: ""Servo Motor"", attribute: ""Ecoflam Burner""}","{""attribute"": ""Servo Motor""}",{}
"Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__",True,2,"{   ""Power Source"": ""Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__"",   ""Model Identifier"": ""__I__m__"" }","{""Power Source"": ""Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__"", ""Model Identifier"": ""__I__m__""}","{""power source"": ""Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__"", ""Model Identifier"": ""__I__m__""}"
VTV YN90-120 Motor,True,1,"{product_name_or_code: ""VTV YN90-120"", ""power_source"": ""Motor""} <end","{""power_source"": ""Motor""}","{""power source"": ""Motor""}"
Electric Motors,False,0,{power_source}:Electric Motors<,{},{}
induction motor,False,0,{motor_type}: induction motor<,{},{}
60W Desert Cooler Motor,True,2,"{power_consumption: ""60W"", ""type"": ""Desert Cooler"", ""feature"": ""Motor""}<turn|>","{""type"": ""Desert Cooler"", ""feature"": ""Motor""}","{""type"": ""Desert Cooler"", ""feature"": ""Motor""}"
FL42STH47-1684AF-08- Hybrid Stepper Motor,True,2,"{   ""Model Number"": ""FL42STH47-1684AF-08-"",   ""Drive Type"": ""Hybrid Stepper Motor"" }","{""Model Number"": ""FL42STH47-1684AF-08-"", ""Drive Type"": ""Hybrid Stepper Motor""}","{""model number"": ""FL42STH47-1684AF-08-"", ""Drive Type"": ""Hybrid Stepper Motor""}"
electronic-starter,True,1,"{attribute: ""electronic-starter""}","{""attribute"": ""electronic-starter""}",{}
FL42STH38-1684AF Hybrid Stepper Motor,True,2,"{   ""Model Number"": ""FL42STH38-1684AF"",   ""Motor Type"": ""Hybrid Stepper Motor"" }","{""Model Number"": ""FL42STH38-1684AF"", ""Motor Type"": ""Hybrid Stepper Motor""}","{""model number"": ""FL42STH38-1684AF"", ""Motor Type"": ""Hybrid Stepper Motor""}"
Lubi LGH90GF50H15K Gare Motor,False,0,"{brand_or_part_of_brand_name_if_present}Lubi"",",{},{}
1FK2104-6AF10-0SB0,True,1,"{attribute: ""1FK2104-6AF10-0SB0""}","{""attribute"": ""1FK2104-6AF10-0SB0""}",{}
Ml 2 Dol Starter,True,1,"{product_type: ""Ml 2 Dol Starter""}","{""product_type"": ""Ml 2 Dol Starter""}","{""product_type"": ""Ml 2 Dol Starter""}"
siemens electric ac motor 75 hp 1440 rpm,True,4,"{   ""brand"": ""siemens"",   ""power"": ""75 hp"",   ""motor"": ""electric ac motor"",   ""speed"": ""1440 rpm"" }","{""brand"": ""siemens"", ""power"": ""75 hp"", ""motor"": ""electric ac motor"", ""speed"": ""1440 rpm""}","{""brand"": ""siemens"", ""power"": ""75 hp"", ""part type"": ""electric ac motor"", ""speed"": ""1440 rpm""}"
Vishal 8al2 Air Cooler Motor,True,3,"{product_type: ""Air Cooler"", ""motor"": ""Motor"", ""model_number"": ""8al2"", ""brand"": ""Vishal""}<end_of","{""motor"": ""Motor"", ""model_number"": ""8al2"", ""brand"": ""Vishal""}","{""part type"": ""Motor"", ""model name/number"": ""8al2"", ""brand"": ""Vishal""}"
ELLDO cooler motor,True,1,"{attribute: ""ELLDO cooler"", ""power_source"": ""motor""}","{""power_source"": ""motor""}","{""power source"": ""motor""}"
CP - 101 ACTUATOR,True,2,"{ ""model_number"": ""CP - 101"", ""FUNCTION"": ""ACTUATOR"" }<turn|>","{""model_number"": ""CP - 101"", ""FUNCTION"": ""ACTUATOR""}","{""model name/number"": ""CP - 101"", ""FUNCTION"": ""ACTUATOR""}"
DZ Gear Motor Brushed DC Motor,False,0,{brand_or_model_name_or_number}DZ Gear Motor,{},{}
dual shaft blower fan motor,True,1,"{feature: ""dual shaft blower fan motor""} <","{""feature"": ""dual shaft blower fan motor""}","{""feature"": ""dual shaft blower fan motor""}"
220 v dual shaft BLOWER FAN MOTOR,False,0,"{voltage}: """,{},{}
220  v 1 dual shaft BLOWER FAN MOTOR,False,0,"{voltage}: """,{},{}
"Crompton 2hp Gf6834 Single Phase Electric Motor, 1440 rpm",True,4,"{   ""Brand"": ""Crompton"",   ""Power"": ""2hp"",   ""Operation"": ""Single Phase Electric Motor, 1440 rpm"",   ""Model Number"": ""Gf6834"" } <","{""Brand"": ""Crompton"", ""Power"": ""2hp"", ""Operation"": ""Single Phase Electric Motor, 1440 rpm"", ""Model Number"": ""Gf6834""}","{""brand"": ""Crompton"", ""power"": ""2hp"", ""operation"": ""Single Phase Electric Motor, 1440 rpm"", ""model number"": ""Gf6834""}"
"AT12 Single Chain Actuator, 425mm Stroke - Window Automation",True,2,"{   ""Model Number"": ""AT12"",   ""Functionality"": ""Single Chain Actuator, 425mm Stroke - Window Automation"" }","{""Model Number"": ""AT12"", ""Functionality"": ""Single Chain Actuator, 425mm Stroke - Window Automation""}","{""model number"": ""AT12"", ""Functionality"": ""Single Chain Actuator, 425mm Stroke - Window Automation""}"
"SECO N 24 25 Single Chain Actuator, 250/350mm Stroke - Window Automation",True,4,"{   ""N"": ""24"",   ""SECO N"": ""25"",   ""Actuator, 250/350mm Stroke - Window Automation"": ""Single Chain"",   ""Value"": ""SECO N 24 25"" }","{""N"": ""24"", ""SECO N"": ""25"", ""Actuator, 250/350mm Stroke - Window Automation"": ""Single Chain"", ""Value"": ""SECO N 24 25""}","{""N"": ""24"", ""SECO N"": ""25"", ""Actuator, 250/350mm Stroke - Window Automation"": ""Single Chain"", ""Value"": ""SECO N 24 25""}"
Siemens Raja+ Direct On Line Starters,True,3,"{   ""Brand"": ""Raja+ Direct On Line Starters"",   ""Brand/Company"": ""Siemens"",   ""Starters"": ""Starters"" }<turn|>","{""Brand"": ""Raja+ Direct On Line Starters"", ""Brand/Company"": ""Siemens"", ""Starters"": ""Starters""}","{""brand"": ""Raja+ Direct On Line Starters"", ""Brand/Company"": ""Siemens"", ""Starters"": ""Starters""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,True,3,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0"",   ""power"": ""1 kW"",   ""series"": ""SERVO MOTOR"" }","{""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0"", ""power"": ""1 kW"", ""series"": ""SERVO MOTOR""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0"", ""power"": ""1 kW"", ""series"": ""SERVO MOTOR""}"
cg cooler motor,True,1,"{attribute: ""cg cooler"", ""power_source"": ""motor""}<turn|>","{""power_source"": ""motor""}","{""power source"": ""motor""}"
Makita 9047 Armature By PowerSpeed,True,4,"{   ""Part Number"": ""9047"",   ""Key Attribute"": ""By PowerSpeed"",   ""Brand"": ""Makita"",   ""Component"": ""Armature"" </end_of_turn><turn|>","{""Part Number"": ""9047"", ""Key Attribute"": ""By PowerSpeed"", ""Brand"": ""Makita"", ""Component"": ""Armature""}","{""Part Number"": ""9047"", ""Key Attribute"": ""By PowerSpeed"", ""brand"": ""Makita"", ""Component"": ""Armature""}"
Electric Motor Housing,True,1,"{attribute: ""Electric Motor Housing""}","{""attribute"": ""Electric Motor Housing""}",{}
Vibro Sifter Vibratory Motors,True,1,"{attributes: ""Vibratory Motors"", ""Sifter Type"": ""Vibro Sifter""} <end","{""Sifter Type"": ""Vibro Sifter""}","{""Sifter Type"": ""Vibro Sifter""}"
FL28STH45-0674A - Hybrid Stepper Motor,True,3,"{   ""Model Number"": ""FL28STH45-0674A"",   ""Motor Type"": ""Stepper Motor"",   ""Drive Type"": ""Hybrid"" }","{""Model Number"": ""FL28STH45-0674A"", ""Motor Type"": ""Stepper Motor"", ""Drive Type"": ""Hybrid""}","{""model number"": ""FL28STH45-0674A"", ""Motor Type"": ""Stepper Motor"", ""Drive Type"": ""Hybrid""}"
Single Phase D.C. Motor,False,0,"{power_source}:{""phase"":",{},{}
electric torque,False,0,"{power_source}:electric,torque",{},{}
Godrej Lawkim Ac Motors,True,3,"{   ""Brand"": ""Godrej"",   ""Power Source"": ""Ac Motors"",   ""Lawkim"": ""Lawkim"" }","{""Brand"": ""Godrej"", ""Power Source"": ""Ac Motors"", ""Lawkim"": ""Lawkim""}","{""brand"": ""Godrej"", ""power source"": ""Ac Motors"", ""Lawkim"": ""Lawkim""}"
dual shaft FAN MOTOR,True,2,"{attribute: ""FAN MOTOR"", value: ""dual shaft""} <end","{""attribute"": ""FAN MOTOR"", ""value"": ""dual shaft""}","{""value"": ""dual shaft""}"
Crompton Electric Motor,False,0,{electric_motor_brand_or_type:} Crom,{},{}
Mini Fan Motor,False,0,{mini fan motor} <end,{},{}
3d minuture,True,1,"{attribute: ""3d minature""} <end","{""attribute"": ""3d minature""}",{}
Electric Motor with Gear,False,0,{power_source}:Electric Motor with,{},{}
FL28STH45-0674AF-14 - Hybrid Stepper Motor,True,2,"{   ""Model Number"": ""FL28STH45-0674AF-14"",   ""Drive Type"": ""Hybrid Stepper Motor"" }","{""Model Number"": ""FL28STH45-0674AF-14"", ""Drive Type"": ""Hybrid Stepper Motor""}","{""model number"": ""FL28STH45-0674AF-14"", ""Drive Type"": ""Hybrid Stepper Motor""}"
mixer-grinder-motor,True,1,"{operation_type: ""mixer-grinder-motor""} <end","{""operation_type"": ""mixer-grinder-motor""}","{""operation_type"": ""mixer-grinder-motor""}"
Sew-eurodrive servo Motor cmp50m/pk/vr/rh1m/sm1,True,2,"{   ""model_number"": ""cmp50m/pk/vr/rh1m/sm1"",   ""drive_type"": ""Sew-eurodrive servo Motor"" } <","{""model_number"": ""cmp50m/pk/vr/rh1m/sm1"", ""drive_type"": ""Sew-eurodrive servo Motor""}","{""model name/number"": ""cmp50m/pk/vr/rh1m/sm1"", ""drive_type"": ""Sew-eurodrive servo Motor""}"
"Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1",True,2,"{   ""model_number"": ""cmp50m/pk/vr/rh1m/sm1"",   ""features"": ""Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1"" } <end","{""model_number"": ""cmp50m/pk/vr/rh1m/sm1"", ""features"": ""Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1""}","{""model name/number"": ""cmp50m/pk/vr/rh1m/sm1"", ""features"": ""Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1""}"
vane pneumatic actuator,True,1,"{attribute: ""vane"", ""actuator"": ""pneumatic actuator""}","{""actuator"": ""pneumatic actuator""}","{""part type"": ""pneumatic actuator""}"
Flange Mounted Motor,True,1,"{flange_mounted: ""Motor""} <end","{""flange_mounted"": ""Motor""}","{""flange_mounted"": ""Motor""}"
FL57STH56-2504ACF-25 - Hybrid Stepper Motor,True,2,"{   ""Model Number"": ""FL57STH56-2504ACF-25"",   ""Drive Type"": ""Hybrid Stepper Motor"" }","{""Model Number"": ""FL57STH56-2504ACF-25"", ""Drive Type"": ""Hybrid Stepper Motor""}","{""model number"": ""FL57STH56-2504ACF-25"", ""Drive Type"": ""Hybrid Stepper Motor""}"
FL57STH56-2804AF-01- Hybrid Stepper Motor,True,2,"{   ""Model Number"": ""FL57STH56-2804AF-01-"",   ""Motor Type"": ""Hybrid Stepper Motor"" }","{""Model Number"": ""FL57STH56-2804AF-01-"", ""Motor Type"": ""Hybrid Stepper Motor""}","{""model number"": ""FL57STH56-2804AF-01-"", ""Motor Type"": ""Hybrid Stepper Motor""}"
MU2 Dol Motor Starter,False,0,"{product_code}: ""MU2",{},{}
power tool cm4,True,2,"{power tool type: ""power tool"", model_number: ""cm4""}<turn|><|channel>thought","{""power tool type"": ""power tool"", ""model_number"": ""cm4""}","{""power tool type"": ""power tool"", ""model name/number"": ""cm4""}"
power tool near delhi cm4,True,3,"{ ""model_number"": ""cm4"", ""location"": ""near delhi"", ""attribute"": ""power tool""}<end_of","{""model_number"": ""cm4"", ""location"": ""near delhi"", ""attribute"": ""power tool""}","{""model name/number"": ""cm4"", ""location/city"": ""near delhi""}"
crompton-motors,False,0,{power_source}:crompton-,{},{}
Voltas AC Outdoor Fan Motor,True,2,"{product_type: ""Outdoor Fan"", ""power_source"": ""Voltas AC"", ""motor_type"": ""Fan Motor""}","{""power_source"": ""Voltas AC"", ""motor_type"": ""Fan Motor""}","{""power source"": ""Voltas AC"", ""motor_type"": ""Fan Motor""}"
Makita MT-950 Armature By PowerSpeed,True,3,"{   ""Model Number"": ""MT-950"",   ""Brand/PowerSource"": ""Armature By PowerSpeed"",   ""Tool"": ""Makita"" }","{""Model Number"": ""MT-950"", ""Brand/PowerSource"": ""Armature By PowerSpeed"", ""Tool"": ""Makita""}","{""model number"": ""MT-950"", ""Brand/PowerSource"": ""Armature By PowerSpeed"", ""Tool"": ""Makita""}"
1500 cfm FAN MOTOR,True,2,"{attribute: ""FAN MOTOR"", value: ""1500 cfm""} <end","{""attribute"": ""FAN MOTOR"", ""value"": ""1500 cfm""}","{""value"": ""1500 cfm""}"
230v apex cool 410w exhaust fan motor,False,0,{power_consumption_w}4,{},{}
FL57STH76-2504ACF-ARK Hybrid Stepper Motor,True,2,"{   ""Model Number"": ""FL57STH76-2504ACF-ARK"",   ""Motor Type"": ""Hybrid Stepper Motor"" }","{""Model Number"": ""FL57STH76-2504ACF-ARK"", ""Motor Type"": ""Hybrid Stepper Motor""}","{""model number"": ""FL57STH76-2504ACF-ARK"", ""Motor Type"": ""Hybrid Stepper Motor""}"
Clogging Test,True,1,"{   ""Test"": ""Clogging Test"" }<turn|><end","{""Test"": ""Clogging Test""}","{""Test"": ""Clogging Test""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,True,2,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0"",   ""brand_or_series"": ""SIEMENS SIMOTICS"" }","{""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0"", ""brand_or_series"": ""SIEMENS SIMOTICS""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0"", ""brand_or_series"": ""SIEMENS SIMOTICS""}"
crompton motor 1 hp,True,2,"{motor_power: ""1 hp"", brand: ""crompton motor""}","{""motor_power"": ""1 hp"", ""brand"": ""crompton motor""}","{""motor_power"": ""1 hp"", ""brand"": ""crompton motor""}"
crompton motor near tinsukia 1 hp,True,3,"{motor_type: ""crompton motor"", ""weight"": ""near"", ""tin_value"": ""tin"", ""power"": ""1 hp"", ""tin_value"": ""tin_value""} <end","{""weight"": ""near"", ""tin_value"": ""tin_value"", ""power"": ""1 hp""}","{""weight"": ""near"", ""tin_value"": ""tin_value"", ""power"": ""1 hp""}"
motorized pulley drum motor,False,0,"{power_source}:{""motorized",{},{}
crompton motor,True,1,"{motor_brand: ""crompton motor""}<turn|><|channel>","{""motor_brand"": ""crompton motor""}","{""motor_brand"": ""crompton motor""}"
Belimo Damper Fire Actuator,True,1,"{attribute: ""Fire Actuator"", ""Belimo Damper""} <","{""attribute"": ""Fire Actuator""}",{}
