query,gold_key,gold_value,qmeans_value,v6_value,qmeans_match,v6_match
crompton greaves vfdc,part type,vfdc,,vfdc,FALSE,TRUE
Carbon Brush Holder,part type,carbon brush holder,,brush,FALSE,FALSE
370W Electric Sliding Gate Motor,part type,motor,,motor,FALSE,TRUE
370W Electric Sliding Gate Motor,power,370W,370w,370W,TRUE,TRUE
370W Electric Sliding Gate Motor,power source,electric,electric,,TRUE,FALSE
370W Electric Sliding Gate Motor,usage,sliding gate,sliding gate,sliding gate,TRUE,TRUE
foot cum flange mounted electric motor,part type,motor,,motor,FALSE,TRUE
foot cum flange mounted electric motor,power source,electric,electric,electric,TRUE,TRUE
foot cum flange mounted electric motor,mounting type,foot cum flange mounted,foot cum flange,foot cum flange mounted,FALSE,TRUE
FL42BLSL02- Regular BLDC Motor,part type,motor,,,FALSE,FALSE
FL42BLSL02- Regular BLDC Motor,driven type,bldc,,,FALSE,FALSE
FL42BLSL02- Regular BLDC Motor,model name/number,FL42BLSL02,fl42blsl02-,,FALSE,FALSE
Electro Pneumatic Valve Positioner,part type,valve positioner,,valve positioner,FALSE,TRUE
Electro Pneumatic Valve Positioner,feature,electro pneumatic,,electro pneumatic,FALSE,TRUE
DC motor 5.5,part type,motor,,,FALSE,FALSE
DC motor 5.5,power source,DC,,,FALSE,FALSE
DC motor 5.5,model name/number,5.5,,,FALSE,FALSE
B&R 8BVI0014HWS0.000-1 ACOPOS MULTI INVERTER MODULE I0014S,brand,B&R,b&r,,TRUE,FALSE
B&R 8BVI0014HWS0.000-1 ACOPOS MULTI INVERTER MODULE I0014S,part type,inverter module,,,FALSE,FALSE
B&R 8BVI0014HWS0.000-1 ACOPOS MULTI INVERTER MODULE I0014S,model name/number,8BVI0014HWS0.000-1,8bvi0014hws0.000-1,,TRUE,FALSE
B&R 8BVI0014HWS0.000-1 ACOPOS MULTI INVERTER MODULE I0014S,series,ACOPOS MULTI,,,FALSE,FALSE
B&R 8BVI0014HWS0.000-1 ACOPOS MULTI INVERTER MODULE I0014S,feature,I0014S,,,FALSE,FALSE
Motor Rotor,part type,motor rotor,,rotor,FALSE,FALSE
cooler kit motor,part type,motor,motor,,TRUE,FALSE
cooler kit motor,usage,cooler,cooler,,TRUE,FALSE
cooler kit motor,feature,kit,,,FALSE,FALSE
inline helical geared motors,part type,motor,,motor,FALSE,TRUE
inline helical geared motors,driven type,helical geared,,helical geared,FALSE,TRUE
inline helical geared motors,feature,inline,,,FALSE,FALSE
boparai auto switch pro,brand,boparai,boparai,boparai,TRUE,TRUE
boparai auto switch pro,part type,auto switch,,auto switch,FALSE,TRUE
boparai auto switch pro,series,pro,,,FALSE,FALSE
Carbon brush for AC HT Moter,part type,carbon brush,,brush,FALSE,FALSE
Carbon brush for AC HT Moter,usage,AC HT motor,ac ht moter,AC HT Moter,FALSE,FALSE
Carbon brush for AC HT Moter,power source,AC,,,FALSE,FALSE
800 W Wet Dry Vacuum Cleaner Motors,part type,motor,motors,motor,FALSE,TRUE
800 W Wet Dry Vacuum Cleaner Motors,usage,wet dry vacuum cleaner,cleaner,Wet Dry Vacuum Cleaner,FALSE,TRUE
800 W Wet Dry Vacuum Cleaner Motors,power,800 W,800 w,800 W,TRUE,TRUE
FL57STH56-2504ACF-25-ARK Hybrid Stepper Motor,part type,motor,,,FALSE,FALSE
FL57STH56-2504ACF-25-ARK Hybrid Stepper Motor,driven type,hybrid stepper,,,FALSE,FALSE
FL57STH56-2504ACF-25-ARK Hybrid Stepper Motor,model name/number,FL57STH56-2504ACF-25-ARK,fl57sth56-2504acf-25-ark,,TRUE,FALSE
FL57STH51-2804AF- Hybrid Stepper Motor,part type,motor,,,FALSE,FALSE
FL57STH51-2804AF- Hybrid Stepper Motor,driven type,hybrid stepper,,,FALSE,FALSE
FL57STH51-2804AF- Hybrid Stepper Motor,model name/number,FL57STH51-2804AF,fl57sth51-2804af-,,FALSE,FALSE
90 watt ac geared motor,part type,motor,,,FALSE,FALSE
90 watt ac geared motor,driven type,geared,,,FALSE,FALSE
90 watt ac geared motor,power source,ac,,,FALSE,FALSE
90 watt ac geared motor,power,90 watt,90 watt,,TRUE,FALSE
dwe4235 armature near udaipur,part type,armature,,armature,FALSE,TRUE
dwe4235 armature near udaipur,model name/number,dwe4235,,dwe4235,FALSE,TRUE
dwe4235 armature near udaipur,location/city,udaipur,,udaipur,FALSE,TRUE
Electric Motor Starters,part type,motor starter,,motor starters,FALSE,FALSE
Electric Motor Starters,power source,electric,electric,electric,TRUE,TRUE
ytc make smart positioner,brand,ytc,ytc,ytc,TRUE,TRUE
ytc make smart positioner,part type,positioner,,positioner,FALSE,TRUE
ytc make smart positioner,feature,smart,,smart,FALSE,TRUE
PowerSpeed Armature For Makita 3501 N,brand,Makita,powerspeed,,FALSE,FALSE
PowerSpeed Armature For Makita 3501 N,part type,armature,,,FALSE,FALSE
PowerSpeed Armature For Makita 3501 N,model name/number,3501 N,,,FALSE,FALSE
Single Phase Copper Slip Ring,part type,slip ring,,slip ring,FALSE,TRUE
Single Phase Copper Slip Ring,phase,single,single phase,single phase,FALSE,FALSE
Single Phase Copper Slip Ring,material,copper,copper,,TRUE,FALSE
Venex Motor Starter,brand,Venex,venex,Venex,TRUE,TRUE
Venex Motor Starter,part type,motor starter,,motor starter,FALSE,TRUE
Mobile+Starter+Prime,part type,starter,,starter,FALSE,TRUE
Mobile+Starter+Prime,feature,mobile prime,,,FALSE,FALSE
havells motor,brand,havells,havells,havells,TRUE,TRUE
havells motor,part type,motor,motor,motor,TRUE,TRUE
AC Fail and DC Fail,part type,ac fail and dc fail,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0 0.06 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0 0.06 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0 0.06 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0 0.06 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0 0.06 kW,model name/number,1FK2104-4AK01-0MB0,1fk2104-4ak01-0mb0,SIMOTICS S-1FK2 1FK2104-4AK01-0MB0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0 0.06 kW,power,0.06 kW,0.06 kw,0.06 kW,TRUE,TRUE
Aluminium Winding Cooler Fan Motor,part type,motor,motor,,TRUE,FALSE
Aluminium Winding Cooler Fan Motor,usage,cooler fan,cooler,,FALSE,FALSE
Aluminium Winding Cooler Fan Motor,material,aluminium winding,,,FALSE,FALSE
FL42STH33-0956AF- Hybrid Stepper Motor,part type,motor,,,FALSE,FALSE
FL42STH33-0956AF- Hybrid Stepper Motor,driven type,hybrid stepper,,,FALSE,FALSE
FL42STH33-0956AF- Hybrid Stepper Motor,model name/number,FL42STH33-0956AF,fl42sth33-0956af-,,FALSE,FALSE
Mk 1 Dol Starter,part type,starter,,,FALSE,FALSE
Mk 1 Dol Starter,starter type,Dol,dol,,TRUE,FALSE
Mk 1 Dol Starter,model name/number,Mk 1,mk 1,,TRUE,FALSE
fhp motors,part type,motor,,motors,FALSE,FALSE
fhp motors,feature,fhp,,fhp,FALSE,TRUE
laxmi 3 hp singal fase motors,brand,laxmi,laxmi,laxmi,TRUE,TRUE
laxmi 3 hp singal fase motors,part type,motor,,motors,FALSE,FALSE
laxmi 3 hp singal fase motors,horsepower,3 hp,,3 hp,FALSE,TRUE
laxmi 3 hp singal fase motors,phase,single,,singal,FALSE,FALSE
0502 exhaust fan motor,part type,motor,,,FALSE,FALSE
0502 exhaust fan motor,usage,exhaust fan,exhaust fan,,TRUE,FALSE
0502 exhaust fan motor,model name/number,0502,,,FALSE,FALSE
dual shaft 1300RPM BLOWER FAN MOTOR,part type,motor,motor,fan motor,TRUE,FALSE
dual shaft 1300RPM BLOWER FAN MOTOR,usage,blower fan,blower fan,,TRUE,FALSE
dual shaft 1300RPM BLOWER FAN MOTOR,rpm,1300RPM,,1300RPM,FALSE,TRUE
dual shaft 1300RPM BLOWER FAN MOTOR,feature,dual shaft,,dual shaft,FALSE,TRUE
105 W Alqer 16 Inch Super Cooler Motor,brand,Alqer,alqer,Alqer,TRUE,TRUE
105 W Alqer 16 Inch Super Cooler Motor,part type,motor,,motor,FALSE,TRUE
105 W Alqer 16 Inch Super Cooler Motor,usage,cooler,cooler motor,Super Cooler,FALSE,FALSE
105 W Alqer 16 Inch Super Cooler Motor,power,105 W,105 w,105 W,TRUE,TRUE
105 W Alqer 16 Inch Super Cooler Motor,size,16 Inch,16 inch,16 Inch,TRUE,TRUE
105 W Alqer 16 Inch Super Cooler Motor,feature,super,,,FALSE,FALSE
FL60STH65-2804AF Hybrid Stepper Motor,part type,motor,,,FALSE,FALSE
FL60STH65-2804AF Hybrid Stepper Motor,driven type,hybrid stepper,,,FALSE,FALSE
FL60STH65-2804AF Hybrid Stepper Motor,model name/number,FL60STH65-2804AF,fl60sth65-2804af,,TRUE,FALSE
à¤Ÿà¥‡à¤•à¥à¤¸à¤®à¥‹ à¤®à¥‹à¤Ÿà¤° à¤¸à¥à¤ªà¥‡à¤¯à¤° à¤ªà¤¾à¤°à¥à¤Ÿà¥à¤¸,brand,Texmo,,,FALSE,FALSE
à¤Ÿà¥‡à¤•à¥à¤¸à¤®à¥‹ à¤®à¥‹à¤Ÿà¤° à¤¸à¥à¤ªà¥‡à¤¯à¤° à¤ªà¤¾à¤°à¥à¤Ÿà¥à¤¸,part type,motor spare parts,,motor,FALSE,FALSE
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,brand,Crompton,crompton,Crompton,TRUE,TRUE
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,part type,motor,,motor,FALSE,TRUE
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,horsepower,2hp,,2hp,FALSE,TRUE
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,model name/number,Gf6834,gf6834,Gf6834,TRUE,TRUE
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,phase,single,single,Single Phase,TRUE,FALSE
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,power source,electric,electric,,TRUE,FALSE
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,rpm,1440 Rpm,,1440,FALSE,FALSE
Bch Submersible Pump Starters,brand,Bch,bch,Bch,TRUE,TRUE
Bch Submersible Pump Starters,part type,pump starter,,starters,FALSE,FALSE
Bch Submersible Pump Starters,feature,submersible,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0,model name/number,1FK2104-6AF10-0SB0,1fk2104-6af10-0sb0,SIMOTICS S-1FK2 1FK2104-6AF10-0SB0,TRUE,FALSE
AC Geared Motor,part type,motor,motor,motor,TRUE,TRUE
AC Geared Motor,power source,AC,,,FALSE,FALSE
AC Geared Motor,driven type,geared,,geared,FALSE,TRUE
Crompton 2hp Gf6834 Single Phase Electric Motor,brand,Crompton,crompton,Crompton,TRUE,TRUE
Crompton 2hp Gf6834 Single Phase Electric Motor,part type,motor,,motor,FALSE,TRUE
Crompton 2hp Gf6834 Single Phase Electric Motor,horsepower,2hp,,2hp,FALSE,TRUE
Crompton 2hp Gf6834 Single Phase Electric Motor,model name/number,Gf6834,gf6834,Gf6834,TRUE,TRUE
Crompton 2hp Gf6834 Single Phase Electric Motor,phase,single,,Single Phase,FALSE,FALSE
Crompton 2hp Gf6834 Single Phase Electric Motor,power source,electric,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,model name/number,1FK2106-4AF01-0SA0,1fk2106-4af01-0sa0,SIMOTICS S-1FK2,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,power,2.7 kW,2.7 kw,2.7 kW,TRUE,TRUE
Ecoflam Burner Servo Motor,brand,Ecoflam,ecoflam,Ecoflam,TRUE,TRUE
Ecoflam Burner Servo Motor,part type,motor,,Burner,FALSE,FALSE
Ecoflam Burner Servo Motor,driven type,servo,,Servo,FALSE,TRUE
Ecoflam Burner Servo Motor,usage,burner,burner,,TRUE,FALSE
"Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__",brand,Lubi,,Lubi Pumps,FALSE,FALSE
"Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__",part type,motor,,motor,FALSE,TRUE
"Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__",phase,3,three phase,Three Phase,FALSE,FALSE
"Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__",power source,electrical,,,FALSE,FALSE
VTV YN90-120 Motor,brand,VTV,,,FALSE,FALSE
VTV YN90-120 Motor,part type,motor,motor,Motor,TRUE,TRUE
VTV YN90-120 Motor,model name/number,YN90-120,yn90-120,YN90-120,TRUE,TRUE
Electric Motors,part type,motor,,motor,FALSE,TRUE
Electric Motors,power source,electric,electric,,TRUE,FALSE
induction motor,part type,motor,,motor,FALSE,TRUE
induction motor,driven type,induction,,induction,FALSE,TRUE
60W Desert Cooler Motor,part type,motor,motor,motor,TRUE,TRUE
60W Desert Cooler Motor,usage,desert cooler,cooler,Desert Cooler,FALSE,TRUE
60W Desert Cooler Motor,power,60W,60w,60W,TRUE,TRUE
FL42STH47-1684AF-08- Hybrid Stepper Motor,part type,motor,,,FALSE,FALSE
FL42STH47-1684AF-08- Hybrid Stepper Motor,driven type,hybrid stepper,,,FALSE,FALSE
FL42STH47-1684AF-08- Hybrid Stepper Motor,model name/number,FL42STH47-1684AF-08,fl42sth47-1684af-08-,,FALSE,FALSE
electronic-starter,part type,starter,,starter,FALSE,TRUE
electronic-starter,feature,electronic,,,FALSE,FALSE
FL42STH38-1684AF Hybrid Stepper Motor,part type,motor,,,FALSE,FALSE
FL42STH38-1684AF Hybrid Stepper Motor,driven type,hybrid stepper,,,FALSE,FALSE
FL42STH38-1684AF Hybrid Stepper Motor,model name/number,FL42STH38-1684AF,fl42sth38-1684af,,TRUE,FALSE
Lubi LGH90GF50H15K Gare Motor,brand,Lubi,lubi,,TRUE,FALSE
Lubi LGH90GF50H15K Gare Motor,part type,motor,,,FALSE,FALSE
Lubi LGH90GF50H15K Gare Motor,driven type,geared,,,FALSE,FALSE
Lubi LGH90GF50H15K Gare Motor,model name/number,LGH90GF50H15K,lgh90gf50h15k,,TRUE,FALSE
1FK2104-6AF10-0SB0,model name/number,1FK2104-6AF10-0SB0,,1FK2104-6AF10-0SB0,FALSE,TRUE
Ml 2 Dol Starter,part type,starter,,,FALSE,FALSE
Ml 2 Dol Starter,starter type,Dol,dol,,TRUE,FALSE
Ml 2 Dol Starter,model name/number,Ml 2,ml 2,,TRUE,FALSE
siemens electric ac motor 75 hp 1440 rpm,brand,siemens,siemens,siemens,TRUE,TRUE
siemens electric ac motor 75 hp 1440 rpm,part type,motor,,motor,FALSE,TRUE
siemens electric ac motor 75 hp 1440 rpm,power source,ac,electric,electric,FALSE,FALSE
siemens electric ac motor 75 hp 1440 rpm,horsepower,75 hp,,75 hp,FALSE,TRUE
siemens electric ac motor 75 hp 1440 rpm,rpm,1440 rpm,,1440,FALSE,FALSE
Vishal 8al2 Air Cooler Motor,brand,Vishal,vishal,Vishal,TRUE,TRUE
Vishal 8al2 Air Cooler Motor,part type,motor,motor,motor,TRUE,TRUE
Vishal 8al2 Air Cooler Motor,model name/number,8al2,,8al2,FALSE,TRUE
Vishal 8al2 Air Cooler Motor,usage,air cooler,cooler,Air Cooler,FALSE,TRUE
ELLDO cooler motor,brand,ELLDO,,ELLDO,FALSE,TRUE
ELLDO cooler motor,part type,motor,,motor,FALSE,TRUE
ELLDO cooler motor,usage,cooler,cooler motor,cooler,FALSE,TRUE
CP - 101 ACTUATOR,part type,actuator,,actuator,FALSE,TRUE
CP - 101 ACTUATOR,model name/number,CP - 101,cp - 101,CP - 101,TRUE,TRUE
DZ Gear Motor Brushed DC Motor,brand,DZ,,DZ,FALSE,TRUE
DZ Gear Motor Brushed DC Motor,part type,motor,,Gear Motor,FALSE,FALSE
DZ Gear Motor Brushed DC Motor,driven type,geared brushed,,DC,FALSE,FALSE
DZ Gear Motor Brushed DC Motor,power source,DC,,,FALSE,FALSE
dual shaft blower fan motor,part type,motor,motor,fan motor,TRUE,FALSE
dual shaft blower fan motor,usage,blower fan,,,FALSE,FALSE
dual shaft blower fan motor,feature,dual shaft,,dual shaft,FALSE,TRUE
220 v dual shaft BLOWER FAN MOTOR,part type,motor,motor,BLOWER FAN MOTOR,TRUE,FALSE
220 v dual shaft BLOWER FAN MOTOR,usage,blower fan,blower fan,,TRUE,FALSE
220 v dual shaft BLOWER FAN MOTOR,voltage,220 v,220 v,220 v,TRUE,TRUE
220 v dual shaft BLOWER FAN MOTOR,feature,dual shaft,,dual shaft,FALSE,TRUE
220  v 1 dual shaft BLOWER FAN MOTOR,part type,motor,motor,,TRUE,FALSE
220  v 1 dual shaft BLOWER FAN MOTOR,usage,blower fan,blower fan,,TRUE,FALSE
220  v 1 dual shaft BLOWER FAN MOTOR,voltage,220 v,220 v,,TRUE,FALSE
220  v 1 dual shaft BLOWER FAN MOTOR,feature,dual shaft,,,FALSE,FALSE
220  v 1 dual shaft BLOWER FAN MOTOR,quantity,1,,,FALSE,FALSE
"Crompton 2hp Gf6834 Single Phase Electric Motor, 1440 rpm",brand,Crompton,crompton,Crompton,TRUE,TRUE
"Crompton 2hp Gf6834 Single Phase Electric Motor, 1440 rpm",part type,motor,,motor,FALSE,TRUE
"Crompton 2hp Gf6834 Single Phase Electric Motor, 1440 rpm",horsepower,2hp,,2hp,FALSE,TRUE
"Crompton 2hp Gf6834 Single Phase Electric Motor, 1440 rpm",model name/number,Gf6834,gf6834,Gf6834,TRUE,TRUE
"Crompton 2hp Gf6834 Single Phase Electric Motor, 1440 rpm",phase,single,,Single Phase,FALSE,FALSE
"Crompton 2hp Gf6834 Single Phase Electric Motor, 1440 rpm",power source,electric,electric,,TRUE,FALSE
"Crompton 2hp Gf6834 Single Phase Electric Motor, 1440 rpm",rpm,1440 rpm,,1440,FALSE,FALSE
"AT12 Single Chain Actuator, 425mm Stroke - Window Automation",part type,actuator,,actuator,FALSE,TRUE
"AT12 Single Chain Actuator, 425mm Stroke - Window Automation",model name/number,AT12,at12,AT12,TRUE,TRUE
"AT12 Single Chain Actuator, 425mm Stroke - Window Automation",stroke length,425mm,425mm,425mm,TRUE,TRUE
"AT12 Single Chain Actuator, 425mm Stroke - Window Automation",feature,single chain window automation,,,FALSE,FALSE
"SECO N 24 25 Single Chain Actuator, 250/350mm Stroke - Window Automation",part type,actuator,,actuator,FALSE,TRUE
"SECO N 24 25 Single Chain Actuator, 250/350mm Stroke - Window Automation",model name/number,SECO N 24 25,,N 24,FALSE,FALSE
"SECO N 24 25 Single Chain Actuator, 250/350mm Stroke - Window Automation",stroke length,250/350mm,,250/350mm,FALSE,TRUE
"SECO N 24 25 Single Chain Actuator, 250/350mm Stroke - Window Automation",feature,single chain window automation,,single chain,FALSE,FALSE
Siemens Raja+ Direct On Line Starters,brand,Siemens,siemens,,TRUE,FALSE
Siemens Raja+ Direct On Line Starters,part type,starter,,,FALSE,FALSE
Siemens Raja+ Direct On Line Starters,starter type,Direct On Line,,,FALSE,FALSE
Siemens Raja+ Direct On Line Starters,series,Raja+,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,brand,SIEMENS,siemens,SIEMENS,TRUE,TRUE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,part type,motor,,servo motor,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,series,SIMOTICS S-1FK2,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,driven type,servo,,,FALSE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,model name/number,1FK2104-6AF10-1MB0,1fk2104-6af10-1mb0,SIMOTICS S-1FK2 1FK2104-6AF10-1MB0,TRUE,FALSE
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,power,1 kW,1 kw,1 kW,TRUE,TRUE
cg cooler motor,brand,cg,cg,cg,TRUE,TRUE
cg cooler motor,part type,motor,,motor,FALSE,TRUE
cg cooler motor,usage,cooler,cooler motor,cooler,FALSE,TRUE
Makita 9047 Armature By PowerSpeed,brand,powerspeed,powerspeed,Makita,TRUE,FALSE
Makita 9047 Armature By PowerSpeed,part type,armature,,Armature,FALSE,TRUE
Makita 9047 Armature By PowerSpeed,model name/number,9047,,9047,FALSE,TRUE
Electric Motor Housing,part type,motor housing,,motor housing,FALSE,TRUE
Electric Motor Housing,power source,electric,electric,electric,TRUE,TRUE
Vibro Sifter Vibratory Motors,part type,motor,,motors,FALSE,FALSE
Vibro Sifter Vibratory Motors,feature,vibratory,,vibratory,FALSE,TRUE
Vibro Sifter Vibratory Motors,usage,vibro sifter,,,FALSE,FALSE
FL28STH45-0674A - Hybrid Stepper Motor,part type,motor,,,FALSE,FALSE
FL28STH45-0674A - Hybrid Stepper Motor,driven type,hybrid stepper,,,FALSE,FALSE
FL28STH45-0674A - Hybrid Stepper Motor,model name/number,FL28STH45-0674A,fl28sth45-0674a,,TRUE,FALSE
Single Phase D.C. Motor,part type,motor,,motor,FALSE,TRUE
Single Phase D.C. Motor,phase,single,single phase,Single Phase,FALSE,FALSE
Single Phase D.C. Motor,power source,D.C.,,,FALSE,FALSE
electric torque,part type,torque,,,FALSE,FALSE
electric torque,power source,electric,electric,electric,TRUE,TRUE
Godrej Lawkim Ac Motors,brand,Godrej Lawkim,godrej,,FALSE,FALSE
Godrej Lawkim Ac Motors,part type,motor,,,FALSE,FALSE
Godrej Lawkim Ac Motors,power source,Ac,,,FALSE,FALSE
dual shaft FAN MOTOR,part type,motor,,FAN MOTOR,FALSE,FALSE
dual shaft FAN MOTOR,usage,fan,fan,,TRUE,FALSE
dual shaft FAN MOTOR,feature,dual shaft,,dual shaft,FALSE,TRUE
Crompton Electric Motor,brand,Crompton,crompton,Crompton,TRUE,TRUE
Crompton Electric Motor,part type,motor,,motor,FALSE,TRUE
Crompton Electric Motor,power source,electric,electric,,TRUE,FALSE
Mini Fan Motor,part type,motor,,fan motor,FALSE,FALSE
Mini Fan Motor,usage,fan,fan,,TRUE,FALSE
Mini Fan Motor,size,mini,mini,mini,TRUE,TRUE
Electric Motor with Gear,part type,motor,,motor,FALSE,TRUE
Electric Motor with Gear,power source,electric,electric,electric,TRUE,TRUE
Electric Motor with Gear,feature,with gear,,,FALSE,FALSE
FL28STH45-0674AF-14 - Hybrid Stepper Motor,part type,motor,,stepper motor,FALSE,FALSE
FL28STH45-0674AF-14 - Hybrid Stepper Motor,driven type,hybrid stepper,,hybrid,FALSE,FALSE
FL28STH45-0674AF-14 - Hybrid Stepper Motor,model name/number,FL28STH45-0674AF-14,fl28sth45-0674af-14,FL28STH45-0674AF-14,TRUE,TRUE
mixer-grinder-motor,part type,motor,,,FALSE,FALSE
mixer-grinder-motor,usage,mixer grinder,,,FALSE,FALSE
Sew-eurodrive servo Motor cmp50m/pk/vr/rh1m/sm1,brand,Sew-eurodrive,sew-eurodrive,,TRUE,FALSE
Sew-eurodrive servo Motor cmp50m/pk/vr/rh1m/sm1,part type,motor,,,FALSE,FALSE
Sew-eurodrive servo Motor cmp50m/pk/vr/rh1m/sm1,driven type,servo,,,FALSE,FALSE
Sew-eurodrive servo Motor cmp50m/pk/vr/rh1m/sm1,model name/number,cmp50m/pk/vr/rh1m/sm1,cmp50m/pk/vr/rh1m/sm1,,TRUE,FALSE
"Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1",brand,Sew-eurodrive,sew-eurodrive,Sew-eurodrive,TRUE,TRUE
"Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1",part type,motor,,servo Motor,FALSE,FALSE
"Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1",driven type,servo,,,FALSE,FALSE
"Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1",model name/number,cmp50m/pk/vr/rh1m/sm1,,cmp50m/pk/vr/rh1m/sm1,FALSE,TRUE
vane pneumatic actuator,part type,actuator,,actuator,FALSE,TRUE
vane pneumatic actuator,power source,pneumatic,,,FALSE,FALSE
vane pneumatic actuator,driven type,vane,,,FALSE,FALSE
Flange Mounted Motor,part type,motor,,,FALSE,FALSE
Flange Mounted Motor,mounting type,flange mounted,flange,,FALSE,FALSE
FL57STH56-2504ACF-25 - Hybrid Stepper Motor,part type,motor,,,FALSE,FALSE
FL57STH56-2504ACF-25 - Hybrid Stepper Motor,driven type,hybrid stepper,,,FALSE,FALSE
FL57STH56-2504ACF-25 - Hybrid Stepper Motor,model name/number,FL57STH56-2504ACF-25,fl57sth56-2504acf-25,,TRUE,FALSE
FL57STH56-2804AF-01- Hybrid Stepper Motor,part type,motor,,,FALSE,FALSE
FL57STH56-2804AF-01- Hybrid Stepper Motor,driven type,hybrid stepper,,,FALSE,FALSE
FL57STH56-2804AF-01- Hybrid Stepper Motor,model name/number,FL57STH56-2804AF-01,fl57sth56-2804af-01-,,FALSE,FALSE
MU2 Dol Motor Starter,part type,motor starter,,Motor Starter,FALSE,TRUE
MU2 Dol Motor Starter,starter type,Dol,dol,,TRUE,FALSE
MU2 Dol Motor Starter,model name/number,MU2,mu2,MU2,TRUE,TRUE
power tool cm4,part type,power tool,,power tool,FALSE,TRUE
power tool cm4,model name/number,cm4,,cm4,FALSE,TRUE
power tool near delhi cm4,part type,power tool,,power tool,FALSE,TRUE
power tool near delhi cm4,model name/number,cm4,,cm4,FALSE,TRUE
power tool near delhi cm4,location/city,delhi,,delhi,FALSE,TRUE
crompton-motors,brand,crompton,,crompton,FALSE,TRUE
crompton-motors,part type,motor,,motors,FALSE,FALSE
