query,ok,key_count,raw_output,attributes_json,norm_attributes_json
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0,True,2,"{""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0""}","{""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0""}","{""motor_type"": ""SERVO MOTOR"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0""}"
AC Geared Motor,True,2,"{""power_source"": ""AC"", ""drive_type"": ""Geared Motor""} </","{""power_source"": ""AC"", ""drive_type"": ""Geared Motor""}","{""power source"": ""AC"", ""drive_type"": ""Geared Motor""}"
Crompton 2hp Gf6834 Single Phase Electric Motor,True,5,"{""power"": ""2hp"", ""phase"": ""Single Phase"", ""brand"": ""Crompton"", ""motor"": ""Electric Motor"", ""code"": ""Gf6834""}","{""power"": ""2hp"", ""phase"": ""Single Phase"", ""brand"": ""Crompton"", ""motor"": ""Electric Motor"", ""code"": ""Gf6834""}","{""power"": ""2hp"", ""phase"": ""Single Phase"", ""brand"": ""Crompton"", ""part type"": ""Electric Motor"", ""model name/number"": ""Gf6834""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,True,3,"{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0""} </","{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0""}","{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0""}"
Ecoflam Burner Servo Motor,True,2,"{""feature"": ""Ecoflam Burner"", ""motor"": ""Servo Motor""} </start","{""feature"": ""Ecoflam Burner"", ""motor"": ""Servo Motor""}","{""feature"": ""Ecoflam Burner"", ""part type"": ""Servo Motor""}"
"Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__",True,1,"{""power_source"": ""Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__""}","{""power_source"": ""Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__""}","{""power source"": ""Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__""}"
VTV YN90-120 Motor,True,2,"{""motor"": ""Motor"", ""model_number"": ""VTV YN90-120""}","{""motor"": ""Motor"", ""model_number"": ""VTV YN90-120""}","{""part type"": ""Motor"", ""model name/number"": ""VTV YN90-120""}"
Electric Motors,True,1,"{""power_source"": ""Electric Motors""} <end","{""power_source"": ""Electric Motors""}","{""power source"": ""Electric Motors""}"
induction motor,True,1,"{""motor_type"": ""induction motor""} <end","{""motor_type"": ""induction motor""}","{""motor_type"": ""induction motor""}"
60W Desert Cooler Motor,True,3,"{""power"": ""60W"", ""type"": ""Desert Cooler"", ""component"": ""Motor""} </start","{""power"": ""60W"", ""type"": ""Desert Cooler"", ""component"": ""Motor""}","{""power"": ""60W"", ""type"": ""Desert Cooler"", ""component"": ""Motor""}"
FL42STH47-1684AF-08- Hybrid Stepper Motor,True,1,"{""key_value_attributes"": ""FL42STH47-1684AF-08- Hybrid Stepper Motor""} </","{""key_value_attributes"": ""FL42STH47-1684AF-08- Hybrid Stepper Motor""}","{""key_value_attributes"": ""FL42STH47-1684AF-08- Hybrid Stepper Motor""}"
electronic-starter,True,1,"{""attribute"": ""electronic-starter""}","{""attribute"": ""electronic-starter""}",{}
FL42STH38-1684AF Hybrid Stepper Motor,True,2,"{""model_number"": ""FL42STH38-1684AF"", ""motor_type"": ""Hybrid Stepper Motor""}","{""model_number"": ""FL42STH38-1684AF"", ""motor_type"": ""Hybrid Stepper Motor""}","{""model name/number"": ""FL42STH38-1684AF"", ""motor_type"": ""Hybrid Stepper Motor""}"
Lubi LGH90GF50H15K Gare Motor,True,2,"{""motor"": ""Gare Motor"", ""model_number"": ""Lubi LGH90GF50H15K""}","{""motor"": ""Gare Motor"", ""model_number"": ""Lubi LGH90GF50H15K""}","{""part type"": ""Gare Motor"", ""model name/number"": ""Lubi LGH90GF50H15K""}"
1FK2104-6AF10-0SB0,True,1,"{""attribute"": ""1FK2104-6AF10-0SB0""}","{""attribute"": ""1FK2104-6AF10-0SB0""}",{}
Ml 2 Dol Starter,True,2,"{""value"": ""Dol Starter"", ""Ml"": ""2""} </start","{""value"": ""Dol Starter"", ""Ml"": ""2""}","{""value"": ""Dol Starter"", ""Ml"": ""2""}"
siemens electric ac motor 75 hp 1440 rpm,True,4,"{""brand"": ""siemens"", ""power"": ""75 hp"", ""motor"": ""electric ac motor"", ""rpm"": ""1440 rpm""} </start","{""brand"": ""siemens"", ""power"": ""75 hp"", ""motor"": ""electric ac motor"", ""rpm"": ""1440 rpm""}","{""brand"": ""siemens"", ""power"": ""75 hp"", ""part type"": ""electric ac motor"", ""rpm"": ""1440 rpm""}"
Vishal 8al2 Air Cooler Motor,True,4,"{""product_type"": ""Air Cooler"", ""motor"": ""Motor"", ""brand"": ""Vishal"", ""code"": ""8al2""} </","{""product_type"": ""Air Cooler"", ""motor"": ""Motor"", ""brand"": ""Vishal"", ""code"": ""8al2""}","{""product_type"": ""Air Cooler"", ""part type"": ""Motor"", ""brand"": ""Vishal"", ""model name/number"": ""8al2""}"
ELLDO cooler motor,True,3,"{""brand"": ""ELLDO"", ""feature"": ""cooler"", ""power_source"": ""motor""} </start","{""brand"": ""ELLDO"", ""feature"": ""cooler"", ""power_source"": ""motor""}","{""brand"": ""ELLDO"", ""feature"": ""cooler"", ""power source"": ""motor""}"
CP - 101 ACTUATOR,True,2,"{""actuator"": ""ACTUATOR"", ""code"": ""CP - 101""}","{""actuator"": ""ACTUATOR"", ""code"": ""CP - 101""}","{""part type"": ""ACTUATOR"", ""model name/number"": ""CP - 101""}"
DZ Gear Motor Brushed DC Motor,True,2,"{""motor_type"": ""Brushed DC Motor"", ""model_designation"": ""DZ Gear Motor""} </","{""motor_type"": ""Brushed DC Motor"", ""model_designation"": ""DZ Gear Motor""}","{""motor_type"": ""Brushed DC Motor"", ""model_designation"": ""DZ Gear Motor""}"
dual shaft blower fan motor,True,1,"{""feature"": ""dual shaft blower fan motor""} </","{""feature"": ""dual shaft blower fan motor""}","{""feature"": ""dual shaft blower fan motor""}"
220 v dual shaft BLOWER FAN MOTOR,True,3,"{""voltage"": ""220 v"", ""shafts"": ""dual shaft"", ""blower fan motor"": ""BLOWER FAN MOTOR""}","{""voltage"": ""220 v"", ""shafts"": ""dual shaft"", ""blower fan motor"": ""BLOWER FAN MOTOR""}","{""voltage"": ""220 v"", ""shafts"": ""dual shaft"", ""blower fan motor"": ""BLOWER FAN MOTOR""}"
220  v 1 dual shaft BLOWER FAN MOTOR,True,4,"{""voltage"": ""220 v"", ""shafts"": ""dual shaft"", ""blower fan motor"": ""BLOWER FAN MOTOR"", ""value"": ""1""} </","{""voltage"": ""220 v"", ""shafts"": ""dual shaft"", ""blower fan motor"": ""BLOWER FAN MOTOR"", ""value"": ""1""}","{""voltage"": ""220 v"", ""shafts"": ""dual shaft"", ""blower fan motor"": ""BLOWER FAN MOTOR"", ""value"": ""1""}"
"Crompton 2hp Gf6834 Single Phase Electric Motor, 1440 rpm",True,4,"{""power"": ""2hp"", ""motor_type"": ""Single Phase Electric Motor, 1440 rpm"", ""brand"": ""Crompton"", ""model_number"": ""Gf6834""} </","{""power"": ""2hp"", ""motor_type"": ""Single Phase Electric Motor, 1440 rpm"", ""brand"": ""Crompton"", ""model_number"": ""Gf6834""}","{""power"": ""2hp"", ""motor_type"": ""Single Phase Electric Motor, 1440 rpm"", ""brand"": ""Crompton"", ""model name/number"": ""Gf6834""}"
"AT12 Single Chain Actuator, 425mm Stroke - Window Automation",True,3,"{""Actuator"": ""Single Chain"", ""Stroke - Window Automation"": ""Actuator, 425mm Stroke"", ""Model"": ""AT12""} </start","{""Actuator"": ""Single Chain"", ""Stroke - Window Automation"": ""Actuator, 425mm Stroke"", ""Model"": ""AT12""}","{""Actuator"": ""Single Chain"", ""Stroke - Window Automation"": ""Actuator, 425mm Stroke"", ""model name/number"": ""AT12""}"
"SECO N 24 25 Single Chain Actuator, 250/350mm Stroke - Window Automation",True,4,"{""Actuator"": ""Single Chain"", ""Model Number"": ""SECO N 24"", ""Stroke - Window Automation"": ""250/350mm Stroke -"", ""Chain"": ""Single Chain""} <end","{""Actuator"": ""Single Chain"", ""Model Number"": ""SECO N 24"", ""Stroke - Window Automation"": ""250/350mm Stroke -"", ""Chain"": ""Single Chain""}","{""Actuator"": ""Single Chain"", ""model number"": ""SECO N 24"", ""Stroke - Window Automation"": ""250/350mm Stroke -"", ""Chain"": ""Single Chain""}"
Siemens Raja+ Direct On Line Starters,True,1,"{""brand"": ""Siemens Raja+ Direct On Line Starters""} </","{""brand"": ""Siemens Raja+ Direct On Line Starters""}","{""brand"": ""Siemens Raja+ Direct On Line Starters""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,True,5,"{""motor_type"": ""SERVO MOTOR"", ""brand"": ""SIEMENS SIMOTICS"", ""model_number"": ""S-1FK2"", ""power"": ""1 kW"", ""part_number"": ""1FK2104-6AF10-1MB0""} </start","{""motor_type"": ""SERVO MOTOR"", ""brand"": ""SIEMENS SIMOTICS"", ""model_number"": ""S-1FK2"", ""power"": ""1 kW"", ""part_number"": ""1FK2104-6AF10-1MB0""}","{""motor_type"": ""SERVO MOTOR"", ""brand"": ""SIEMENS SIMOTICS"", ""model name/number"": ""S-1FK2"", ""power"": ""1 kW""}"
cg cooler motor,True,1,"{""attribute"": ""cg cooler motor""}","{""attribute"": ""cg cooler motor""}",{}
Makita 9047 Armature By PowerSpeed,True,3,"{""brand"": ""Makita"", ""attribute"": ""Armature By PowerSpeed"", ""number"": ""9047""} </","{""brand"": ""Makita"", ""attribute"": ""Armature By PowerSpeed"", ""number"": ""9047""}","{""brand"": ""Makita"", ""size"": ""9047""}"
Electric Motor Housing,True,1,"{""power_source"": ""Electric Motor Housing""} </","{""power_source"": ""Electric Motor Housing""}","{""power source"": ""Electric Motor Housing""}"
Vibro Sifter Vibratory Motors,True,2,"{""sifter type"": ""Vibro Sifter"", ""power source"": ""Vibratory Motors""} </","{""sifter type"": ""Vibro Sifter"", ""power source"": ""Vibratory Motors""}","{""sifter type"": ""Vibro Sifter"", ""power source"": ""Vibratory Motors""}"
FL28STH45-0674A - Hybrid Stepper Motor,True,1,"{""product_code"": ""FL28STH45-0674A - Hybrid Stepper Motor""} </start","{""product_code"": ""FL28STH45-0674A - Hybrid Stepper Motor""}","{""model name/number"": ""FL28STH45-0674A - Hybrid Stepper Motor""}"
Single Phase D.C. Motor,True,2,"{""power_source"": ""Single Phase"", ""motor_type"": ""D.C. Motor""} </start","{""power_source"": ""Single Phase"", ""motor_type"": ""D.C. Motor""}","{""power source"": ""Single Phase"", ""motor_type"": ""D.C. Motor""}"
electric torque,True,2,"{""power_source"": ""electric"", ""feature"": ""torque""} </","{""power_source"": ""electric"", ""feature"": ""torque""}","{""power source"": ""electric"", ""feature"": ""torque""}"
Godrej Lawkim Ac Motors,True,3,"{""brand"": ""Godrej"", ""motors"": ""Ac Motors"", ""attribute"": ""Lawkim""} </start","{""brand"": ""Godrej"", ""motors"": ""Ac Motors"", ""attribute"": ""Lawkim""}","{""brand"": ""Godrej"", ""motors"": ""Ac Motors""}"
dual shaft FAN MOTOR,True,2,"{""component"": ""FAN MOTOR"", ""shafts"": ""dual shaft""}","{""component"": ""FAN MOTOR"", ""shafts"": ""dual shaft""}","{""component"": ""FAN MOTOR"", ""shafts"": ""dual shaft""}"
Crompton Electric Motor,True,2,"{""motor"": ""Electric Motor"", ""brand"": ""Crompton""}","{""motor"": ""Electric Motor"", ""brand"": ""Crompton""}","{""part type"": ""Electric Motor"", ""brand"": ""Crompton""}"
Mini Fan Motor,True,2,"{""fan"": ""Mini Fan"", ""motor"": ""Fan Motor""} </","{""fan"": ""Mini Fan"", ""motor"": ""Fan Motor""}","{""part type"": ""Mini Fan""}"
3d minuture,True,2,"{""type"": ""3d"", ""minature"": ""minature""}","{""type"": ""3d"", ""minature"": ""minature""}","{""type"": ""3d"", ""minature"": ""minature""}"
Electric Motor with Gear,True,1,"{""power_source"": ""Electric Motor with Gear""}","{""power_source"": ""Electric Motor with Gear""}","{""power source"": ""Electric Motor with Gear""}"
FL28STH45-0674AF-14 - Hybrid Stepper Motor,True,2,"{""model_number"": ""FL28STH45-0674AF-14 - Hybrid"", ""motor_type"": ""Stepper Motor""} </","{""model_number"": ""FL28STH45-0674AF-14 - Hybrid"", ""motor_type"": ""Stepper Motor""}","{""model name/number"": ""FL28STH45-0674AF-14 - Hybrid"", ""motor_type"": ""Stepper Motor""}"
mixer-grinder-motor,True,1,"{""device_type"": ""mixer-grinder-motor""} </start","{""device_type"": ""mixer-grinder-motor""}","{""device_type"": ""mixer-grinder-motor""}"
Sew-eurodrive servo Motor cmp50m/pk/vr/rh1m/sm1,True,3,"{""drive"": ""servo Motor"", ""model_number"": ""cmp50m/pk/vr/rh1m/sm1"", ""brand_or_series"": ""Sew-eurodrive""} </","{""drive"": ""servo Motor"", ""model_number"": ""cmp50m/pk/vr/rh1m/sm1"", ""brand_or_series"": ""Sew-eurodrive""}","{""drive"": ""servo Motor"", ""model name/number"": ""cmp50m/pk/vr/rh1m/sm1"", ""brand_or_series"": ""Sew-eurodrive""}"
"Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1",True,1,"{""attributes"": ""Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1""}","{""attributes"": ""Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1""}",{}
vane pneumatic actuator,True,1,"{""actuator"": ""vane pneumatic actuator""} </","{""actuator"": ""vane pneumatic actuator""}","{""part type"": ""vane pneumatic actuator""}"
Flange Mounted Motor,True,2,"{""mounting"": ""Flange Mounted"", ""power_source"": ""Motor""}","{""mounting"": ""Flange Mounted"", ""power_source"": ""Motor""}","{""mounting"": ""Flange Mounted"", ""power source"": ""Motor""}"
FL57STH56-2504ACF-25 - Hybrid Stepper Motor,True,1,"{""key_value_attributes"": ""FL57STH56-2504ACF-25 - Hybrid Stepper Motor""}","{""key_value_attributes"": ""FL57STH56-2504ACF-25 - Hybrid Stepper Motor""}","{""key_value_attributes"": ""FL57STH56-2504ACF-25 - Hybrid Stepper Motor""}"
FL57STH56-2804AF-01- Hybrid Stepper Motor,True,1,"{""key_value_attributes"": ""FL57STH56-2804AF-01- Hybrid Stepper Motor""} </","{""key_value_attributes"": ""FL57STH56-2804AF-01- Hybrid Stepper Motor""}","{""key_value_attributes"": ""FL57STH56-2804AF-01- Hybrid Stepper Motor""}"
MU2 Dol Motor Starter,True,2,"{""model_number"": ""MU2"", ""motor_starter"": ""Dol Motor Starter""}","{""model_number"": ""MU2"", ""motor_starter"": ""Dol Motor Starter""}","{""model name/number"": ""MU2"", ""motor_starter"": ""Dol Motor Starter""}"
power tool cm4,True,2,"{""tool_type"": ""power tool"", ""cm"": ""cm4""}","{""tool_type"": ""power tool"", ""cm"": ""cm4""}","{""tool_type"": ""power tool"", ""cm"": ""cm4""}"
power tool near delhi cm4,True,3,"{""tool_type"": ""power tool"", ""location"": ""near delhi"", ""cm"": ""cm4""}","{""tool_type"": ""power tool"", ""location"": ""near delhi"", ""cm"": ""cm4""}","{""tool_type"": ""power tool"", ""location/city"": ""near delhi"", ""cm"": ""cm4""}"
crompton-motors,True,1,"{""key-value attributes"": ""crompton-motors""}","{""key-value attributes"": ""crompton-motors""}","{""key-value attributes"": ""crompton-motors""}"
Voltas AC Outdoor Fan Motor,True,3,"{""product_name"": ""Voltas"", ""fan_type"": ""AC Outdoor Fan"", ""motor_type"": ""Fan Motor""}","{""product_name"": ""Voltas"", ""fan_type"": ""AC Outdoor Fan"", ""motor_type"": ""Fan Motor""}","{""product_name"": ""Voltas"", ""fan_type"": ""AC Outdoor Fan"", ""motor_type"": ""Fan Motor""}"
Makita MT-950 Armature By PowerSpeed,True,3,"{""model_number"": ""MT-950"", ""power_source"": ""Armature By PowerSpeed"", ""brand"": ""Makita""}","{""model_number"": ""MT-950"", ""power_source"": ""Armature By PowerSpeed"", ""brand"": ""Makita""}","{""model name/number"": ""MT-950"", ""power source"": ""Armature By PowerSpeed"", ""brand"": ""Makita""}"
1500 cfm FAN MOTOR,True,3,"{""fan type"": ""FAN"", ""motor"": ""FAN MOTOR"", ""cfm"": ""1500""}","{""fan type"": ""FAN"", ""motor"": ""FAN MOTOR"", ""cfm"": ""1500""}","{""fan type"": ""FAN"", ""part type"": ""FAN MOTOR"", ""cfm"": ""1500""}"
230v apex cool 410w exhaust fan motor,True,4,"{""power"": ""410w"", ""voltage"": ""230v"", ""brand"": ""apex cool"", ""component"": ""exhaust fan motor""} </start","{""power"": ""410w"", ""voltage"": ""230v"", ""brand"": ""apex cool"", ""component"": ""exhaust fan motor""}","{""power"": ""410w"", ""voltage"": ""230v"", ""brand"": ""apex cool"", ""component"": ""exhaust fan motor""}"
FL57STH76-2504ACF-ARK Hybrid Stepper Motor,True,2,"{""key_value_attributes"": ""Hybrid Stepper Motor"", ""model_number"": ""FL57STH76-2504ACF-ARK""}","{""key_value_attributes"": ""Hybrid Stepper Motor"", ""model_number"": ""FL57STH76-2504ACF-ARK""}","{""key_value_attributes"": ""Hybrid Stepper Motor"", ""model name/number"": ""FL57STH76-2504ACF-ARK""}"
Clogging Test,True,1,"{""test_type"": ""Clogging Test""} <","{""test_type"": ""Clogging Test""}","{""test_type"": ""Clogging Test""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,True,2,"{""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0""}","{""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0""}","{""motor_type"": ""SERVO MOTOR"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0""}"
crompton motor 1 hp,True,2,"{""motor"": ""crompton motor"", ""power"": ""1 hp""}","{""motor"": ""crompton motor"", ""power"": ""1 hp""}","{""part type"": ""crompton motor"", ""power"": ""1 hp""}"
crompton motor near tinsukia 1 hp,True,4,"{""motor"": ""crompton motor"", ""location"": ""near tinsukia"", ""power"": ""1 hp"", ""packaging"": ""near tinsukia""} </start","{""motor"": ""crompton motor"", ""location"": ""near tinsukia"", ""power"": ""1 hp"", ""packaging"": ""near tinsukia""}","{""part type"": ""crompton motor"", ""location/city"": ""near tinsukia"", ""power"": ""1 hp"", ""packaging"": ""near tinsukia""}"
motorized pulley drum motor,True,1,"{""power_source"": ""motorized pulley drum motor""}","{""power_source"": ""motorized pulley drum motor""}","{""power source"": ""motorized pulley drum motor""}"
crompton motor,True,1,"{""motor"": ""crompton motor""}","{""motor"": ""crompton motor""}","{""part type"": ""crompton motor""}"
Belimo Damper Fire Actuator,True,3,"{""Actuator"": ""Fire Actuator"", ""Damper"": ""Belimo"", ""Part"": ""Damper""}","{""Actuator"": ""Fire Actuator"", ""Damper"": ""Belimo"", ""Part"": ""Damper""}","{""Actuator"": ""Fire Actuator"", ""Damper"": ""Belimo"", ""Part"": ""Damper""}"
e42 90w 2850/3450rpm motor single phase,True,4,"{""power"": ""90w"", ""motor"": ""single phase"", ""speed"": ""2850/3450rpm"", ""model_number"": ""e42""}","{""power"": ""90w"", ""motor"": ""single phase"", ""speed"": ""2850/3450rpm"", ""model_number"": ""e42""}","{""power"": ""90w"", ""part type"": ""single phase"", ""speed"": ""2850/3450rpm"", ""model name/number"": ""e42""}"
Slip Ring Assemblies,True,1,"{""assembly_type"": ""Slip Ring Assemblies""} </","{""assembly_type"": ""Slip Ring Assemblies""}","{""assembly_type"": ""Slip Ring Assemblies""}"
Siemens DOL Starter,True,2,"{""starter type"": ""DOL Starter"", ""brand"": ""Siemens""}","{""starter type"": ""DOL Starter"", ""brand"": ""Siemens""}","{""starter type"": ""DOL Starter"", ""brand"": ""Siemens""}"
pmdc gear motor 0-25-hp 25-200rpm 12-180volt,True,4,"{""motor_type"": ""pmdc gear motor"", ""voltage"": ""12-180volt"", ""speed"": ""25-200rpm"", ""power"": ""0-25-hp""} </","{""motor_type"": ""pmdc gear motor"", ""voltage"": ""12-180volt"", ""speed"": ""25-200rpm"", ""power"": ""0-25-hp""}","{""motor_type"": ""pmdc gear motor"", ""voltage"": ""12-180volt"", ""speed"": ""25-200rpm"", ""power"": ""0-25-hp""}"
Vertical Motors,True,2,"{""orientation"": ""Vertical"", ""power_source"": ""Motors""} </","{""orientation"": ""Vertical"", ""power_source"": ""Motors""}","{""orientation"": ""Vertical"", ""power source"": ""Motors""}"
PowerSpeed Armature For Makita 9500 NB,True,2,"{""power_speed"": ""Armature For Makita"", ""key_value_attributes"": ""9500 NB""} </start","{""power_speed"": ""Armature For Makita"", ""key_value_attributes"": ""9500 NB""}","{""power_speed"": ""Armature For Makita"", ""key_value_attributes"": ""9500 NB""}"
side shaft gear motor,True,1,"{""drive_type"": ""side shaft gear motor""}","{""drive_type"": ""side shaft gear motor""}","{""drive_type"": ""side shaft gear motor""}"
FEBRICATION BLOWER 1HP SINGLE PHASE,True,4,"{""power"": ""1HP"", ""phase"": ""SINGLE PHASE"", ""product_type"": ""FEBRICATION"", ""blower"": ""BLOWER""}","{""power"": ""1HP"", ""phase"": ""SINGLE PHASE"", ""product_type"": ""FEBRICATION"", ""blower"": ""BLOWER""}","{""power"": ""1HP"", ""phase"": ""SINGLE PHASE"", ""product_type"": ""FEBRICATION"", ""blower"": ""BLOWER""}"
a40k/m566w/g7.2 (60 square pl gear),True,1,"{""attribute"": ""a40k/m566w/g7.2 (60 square pl gear)""}","{""attribute"": ""a40k/m566w/g7.2 (60 square pl gear)""}",{}
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,True,7,"{""fan_type"": ""exhaust fan motor"", ""voltage"": ""230v flange mounted"", ""speed"": ""1400 rpm"", ""power"": ""410w"", ""phase"": ""single phase"", ""brand"": ""apex cool"", ""voltage_input"": ""230v""} </start","{""fan_type"": ""exhaust fan motor"", ""voltage"": ""230v flange mounted"", ""speed"": ""1400 rpm"", ""power"": ""410w"", ""phase"": ""single phase"", ""brand"": ""apex cool"", ""voltage_input"": ""230v""}","{""fan_type"": ""exhaust fan motor"", ""voltage"": ""230v flange mounted"", ""speed"": ""1400 rpm"", ""power"": ""410w"", ""phase"": ""single phase"", ""brand"": ""apex cool"", ""voltage_input"": ""230v""}"
crompton 10 hp motor,True,2,"{""motor"": ""10 hp motor"", ""brand"": ""crompton""}","{""motor"": ""10 hp motor"", ""brand"": ""crompton""}","{""part type"": ""10 hp motor"", ""brand"": ""crompton""}"
foot mounting 1 piece 1440 rpm Single Phase Motors,True,4,"{""mounting"": ""foot mounting"", ""speed"": ""1440 rpm"", ""power"": ""Single Phase Motors"", ""quantity"": ""1 piece""}","{""mounting"": ""foot mounting"", ""speed"": ""1440 rpm"", ""power"": ""Single Phase Motors"", ""quantity"": ""1 piece""}","{""mounting"": ""foot mounting"", ""speed"": ""1440 rpm"", ""power"": ""Single Phase Motors"", ""quantity"": ""1 piece""}"
ABB Servo Motors,True,1,"{""motors"": ""ABB Servo Motors""}","{""motors"": ""ABB Servo Motors""}","{""motors"": ""ABB Servo Motors""}"
20 HP Three Phase Electric Motor,True,2,"{""power"": ""20 HP"", ""operation"": ""Three Phase Electric Motor""} </start","{""power"": ""20 HP"", ""operation"": ""Three Phase Electric Motor""}","{""power"": ""20 HP"", ""operation"": ""Three Phase Electric Motor""}"
1FK2104-6AF10-1MB0,True,1,"{""attribute"": ""1FK2104-6AF10-1MB0""}","{""attribute"": ""1FK2104-6AF10-1MB0""}",{}
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0 2.7 kW,True,3,"{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0""} </","{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0""}","{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0""}"
mil 37 38 diaphragm actuators,True,3,"{""actuators"": ""diaphragm actuators"", ""mil"": ""37"", ""value"": ""38""} </start","{""actuators"": ""diaphragm actuators"", ""mil"": ""37"", ""value"": ""38""}","{""actuators"": ""diaphragm actuators"", ""mil"": ""37"", ""value"": ""38""}"
Petrosa starter mini 1 KG,True,4,"{""product_type"": ""mini"", ""brand"": ""Petrosa starter"", ""weight"": ""1 KG"", ""material"": ""Pet""} <end","{""product_type"": ""mini"", ""brand"": ""Petrosa starter"", ""weight"": ""1 KG"", ""material"": ""Pet""}","{""product_type"": ""mini"", ""brand"": ""Petrosa starter"", ""weight"": ""1 KG"", ""material"": ""Pet""}"
BRUSHLESS MOTOR DYS 1800KV,True,2,"{""motor"": ""BRUSHLESS MOTOR"", ""key_value_attributes"": ""DYS 1800KV""} </","{""motor"": ""BRUSHLESS MOTOR"", ""key_value_attributes"": ""DYS 1800KV""}","{""part type"": ""BRUSHLESS MOTOR"", ""key_value_attributes"": ""DYS 1800KV""}"
Petrosa starter mini 1KG,True,4,"{""product_type"": ""mini"", ""brand"": ""Petrosa starter"", ""weight"": ""1KG"", ""material"": ""Pet""} <end","{""product_type"": ""mini"", ""brand"": ""Petrosa starter"", ""weight"": ""1KG"", ""material"": ""Pet""}","{""product_type"": ""mini"", ""brand"": ""Petrosa starter"", ""weight"": ""1KG"", ""material"": ""Pet""}"
Petrosa starter mini 3 KG,True,4,"{""product_type"": ""mini"", ""weight"": ""3 KG"", ""brand"": ""Petrosa starter"", ""material"": ""Petrosa""} <","{""product_type"": ""mini"", ""weight"": ""3 KG"", ""brand"": ""Petrosa starter"", ""material"": ""Petrosa""}","{""product_type"": ""mini"", ""weight"": ""3 KG"", ""brand"": ""Petrosa starter"", ""material"": ""Petrosa""}"
Petrosa starter mini 3KG,True,4,"{""product_type"": ""mini"", ""weight"": ""3KG"", ""brand"": ""Petrosa starter"", ""material"": ""Petrosa""} <","{""product_type"": ""mini"", ""weight"": ""3KG"", ""brand"": ""Petrosa starter"", ""material"": ""Petrosa""}","{""product_type"": ""mini"", ""weight"": ""3KG"", ""brand"": ""Petrosa starter"", ""material"": ""Petrosa""}"
Weishaupt Burner Servo Motor,True,2,"{""attribute"": ""Burner Servo Motor"", ""brand"": ""Weishaupt""} </start","{""attribute"": ""Burner Servo Motor"", ""brand"": ""Weishaupt""}","{""brand"": ""Weishaupt""}"
