query,success,unique_value_count,total_key_count,raw_output,attributes_json,input_tokens,output_tokens,cost
three phase l&t mpower pro mobile motor starter,True,4,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""l&t"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""l&t"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""model"",""value"":""mpower pro"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""series"",""value"":""mpower pro"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""phase"",""value"":""three phase"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""phase_type"",""value"":""three phase"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""product_type"",""value"":""mobile motor starter"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""type"",""value"":""mobile motor starter"",""key_priority"":2,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""l&t"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""l&t"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""mpower pro"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""series"", ""value"": ""mpower pro"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""phase"", ""value"": ""three phase"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""phase_type"", ""value"": ""three phase"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""product_type"", ""value"": ""mobile motor starter"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""type"", ""value"": ""mobile motor starter"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2465,1122,$0.002915
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0 1 kW,True,5,11,"```json
{""attributes"":[{""attribute_key"":""brand"",""value"":""SIEMENS"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""SIEMENS"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""series"",""value"":""SIMOTICS S-1FK2"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_family"",""value"":""SIMOTICS S-1FK2"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""SERVO MOTOR"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""type"",""value"":""SERVO MOTOR"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""part_number"",""value"":""1FK2104-6AF10-0SB0"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""model_number"",""value"":""1FK2104-6AF10-0SB0"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""power"",""value"":""1 kW"",""key_priority"":1,""attribute_priority"":5},{""attribute_key"":""wattage"",""value"":""1 kW"",""key_priority"":2,""attribute_priority"":5},{""attribute_key"":""kilowatt"",""value"":""1 kW"",""key_priority"":3,""attribute_priority"":5}]}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""SIEMENS"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""SIEMENS"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""series"", ""value"": ""SIMOTICS S-1FK2"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_family"", ""value"": ""SIMOTICS S-1FK2"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""SERVO MOTOR"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""type"", ""value"": ""SERVO MOTOR"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""part_number"", ""value"": ""1FK2104-6AF10-0SB0"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""model_number"", ""value"": ""1FK2104-6AF10-0SB0"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""power"", ""value"": ""1 kW"", ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""wattage"", ""value"": ""1 kW"", ""key_priority"": 2, ""attribute_priority"": 5}, {""attribute_key"": ""kilowatt"", ""value"": ""1 kW"", ""key_priority"": 3, ""attribute_priority"": 5}]}",2490,450,$0.001920
Motor Terminal Plate,True,1,3,"{""attributes"":[{""attribute_key"":""product_name"",""value"":""motor terminal plate"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""part_name"",""value"":""motor terminal plate"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""component"",""value"":""motor terminal plate"",""key_priority"":3,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""product_name"", ""value"": ""motor terminal plate"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""part_name"", ""value"": ""motor terminal plate"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""component"", ""value"": ""motor terminal plate"", ""key_priority"": 3, ""attribute_priority"": 1}]}",2457,2571,$0.005085
1 hp bench polisher motor,True,3,6,"{""attributes"":[{""attribute_key"":""horsepower"",""value"":""1 hp"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""power"",""value"":""1 hp"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""hp"",""value"":""1 hp"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""application"",""value"":""bench polisher"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""machine_type"",""value"":""bench polisher"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""1 hp"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""1 hp"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""1 hp"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""bench polisher"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""machine_type"", ""value"": ""bench polisher"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 3}]}",2461,240,$0.001590
Air Conditioner Motor,True,2,4,"{""attributes"":[{""attribute_key"":""application"",""value"":""air conditioner"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""use"",""value"":""air conditioner"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""appliance"",""value"":""air conditioner"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""application"", ""value"": ""air conditioner"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""use"", ""value"": ""air conditioner"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""appliance"", ""value"": ""air conditioner"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 2}]}",2457,209,$0.001542
partition frames for motor,True,2,4,"{""attributes"":[{""attribute_key"":""product_type"",""value"":""partition frames"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""component"",""value"":""partition frames"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""application"",""value"":""motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""compatibility"",""value"":""motor"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""product_type"", ""value"": ""partition frames"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""component"", ""value"": ""partition frames"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""compatibility"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2458,185,$0.001507
FL28STH51-0674AF-Hybrid Stepper Motor,True,2,4,"{""attributes"":[{""attribute_key"":""model_number"",""value"":""FL28STH51-0674AF"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""part_number"",""value"":""FL28STH51-0674AF"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""Hybrid Stepper Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""stepper_type"",""value"":""Hybrid Stepper Motor"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""model_number"", ""value"": ""FL28STH51-0674AF"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""part_number"", ""value"": ""FL28STH51-0674AF"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Hybrid Stepper Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""stepper_type"", ""value"": ""Hybrid Stepper Motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2472,249,$0.001609
Electrical carbon Brushes,True,2,4,"{""attributes"":[{""attribute_key"":""product_type"",""value"":""carbon brushes"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""category"",""value"":""carbon brushes"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""application"",""value"":""electrical"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""electrical"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""product_type"", ""value"": ""carbon brushes"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""category"", ""value"": ""carbon brushes"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""electrical"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""electrical"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2458,204,$0.001535
Vibratory Motor Foot Mounted,True,2,4,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""vibratory motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""vibratory motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""mounting"",""value"":""foot mounted"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""mounting_type"",""value"":""foot mounted"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""vibratory motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""vibratory motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""mounting"", ""value"": ""foot mounted"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""mounting_type"", ""value"": ""foot mounted"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2459,875,$0.002542
Omp Series Orbital Motors,True,2,5,"{""attributes"":[{""attribute_key"":""series"",""value"":""Omp Series"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""model_series"",""value"":""Omp Series"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""Orbital Motors"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""Orbital Motors"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""hydraulic_motor"",""value"":""Orbital Motors"",""key_priority"":3,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""series"", ""value"": ""Omp Series"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""model_series"", ""value"": ""Omp Series"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Orbital Motors"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""Orbital Motors"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""hydraulic_motor"", ""value"": ""Orbital Motors"", ""key_priority"": 3, ""attribute_priority"": 2}]}",2459,225,$0.001567
Hydraulic Motor bmr,True,2,4,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""Hydraulic Motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Hydraulic Motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""series"",""value"":""bmr"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""model"",""value"":""bmr"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""Hydraulic Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Hydraulic Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""series"", ""value"": ""bmr"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""bmr"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2458,198,$0.001526
25 Amp Motor Starter Fresh Material,True,3,7,"{""attributes"":[{""attribute_key"":""current_rating"",""value"":""25 Amp"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""amperage"",""value"":""25 Amp"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""amp"",""value"":""25 Amp"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""Motor Starter"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""Motor Starter"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""material_condition"",""value"":""Fresh Material"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""condition"",""value"":""Fresh Material"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""current_rating"", ""value"": ""25 Amp"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""amperage"", ""value"": ""25 Amp"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""amp"", ""value"": ""25 Amp"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Motor Starter"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""Motor Starter"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""material_condition"", ""value"": ""Fresh Material"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""condition"", ""value"": ""Fresh Material"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2462,268,$0.001633
M S Hydraulic Motor,True,2,4,"```json
{""attributes"":[{""attribute_key"":""brand"",""value"":""M S"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""M S"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""Hydraulic Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""Hydraulic Motor"",""key_priority"":2,""attribute_priority"":2}]}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""M S"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""M S"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Hydraulic Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""Hydraulic Motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2458,200,$0.001529
Jyoti Motor Starter And Starter Oil Set,True,4,7,"```json
{""attributes"":[{""attribute_key"":""brand"",""value"":""jyoti"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""motor starter"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""category"",""value"":""motor starter"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""accessory"",""value"":""starter oil"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""included_item"",""value"":""starter oil"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""configuration"",""value"":""set"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""bundle"",""value"":""set"",""key_priority"":2,""attribute_priority"":4}]}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""jyoti"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""motor starter"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""category"", ""value"": ""motor starter"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""accessory"", ""value"": ""starter oil"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""included_item"", ""value"": ""starter oil"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""configuration"", ""value"": ""set"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""bundle"", ""value"": ""set"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2462,1738,$0.003838
FL57BL01-24V-1500AD Brushless Motor,True,2,6,"```json
{""attributes"":[{""attribute_key"":""model_number"",""value"":""FL57BL01-24V-1500AD"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""mpn"",""value"":""FL57BL01-24V-1500AD"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""part_number"",""value"":""FL57BL01-24V-1500AD"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""Brushless Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""Brushless Motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""bldc"",""value"":""Brushless Motor"",""key_priority"":3,""attribute_priority"":2}]}
```","{""attributes"": [{""attribute_key"": ""model_number"", ""value"": ""FL57BL01-24V-1500AD"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""mpn"", ""value"": ""FL57BL01-24V-1500AD"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""part_number"", ""value"": ""FL57BL01-24V-1500AD"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Brushless Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""Brushless Motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""bldc"", ""value"": ""Brushless Motor"", ""key_priority"": 3, ""attribute_priority"": 2}]}",2473,333,$0.001736
MIG PMDC MOTOR 24V/42V,True,3,6,"{""attributes"":[{""attribute_key"":""brand"",""value"":""MIG"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""application"",""value"":""MIG"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""PMDC MOTOR"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""PMDC MOTOR"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""voltage"",""value"":""24V/42V"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""volt"",""value"":""24V/42V"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""MIG"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""MIG"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""PMDC MOTOR"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""PMDC MOTOR"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""voltage"", ""value"": ""24V/42V"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""volt"", ""value"": ""24V/42V"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2466,253,$0.001613
500 rpm mig pmdc motor 24v/42v,True,4,8,"{""attributes"":[{""attribute_key"":""rpm"",""value"":""500 rpm"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""speed"",""value"":""500 rpm"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""application"",""value"":""mig"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""use"",""value"":""mig"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""pmdc motor"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""type"",""value"":""pmdc motor"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""voltage"",""value"":""24v/42v"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""volt"",""value"":""24v/42v"",""key_priority"":2,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""rpm"", ""value"": ""500 rpm"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""speed"", ""value"": ""500 rpm"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""mig"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""use"", ""value"": ""mig"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""pmdc motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""type"", ""value"": ""pmdc motor"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""voltage"", ""value"": ""24v/42v"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""volt"", ""value"": ""24v/42v"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2472,319,$0.001714
2 hp three phase motor,True,3,6,"```json
{""attributes"":[{""attribute_key"":""horsepower"",""value"":""2 hp"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""power"",""value"":""2 hp"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""hp"",""value"":""2 hp"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""phase"",""value"":""three phase"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""phase_type"",""value"":""three phase"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":3}]}
```","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""2 hp"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""2 hp"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""2 hp"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""phase"", ""value"": ""three phase"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""phase_type"", ""value"": ""three phase"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 3}]}",2460,247,$0.001600
Havells Electric Motor,True,2,5,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Havells"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Havells"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""Electric Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""category"",""value"":""Electric Motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""Electric Motor"",""key_priority"":3,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Havells"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Havells"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Electric Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""category"", ""value"": ""Electric Motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""Electric Motor"", ""key_priority"": 3, ""attribute_priority"": 2}]}",2458,216,$0.001553
2 200 w chimney motor,True,2,5,"{""attributes"":[{""attribute_key"":""power"",""value"":""200 w"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""wattage"",""value"":""200 w"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""application"",""value"":""chimney motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""use"",""value"":""chimney motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""chimney motor"",""key_priority"":3,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""power"", ""value"": ""200 w"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""wattage"", ""value"": ""200 w"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""chimney motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""use"", ""value"": ""chimney motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""chimney motor"", ""key_priority"": 3, ""attribute_priority"": 2}]}",2463,213,$0.001551
Synchronous Motor,True,1,2,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""synchronous motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""synchronous"",""value"":""synchronous motor"",""key_priority"":2,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""synchronous motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""synchronous"", ""value"": ""synchronous motor"", ""key_priority"": 2, ""attribute_priority"": 1}]}",2457,1065,$0.002826
FL57BLB60 Regular BLDC Motor,True,3,6,"{""attributes"":[{""attribute_key"":""model_number"",""value"":""FL57BLB60"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""part_number"",""value"":""FL57BLB60"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""series"",""value"":""FL57BLB60"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Regular"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""BLDC Motor"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""brushless_dc"",""value"":""BLDC Motor"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""model_number"", ""value"": ""FL57BLB60"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""part_number"", ""value"": ""FL57BLB60"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""series"", ""value"": ""FL57BLB60"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Regular"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""BLDC Motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""brushless_dc"", ""value"": ""BLDC Motor"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2465,262,$0.001625
