success,query,gemini_dataset_attr_count,gemini_dataset_isq_list,gemini_dataset_isq_pipe,gemini_dataset_raw_output,error
True,BASKET EXTRUDER,0,[],,"```python
[]
```",
True,5 kg west mobile refining machine,0,[],,"```python
[]
```",
True,west mobil rifin machine,0,[],,[],
True,powder extraction machine,0,[],,[],
True,ABA Three Layer Die,0,[],,"```python
[]
```",
True,Single Die Blown Film Extruder,0,[],,"```python
[]
```",
True,Extruder_Machine,0,[],,"```python
[]
```",
True,Herbal Raw materials Exraction Plant,2,"['herbal:herbal:specification', 'extraction plant:machine type:specification']",herbal:herbal:specification | extraction plant:machine type:specification,"[""herbal:herbal:specification"", ""extraction plant:machine type:specification""]",
True,Compounding and Extrusion Modernization Services,0,[],,"```python
[]
```",
True,Twin Screw Extruders,0,[],,"```python
[]
```",
True,Industrial Extracting Systems,0,[],,[],
True,expander extruder,0,[],,"```python
[]
```",
True,extruder expander,0,[],,"```python
[]
```",
True,xlpe foam extruder,0,[],,"```python
[]
```",
True,Extraction 16,0,[],,"```python
[]
```",
True,expander extuder,0,[],,"```python
[]
```",
True,20 kg silver refining plant,2,"['20 kg:capacity(kg):specification', 'silver refining plant:usage/application:specification']",20 kg:capacity(kg):specification | silver refining plant:usage/application:specification,"[""20 kg:capacity(kg):specification"", ""silver refining plant:usage/application:specification""]",
True,gold refinery machine - tumbler,0,[],,"```python
[]
```",
True,twin screw extruder plastic granules,2,"['[""twin screw:screw design:specification""', '""plastic:material to be extruded:specification""]']","[""twin screw:screw design:specification"" | ""plastic:material to be extruded:specification""]","```python
[""twin screw:screw design:specification"", ""plastic:material to be extruded:specification""]
```",
True,silver electrolysis recovery plant,0,[],,"```python
[]
```",
True,Elovera gel nikalne wali machine,0,[],,[],
True,twin screw pvc pipr machine,2,"['twin screw:screw design:specification', 'pvc:plastic processed:specification']",twin screw:screw design:specification | pvc:plastic processed:specification,"[""twin screw:screw design:specification"", ""pvc:plastic processed:specification""]",
True,PP HONEYCOMB BOARD EXTRUDER MACHINE,2,"['pp:body material:specification', 'pp:material to be extruded:specification']",pp:body material:specification | pp:material to be extruded:specification,"[""pp:body material:specification"", ""pp:material to be extruded:specification""]",
True,Extruder Machine Heater,0,[],,"```python
[]
```",
True,incense extruder,0,[],,"```python
[]
```",
True,ashwagandha extraction vessel,0,[],,[],
True,centrifuge extractor acsseri,0,[],,"```python
[]
```",
True,cable extruder line 65/45mm,3,"['[""65/132:size:specification""', '""45mm:screw diameter:specification""', '""cable extruder:type:specification""]']","[""65/132:size:specification"" | ""45mm:screw diameter:specification"" | ""cable extruder:type:specification""]","```python
[""65/132:size:specification"", ""45mm:screw diameter:specification"", ""cable extruder:type:specification""]
```",
True,Heavy Duty Extruder Machines,0,[],,[],
True,Upto 500kg Silver Refinery Plant,2,"['500 kg:capacity:specification', 'silver:metal:specification']",500 kg:capacity:specification | silver:metal:specification,"[""500 kg:capacity:specification"", ""silver:metal:specification""]",
True,Wire extruder machine Production Capacity: 300 kg/hr,1,"['[""300 kg/hr:production capacity:specification""]']","[""300 kg/hr:production capacity:specification""]","```python
[""300 kg/hr:production capacity:specification""]
```",
True,1000 Kg Automatic Twin Screw Extruder,3,"['[""1000 kg:weight:specification""', '""automatic:automation grade:specification""', '""twin screw:screw design:specification""]']","[""1000 kg:weight:specification"" | ""automatic:automation grade:specification"" | ""twin screw:screw design:specification""]","```python
[""1000 kg:weight:specification"", ""automatic:automation grade:specification"", ""twin screw:screw design:specification""]
```",
True,500 kg/hr Corn Starch Extruder Production Capacity: 500 kg/hr,3,"['[""500 kg/hr:production capacity:specification""', '""500 kg/hr:capacity(kg/hr):specification""', '""plastic:material to be extruded:specification""]']","[""500 kg/hr:production capacity:specification"" | ""500 kg/hr:capacity(kg/hr):specification"" | ""plastic:material to be extruded:specification""]","```python
[""500 kg/hr:production capacity:specification"", ""500 kg/hr:capacity(kg/hr):specification"", ""plastic:material to be extruded:specification""]
```",
True,Automatic Jockey Extruder Machine Production Capacity: 50 kg/hr,2,"['[""automatic:automation grade:specification""', '""50 kg/hr:production capacity:specification""]']","[""automatic:automation grade:specification"" | ""50 kg/hr:production capacity:specification""]","```python
[""automatic:automation grade:specification"", ""50 kg/hr:production capacity:specification""]
```",
True,500 kg/hr no continuous extrusion machine Corn Starch Extruder Production Capacity: 500 kg/hr,4,"['[""500 kg/hr:production capacity:specification""', '""continuous extrusion machine:type:specification""', '""500 kg/hr:production capacity:specification""', '""500 kg/hr:production capacity:specification""]']","[""500 kg/hr:production capacity:specification"" | ""continuous extrusion machine:type:specification"" | ""500 kg/hr:production capacity:specification"" | ""500 kg/hr:production capacity:specification""]","```python
[""500 kg/hr:production capacity:specification"", ""continuous extrusion machine:type:specification"", ""500 kg/hr:production capacity:specification"", ""500 kg/hr:production capacity:specification""]
```",
True,Twin Screw Extruder - EX T65 15 170 - 170 Kg/hr output,2,"['[""twin screw:type:specification""', '""170 kg/hr:output:specification""]']","[""twin screw:type:specification"" | ""170 kg/hr:output:specification""]","```python
[""twin screw:type:specification"", ""170 kg/hr:output:specification""]
```",
True,Silver Refining  Plant,6,"['silver refining plant:usage/application:specification', 'silver refining plant:heating range:specification', 'silver refining plant:dimension:specification', 'silver refining plant:material:specification', 'silver refining plant:product type:specification', 'silver refining plant:packaging type:specification']",silver refining plant:usage/application:specification | silver refining plant:heating range:specification | silver refining plant:dimension:specification | silver refining plant:material:specification | silver refining plant:product type:specification | silver refining plant:packaging type:specification,"[""silver refining plant:usage/application:specification"", ""silver refining plant:heating range:specification"", ""silver refining plant:dimension:specification"", ""silver refining plant:material:specification"", ""silver refining plant:product type:specification"", ""silver refining plant:packaging type:specification""]",
True,automatic gold refining machine video,2,"['automatic:automation grade:specification', 'gold refining plant:usage/application:specification']",automatic:automation grade:specification | gold refining plant:usage/application:specification,"[""automatic:automation grade:specification"", ""gold refining plant:usage/application:specification""]",
True,extruder spare die”,0,[],,[],
True,20KG AQUA REGIA -GOLD REFINING MACHINE,4,"['[""20 kg:capacity(kg):specification""', '""aqua regia:process type:specification""', '""gold:refining material:specification""', '""machine:product type:specification""]']","[""20 kg:capacity(kg):specification"" | ""aqua regia:process type:specification"" | ""gold:refining material:specification"" | ""machine:product type:specification""]","```python
[""20 kg:capacity(kg):specification"", ""aqua regia:process type:specification"", ""gold:refining material:specification"", ""machine:product type:specification""]
```",
True,bitumen sample extractor,2,"['bitumen extractor:type of testing machines:specification', 'manual:product type:specification']",bitumen extractor:type of testing machines:specification | manual:product type:specification,"[""bitumen extractor:type of testing machines:specification"", ""manual:product type:specification""]",
True,gold-refining,0,[],,[],
True,rice bran extraction machine,2,"['rice bran:raw material:specification', 'extraction method:extraction method:specification']",rice bran:raw material:specification | extraction method:extraction method:specification,"[""rice bran:raw material:specification"", ""extraction method:extraction method:specification""]",
True,blown film extrusion machine for plastic bag near aurangabad,2,"['plastic:material to be extruded:specification', 'blown film extrusion machine:machine type:specification']",plastic:material to be extruded:specification | blown film extrusion machine:machine type:specification,"[""plastic:material to be extruded:specification"", ""blown film extrusion machine:machine type:specification""]",
True,blown film extrusion machine plastic bag,2,"['[""plastic:material to be extruded:specification""', '""blown film extrusion machine:machine type:specification""]']","[""plastic:material to be extruded:specification"" | ""blown film extrusion machine:machine type:specification""]","```python
[""plastic:material to be extruded:specification"", ""blown film extrusion machine:machine type:specification""]
```",
True,"Aluminium Extrusion Puller, 7.5 kw",2,"['[""7.5 kw:power:specification""', '""aluminium extrusion:usage/application:specification""]']","[""7.5 kw:power:specification"" | ""aluminium extrusion:usage/application:specification""]","```python
[""7.5 kw:power:specification"", ""aluminium extrusion:usage/application:specification""]
```",
True,solvent extractors,0,[],,[],
True,fvsdf,0,[],,"```python
[]
```",
True,annatto seed extraction plant,0,[],,[],
True,mother baby extruder machine bimetalic,2,"['bimetallic:screw design:specification', 'mother baby extruder:machine type:specification']",bimetallic:screw design:specification | mother baby extruder:machine type:specification,"[""bimetallic:screw design:specification"", ""mother baby extruder:machine type:specification""]",
True,pet sheet extruder,0,[],,"```python
[]
```",
True,Consulting - Copper Electrowinning Plant,0,[],,[],
True,pvc twin screw extruder,4,"['pvc:plastic processed:specification', 'twin screw:screw design:specification', 'extruder:plastic processed:specification', 'twin screw:type of extruder:specification']",pvc:plastic processed:specification | twin screw:screw design:specification | extruder:plastic processed:specification | twin screw:type of extruder:specification,"[""pvc:plastic processed:specification"", ""twin screw:screw design:specification"", ""extruder:plastic processed:specification"", ""twin screw:type of extruder:specification""]",
True,Semi Automatic Extruder Machine,3,"['semi automatic:automation grade:specification', 'semi automatic:operation type:specification', 'machine:product type:specification']",semi automatic:automation grade:specification | semi automatic:operation type:specification | machine:product type:specification,"[""semi automatic:automation grade:specification"", ""semi automatic:operation type:specification"", ""machine:product type:specification""]",
True,Metal Recovering plant,0,[],,[],
True,Metal Recovery Plant,0,[],,[],
True,Metal Recovery Banificiation Plant,0,[],,[],
True,aluminium extrusion plant machinery,1,['aluminium extrusion:usage/application:specification'],aluminium extrusion:usage/application:specification,"[""aluminium extrusion:usage/application:specification""]",
True,FS-S55 Single Die Extruder,0,[],,"```python
[]
```",
True,copper extrusion plant,2,"['copper:wire material:specification', 'extrusion:type:specification']",copper:wire material:specification | extrusion:type:specification,"[""copper:wire material:specification"", ""extrusion:type:specification""]",
True,metal-recovery-unit,0,[],,"```python
[]
```",
True,liquid liquid extraction unit,0,[],,[],
True,nicotine extraction,0,[],,"```python
[]
```",
True,dava pipe,0,[],,"```python
[]
```",
True,white silver plant,0,[],,"```python
[]
```",
True,progiya liqued,0,[],,"```python
[]
```",
True,Gold Refinery Setup(Manual),4,"['manual:automation grade:specification', 'gold:metal:specification', 'gold refining:usage/application:specification', 'manual:product type:specification']",manual:automation grade:specification | gold:metal:specification | gold refining:usage/application:specification | manual:product type:specification,"[""manual:automation grade:specification"", ""gold:metal:specification"", ""gold refining:usage/application:specification"", ""manual:product type:specification""]",
True,zinc recovery unit,0,[],,"```python
[]
```",
True,extruder machine in satna,0,[],,[],
True,mono film at,0,[],,[],
True,Rapipol Extractor,0,[],,"```python
[]
```",
True,clean label extraction machinery,0,[],,[],
True,lab extruder near greater noida,0,[],,"```python
[]
```",
True,Conical Twin Screw Extruder,0,[],,"```python
[]
```",
True,100% PLA PBAT Starch Compounding Lab Twin Screw Extruder Bioplastic Pellets Extrusion Machine,4,"['[""plastic:material to be extruded:specification""', '""twin screw:screw design:specification""', '""automatic:automation grade:specification""', '""electric:power source:specification""]']","[""plastic:material to be extruded:specification"" | ""twin screw:screw design:specification"" | ""automatic:automation grade:specification"" | ""electric:power source:specification""]","```python
[""plastic:material to be extruded:specification"", ""twin screw:screw design:specification"", ""automatic:automation grade:specification"", ""electric:power source:specification""]
```",
True,Double Die Extruder Machine FI-D45,3,"['[""FI-D45:model no.:specification""', '""twin screw:screw design:specification""', '""twin screw:type of extruder:specification""]']","[""FI-D45:model no.:specification"" | ""twin screw:screw design:specification"" | ""twin screw:type of extruder:specification""]","```python
[""FI-D45:model no.:specification"", ""twin screw:screw design:specification"", ""twin screw:type of extruder:specification""]
```",
True,Dome Extruder,0,[],,"```python
[]
```",
True,pla 100% biobased starch bottles,0,[],,"```python
[]
```",
True,Centrifuge Extractor Hand And Motorised,0,[],,"```python
[]
```",
True,Butter Extruder Machine,0,[],,"```python
[]
```",
False,Fully Automatic Solvent Extraction Plant,0,[],,,"HTTPSConnectionPool(host='imllm.intermesh.net', port=443): Read timed out. (read timeout=60)"
True,blown film extruder machines,0,[],,[],
True,Corn Germ Solvent Extraction Plant,0,[],,"```python
[]
```",
True,Aluminium Parant,0,[],,"```python
[]
```",
True,extruder drum,0,[],,[],
True,SER 158 Series Automatic Solvent Extractor,0,[],,"```python
[]
```",
True,Silver Extraction Machine,0,[],,"```python
[]
```",
True,gold panning equipment,0,[],,[],
True,40 Mm Blown Film Plastic Extrusion Plant,2,"['[""40mm:screw diameter:specification""', '""plastic:material to be extruded:specification""]']","[""40mm:screw diameter:specification"" | ""plastic:material to be extruded:specification""]","```python
[""40mm:screw diameter:specification"", ""plastic:material to be extruded:specification""]
```",
True,water based herbal extractor,0,[],,"```python
[]
```",
True,puja aluminium plant,0,[],,[],
True,Delhi mein Puja aluminium plant kahan hai,0,[],,[],
True,where is puja aluminium plant in delhi,0,[],,[],
True,2 colour printing machine for mono layer extrusion,0,[],,"```python
[]
```",
True,Silver Refinary Machine,2,"['silver:metal:specification', 'silver refining plant:usage/application:specification']",silver:metal:specification | silver refining plant:usage/application:specification,"[""silver:metal:specification"", ""silver refining plant:usage/application:specification""]",
True,2colour printing machine for mono layer extrusion,0,[],,"```python
[]
```",
True,500 kg/hr twin screw extruder,3,"['[""500 kg/hr:production capacity:specification""', '""twin screw:screw design:specification""', '""twin screw:type of extruder:specification""]']","[""500 kg/hr:production capacity:specification"" | ""twin screw:screw design:specification"" | ""twin screw:type of extruder:specification""]","```python
[""500 kg/hr:production capacity:specification"", ""twin screw:screw design:specification"", ""twin screw:type of extruder:specification""]
```",
True,pet extruder,0,[],,[],
True,yes 200 tpd Solvent Extraction Plant,2,"['yes:automation grade:specification', '200 tpd:capacity:specification']",yes:automation grade:specification | 200 tpd:capacity:specification,"[""yes:automation grade:specification"", ""200 tpd:capacity:specification""]",
True,5 kg automatic-gold-refining-machine,2,"['5 kg:capacity(kg):specification', 'automatic:automation grade:specification']",5 kg:capacity(kg):specification | automatic:automation grade:specification,"[""5 kg:capacity(kg):specification"", ""automatic:automation grade:specification""]",
True,twin screw plastic extruder,2,"['twin screw:screw design:specification', 'plastic:material to be extruded:specification']",twin screw:screw design:specification | plastic:material to be extruded:specification,"[""twin screw:screw design:specification"", ""plastic:material to be extruded:specification""]",
True,Gold And Silver Refining Services,0,[],,"```python
[]
```",
True,Electric Extruder Machine,2,"['electric:power source:specification', 'electric:power:specification']",electric:power source:specification | electric:power:specification,"[""electric:power source:specification"", ""electric:power:specification""]",
True,roex,0,[],,"```python
[]
```",
True,Teknik Solid Liquid Extraction Unit,0,[],,"```python
[]
```",
True,Lab Extruder Machine,0,[],,"```python
[]
```",
True,gold refining liquid,0,[],,"```python
[]
```",
True,ROEX extruders,0,[],,[],
True,lotto metal or plant blotter metal or plant,0,[],,[],
True,Ruderprkash Pandey,0,[],,"```python
[]
```",
True,Bitumen Centrifuge Extractor,0,[],,"```python
[]
```",
True,Multi Layer Extrusion Machine,2,"['multilayer:layer:specification', 'extruder:extruder:specification']",multilayer:layer:specification | extruder:extruder:specification,"[""multilayer:layer:specification"", ""extruder:extruder:specification""]",
True,bus master stacofil touch extruder machine,0,[],,"```python
[]
```",
True,aba blown film extrusion machine,0,[],,"```python
[]
```",
True,Textile Fire Extraction Machine,0,[],,[],
True,Herbal Excter,0,[],,"```python
[]
```",
True,taldalafil liquid,0,[],,[],
True,ss 316 herbal extraction plant,2,"['[""ss 316:body material:specification""', '""herbal extraction:usage/application:specification""]']","[""ss 316:body material:specification"" | ""herbal extraction:usage/application:specification""]","```python
[""ss 316:body material:specification"", ""herbal extraction:usage/application:specification""]
```",
True,no Solvent Extraction Plant,0,[],,"```python
[]
```",
True,ss 316 solvant extractor,1,"['[""ss 316:body material:specification""]']","[""ss 316:body material:specification""]","```python
[""ss 316:body material:specification""]
```",
True,ss 316 solvant extarctor,1,"['[""ss:body material:specification""]']","[""ss:body material:specification""]","```python
[""ss:body material:specification""]
```",
True,Singuway Biotech Inc Singu20 Automatic Nucleic Acid Extraction System,1,"['[""automatic:automation grade:specification""]']","[""automatic:automation grade:specification""]","```python
[""automatic:automation grade:specification""]
```",
True,Bitumen Extractor Equipment,0,[],,"```python
[]
```",
True,Blow Film Extrusion Machine,0,[],,"```python
[]
```",
True,twin screw extruders screw element,0,[],,"```python
[]
```",
True,Metal+Solvent+Extraction+Plant,0,[],,"```python
[]
```",
True,bobbin extruder,0,[],,[],
True,cenrtifuge oil extractor,0,[],,"```python
[]
```",
True,2kg Automatic Gold Refining Machine,2,"['2 kg:capacity(kg):specification', 'automatic:automation grade:specification']",2 kg:capacity(kg):specification | automatic:automation grade:specification,"[""2 kg:capacity(kg):specification"", ""automatic:automation grade:specification""]",
True,coconut oil MS & SS 304 50Hz Centrifuge Extractor Automation Grade: Manual Capacity: 60,6,"['[""50 hz:frequency:specification""', '""ms:body material:specification""', '""ss:body material:specification""', '""304:material grade:specification""', '""manual:automation grade:specification""', '""60:capacity:specification""]']","[""50 hz:frequency:specification"" | ""ms:body material:specification"" | ""ss:body material:specification"" | ""304:material grade:specification"" | ""manual:automation grade:specification"" | ""60:capacity:specification""]","```python
[""50 hz:frequency:specification"", ""ms:body material:specification"", ""ss:body material:specification"", ""304:material grade:specification"", ""manual:automation grade:specification"", ""60:capacity:specification""]
```",
True,bitumen extractorelectrical gew,0,[],,"```python
[]
```",
True,labscale extruder machine,0,[],,[],
True,Single Pipe Twin Screw Extruder Line,0,[],,"```python
[]
```",
True,Two Layer Blown Film Extrusion Machinery,2,"['[""two layer:layer:specification""', '""blown film extrusion machine:machine type:specification""]']","[""two layer:layer:specification"" | ""blown film extrusion machine:machine type:specification""]","```python
[""two layer:layer:specification"", ""blown film extrusion machine:machine type:specification""]
```",
True,MEGA 65 Twin Screw Extruder,0,[],,"```python
[]
```",
True,Main Solvent Extraction Plant,0,[],,"```python
[]
```",
True,no 300 kg/hr manual Single Pipe Twin Screw Extruder Line,5,"['[""300 kg/hr:production capacity:specification""', '""manual:automation grade:specification""', '""single:phase:specification""', '""twin screw:screw design:specification""', '""extruder:extruder:specification""]']","[""300 kg/hr:production capacity:specification"" | ""manual:automation grade:specification"" | ""single:phase:specification"" | ""twin screw:screw design:specification"" | ""extruder:extruder:specification""]","```python
[""300 kg/hr:production capacity:specification"", ""manual:automation grade:specification"", ""single:phase:specification"", ""twin screw:screw design:specification"", ""extruder:extruder:specification""]
```",
True,chemical extraction,0,[],,[],
True,Silicon Cable Extruder,0,[],,"```python
[]
```",
True,blown film extrusion machine capacity 30 kg,1,"['[""30 kg:capacity(kg):specification""]']","[""30 kg:capacity(kg):specification""]","```python
[""30 kg:capacity(kg):specification""]
```",
True,extruder machine for plastic reuse,0,[],,[],
True,gew bitumen extractor,0,[],,"```python
[]
```",
True,blow film extruder gedget box,0,[],,[],
True,Gold Refinery Touch screen,0,[],,"```python
[]
```",
True,nicotine extraction plant,0,[],,[],
True,foam excuder machine,0,[],,[],
True,eps plate excuder machine,0,[],,[],
True,polyurethane tube extruder,2,"['pu:body material:specification', 'tube extrusion machine:machine type:specification']",pu:body material:specification | tube extrusion machine:machine type:specification,"[""pu:body material:specification"", ""tube extrusion machine:machine type:specification""]",
True,pvc medical tube extrusion machine,2,"['[""pvc:plastic processed:specification""', '""tube extrusion machine:machine type:specification""]']","[""pvc:plastic processed:specification"" | ""tube extrusion machine:machine type:specification""]","```python
[""pvc:plastic processed:specification"", ""tube extrusion machine:machine type:specification""]
```",
True,foam sheet excuder machine,0,[],,"```python
[]
```",
True,eps sheet excuder machine,0,[],,"```python
[]
```",
True,herbal extraction unit,1,['herbal extraction:usage/application:specification'],herbal extraction:usage/application:specification,"[""herbal extraction:usage/application:specification""]",
True,Aluminium Extrusion Plant Service Provider,1,['aluminium extrusion:usage/application:specification'],aluminium extrusion:usage/application:specification,"[""aluminium extrusion:usage/application:specification""]",
True,5 Kg Gold Refinery Filter,1,"['output = [""5 kg:capacity(kg):specification""]']","output = [""5 kg:capacity(kg):specification""]","```python
output = [""5 kg:capacity(kg):specification""]
```",
True,extruder machine in varanasi,0,[],,"```python
[]
```",
True,Gold Electrowinning Equipment,0,[],,[],
True,Gold & Silver Electro Winning Refinery Plant,0,[],,"```python
[]
```",
True,5 10 kg per day gold refining machine,1,"['[""10 kg:capacity(kg):specification""]']","[""10 kg:capacity(kg):specification""]","```python
[""10 kg:capacity(kg):specification""]
```",
True,45 50 Cable Extruder Clamp,0,[],,"```python
[]
```",
True,SS-D300 EPE High Density Foam Sheet Extruder,1,"['[""ss:body material:specification""]']","[""ss:body material:specification""]","```python
[""ss:body material:specification""]
```",
True,Film Extruding Covering Machine.,0,[],,[],
True,aluminium extrusion factory,0,[],,[],
True,EPE Foam Yoga Stick Extrusion Machine,0,[],,"```python
[]
```",
True,vemiwas liquid,0,[],,"```python
[]
```",
True,rice dorb plant,0,[],,"```python
[]
```",
True,self nutracer,0,[],,"```python
[]
```",
True,Double Die Extruder,0,[],,[],
True,EPE Foam Bag Extrusion Machine,0,[],,"```python
[]
```",
True,consulting copper electrowinning plant,0,[],,"```python
[]
```",
True,Film Extruding Covering Machine,0,[],,"```python
[]
```",
True,Film Making Unit,0,[],,"```python
[]
```",
True,Extruder Head,0,[],,"```python
[]
```",
True,Aluminium+Extrusion+Plant,0,[],,"```python
[]
```",
True,mother baby extruder machine in surat,0,[],,"```python
[]
```",
True,movie royal refine machine,0,[],,[],
True,mini solvent extraction plant,0,[],,"```python
[]
```",
True,"Twin Screw Extruder Machine, Production Capacity: 100 kg/hr",2,"['[""twin screw:type:specification""', '""100 kg/hr:production capacity:specification""]']","[""twin screw:type:specification"" | ""100 kg/hr:production capacity:specification""]","```python
[""twin screw:type:specification"", ""100 kg/hr:production capacity:specification""]
```",
True,MURRCONTROL LIQUID,0,[],,"```python
[]
```",
True,mini blown film machine,0,[],,"```python
[]
```",
True,SS Silver Refinery Plant,2,"['ss:body material:specification', 'silver:metal:specification']",ss:body material:specification | silver:metal:specification,"[""ss:body material:specification"", ""silver:metal:specification""]",
True,200 gm gold rifinary,0,[],,"```python
[]
```",
True,Nucleic Acid Extraction System,0,[],,"```python
[]
```",
True,extruder machine 45mm,1,['45mm:size:specification'],45mm:size:specification,"[""45mm:size:specification""]",
True,t dia poly film manufacturing machine,0,[],,"```python
[]
```",
True,Fennel Liquid Extracts,0,[],,"```python
[]
```",
True,Electrically Operated Bitument Extractor,4,"['[""electric:power source:specification""', '""electric:power:specification""', '""bitumen extractor:type of testing machines:specification""', '""bitumen extractor:product type:specification""]']","[""electric:power source:specification"" | ""electric:power:specification"" | ""bitumen extractor:type of testing machines:specification"" | ""bitumen extractor:product type:specification""]","```python
[""electric:power source:specification"", ""electric:power:specification"", ""bitumen extractor:type of testing machines:specification"", ""bitumen extractor:product type:specification""]
```",
True,Fungo Herbal Plant Extract,0,[],,[],
True,Twin Screw Extruder Machine Coupling,0,[],,[],
True,Manual Gold Refiner 2kg Capacity,2,"['[""manual:product type:specification""', '""2 kg:capacity(kg):specification""]']","[""manual:product type:specification"" | ""2 kg:capacity(kg):specification""]","```python
[""manual:product type:specification"", ""2 kg:capacity(kg):specification""]
```",
True,Long Caterpillar,0,[],,"```python
[]
```",
True,hydromech automation in bhopal,0,[],,"```python
[]
```",
True,twin-extruder-machine,0,[],,[],
True,hp natural 35 film,0,[],,"```python
[]
```",
True,Enervet Liquid,0,[],,"```python
[]
```",
True,solid phase microextraction,0,[],,"```python
[]
```",
True,choco die,0,[],,"```python
[]
```",
True,30 silver refinery machine plant,0,[],,"```python
[]
```",
True,aitomatic silver refinery machine near dhanbad,0,[],,"```python
[]
```",
True,automatic silver refinery machine near dhanbad,2,"['automatic:automation grade:specification', 'silver:metal:specification']",automatic:automation grade:specification | silver:metal:specification,"[""automatic:automation grade:specification"", ""silver:metal:specification""]",
True,10 kg gold refining filter,0,[],,"```python
[]
```",
True,30 silver refining plant,0,[],,"```python
[]
```",
True,20 kg gold refining plant,2,"['20 kg:capacity(kg):specification', 'gold refining plant:usage/application:specification']",20 kg:capacity(kg):specification | gold refining plant:usage/application:specification,"[""20 kg:capacity(kg):specification"", ""gold refining plant:usage/application:specification""]",
True,Bak Lemon,0,[],,"```python
[]
```",
True,blow film extrusion,0,[],,"```python
[]
```",
True,50 kg yes gold and silver refining machine,4,"['[""50 kg:capacity(kg):specification""', '""yes:automation grade:specification""', '""gold:metal:specification""', '""silver:metal:specification""]']","[""50 kg:capacity(kg):specification"" | ""yes:automation grade:specification"" | ""gold:metal:specification"" | ""silver:metal:specification""]","```python
[""50 kg:capacity(kg):specification"", ""yes:automation grade:specification"", ""gold:metal:specification"", ""silver:metal:specification""]
```",
True,extruder machine block,0,[],,[],
True,100mm extruder pvc xlpe hopper,0,[],,"```python
[]
```",
True,silver plant,0,[],,[],
True,Epe Foam Sheet Extrusion Line,0,[],,"```python
[]
```",
True,Co- Extruder,0,[],,"```python
[]
```",
True,Lab Model Extruder Machine,0,[],,[],
True,40Kw New Pesticides Basket Extruder,3,"['[""40 kw:machine power:specification""', '""new:i deal in:specification""', '""basket:type:specification""]']","[""40 kw:machine power:specification"" | ""new:i deal in:specification"" | ""basket:type:specification""]","```python
[""40 kw:machine power:specification"", ""new:i deal in:specification"", ""basket:type:specification""]
```",
True,20 Hp Wdg Basket Extruder,2,"['20 hp:motor power:specification', 'horizontal:orientation:specification']",20 hp:motor power:specification | horizontal:orientation:specification,"[""20 hp:motor power:specification"", ""horizontal:orientation:specification""]",
True,200 refined gold ores,0,[],,[],
True,PP Sutali Extrusion Plant,1,['pp:material to be extruded:specification'],pp:material to be extruded:specification,"[""pp:material to be extruded:specification""]",
True,metal refining plant copper,2,"['[""metal:material to be extruded:specification""', '""copper:wire material:specification""]']","[""metal:material to be extruded:specification"" | ""copper:wire material:specification""]","```python
[""metal:material to be extruded:specification"", ""copper:wire material:specification""]
```",
True,silver refinery machine 100kg capacity,2,"['[""silver:metal:specification""', '""100 kg:capacity(kg):specification""]']","[""silver:metal:specification"" | ""100 kg:capacity(kg):specification""]","```python
[""silver:metal:specification"", ""100 kg:capacity(kg):specification""]
```",
True,borwell rod line,0,[],,[],
True,extracting-machinery,0,[],,"```python
[]
```",
True,Mulching Film Machine,0,[],,"```python
[]
```",
True,Co Extrusion Blown Film Machinery,0,[],,[],
True,Automatic Gold Refinery Machine And Plant,3,"['[""automatic:automation grade:specification""', '""gold refining plant:usage/application:specification""', '""gold refining plant:product type:specification""]']","[""automatic:automation grade:specification"" | ""gold refining plant:usage/application:specification"" | ""gold refining plant:product type:specification""]","```python
[""automatic:automation grade:specification"", ""gold refining plant:usage/application:specification"", ""gold refining plant:product type:specification""]
```",
True,Twin Screw Parallel Extruder,2,"['[""twin screw:screw design:specification""', '""twin screw:type of extruder:specification""]']","[""twin screw:screw design:specification"" | ""twin screw:type of extruder:specification""]","```python
[""twin screw:screw design:specification"", ""twin screw:type of extruder:specification""]
```",
True,standard for reselling no Solvent Extraction Systems,0,[],,"```python
[]
```",
True,standard for reselling no Fat Extraction System,0,[],,[],
True,fat extractor,0,[],,[],
True,Herbal Extruded Machine,3,"['herbal:herbal:specification', 'extruder:plastic processed:specification', 'machine:product type:specification']",herbal:herbal:specification | extruder:plastic processed:specification | machine:product type:specification,"[""herbal:herbal:specification"", ""extruder:plastic processed:specification"", ""machine:product type:specification""]",
True,Industrial Extruder,0,[],,[],
True,cable extuder,5,"['cable:application:specification', 'electric:power source:specification', 'electric:power:specification', 'electric:driven type:specification', 'cable extruder:type:specification']",cable:application:specification | electric:power source:specification | electric:power:specification | electric:driven type:specification | cable extruder:type:specification,"[""cable:application:specification"", ""electric:power source:specification"", ""electric:power:specification"", ""electric:driven type:specification"", ""cable extruder:type:specification""]",
True,Gold Refinery Plant Filter,0,[],,"```python
[]
```",
True,bitumen-extractor,2,"['bitumen extractor:product type:specification', 'bitumen:type of testing machines:specification']",bitumen extractor:product type:specification | bitumen:type of testing machines:specification,"[""bitumen extractor:product type:specification"", ""bitumen:type of testing machines:specification""]",
True,trans extruder machine,0,[],,[],
True,lab extruder for nylon,2,"['[""nylon:material to be extruded:specification""', '""lab:industry type:specification""]']","[""nylon:material to be extruded:specification"" | ""lab:industry type:specification""]","```python
[""nylon:material to be extruded:specification"", ""lab:industry type:specification""]
```",
True,extruder compound,0,[],,[],
