success,query,gemini_attr_count,gemini_isq_list,gemini_isq_pipe,gemini_raw_output
True,Aluminium Extrusion Plant Service Provider,2,"['aluminium:material:specification', 'extrusion:machine type:specification']",aluminium:material:specification | extrusion:machine type:specification,"[""aluminium:material:specification"", ""extrusion:machine type:specification""]"
True,5 Kg Gold Refinery Filter,4,"['5 kg:capacity:specification', 'gold:usage:specification', 'refinery:type:specification', 'filter:type:specification']",5 kg:capacity:specification | gold:usage:specification | refinery:type:specification | filter:type:specification,"[""5 kg:capacity:specification"", ""gold:usage:specification"", ""refinery:type:specification"", ""filter:type:specification""]"
True,extruder machine in varanasi,1,['extruder:type:specification'],extruder:type:specification,"[""extruder:type:specification""]"
True,Gold Electrowinning Equipment,2,"['gold:usage:specification', 'electrowinning:type:specification']",gold:usage:specification | electrowinning:type:specification,"[""gold:usage:specification"", ""electrowinning:type:specification""]"
True,Gold & Silver Electro Winning Refinery Plant,3,"['gold & silver:material:specification', 'electro winning:process:specification', 'refinery:type:specification']",gold & silver:material:specification | electro winning:process:specification | refinery:type:specification,"[""gold & silver:material:specification"", ""electro winning:process:specification"", ""refinery:type:specification""]"
True,5 10 kg per day gold refining machine,2,"['[""gold refining:usage:specification""', '""5 10 kg per day:capacity:specification""]']","[""gold refining:usage:specification"" | ""5 10 kg per day:capacity:specification""]","```
[""gold refining:usage:specification"", ""5 10 kg per day:capacity:specification""]
```"
True,45 50 Cable Extruder Clamp,4,"['[""45 50:size:specification""', '""cable:product:specification""', '""extruder:type:specification""', '""clamp:component:specification""]']","[""45 50:size:specification"" | ""cable:product:specification"" | ""extruder:type:specification"" | ""clamp:component:specification""]","```
[""45 50:size:specification"", ""cable:product:specification"", ""extruder:type:specification"", ""clamp:component:specification""]
```"
True,SS-D300 EPE High Density Foam Sheet Extruder,5,"['SS-D300:model:specification', 'EPE:material:specification', 'High Density Foam:material:specification', 'Sheet:product:specification', 'Extruder:type:specification']",SS-D300:model:specification | EPE:material:specification | High Density Foam:material:specification | Sheet:product:specification | Extruder:type:specification,"[""SS-D300:model:specification"", ""EPE:material:specification"", ""High Density Foam:material:specification"", ""Sheet:product:specification"", ""Extruder:type:specification""]"
True,Film Extruding Covering Machine.,3,"['film:usage:specification', 'extruding:type:specification', 'covering:usage:specification']",film:usage:specification | extruding:type:specification | covering:usage:specification,"[""film:usage:specification"", ""extruding:type:specification"", ""covering:usage:specification""]"
True,aluminium extrusion factory,2,"['aluminium:material:specification', 'extrusion:machine type:specification']",aluminium:material:specification | extrusion:machine type:specification,"[""aluminium:material:specification"", ""extrusion:machine type:specification""]"
True,EPE Foam Yoga Stick Extrusion Machine,3,"['epe foam:material:specification', 'yoga stick:product:specification', 'extrusion:machine type:specification']",epe foam:material:specification | yoga stick:product:specification | extrusion:machine type:specification,"[""epe foam:material:specification"", ""yoga stick:product:specification"", ""extrusion:machine type:specification""]"
True,vemiwas liquid,2,"['vemiwas:product:specification', 'liquid:form:specification']",vemiwas:product:specification | liquid:form:specification,"[""vemiwas:product:specification"", ""liquid:form:specification""]"
True,rice dorb plant,3,"['rice:material:specification', 'dorb:product:specification', 'plant:type:specification']",rice:material:specification | dorb:product:specification | plant:type:specification,"[""rice:material:specification"", ""dorb:product:specification"", ""plant:type:specification""]"
True,self nutracer,2,"['nutracer:product:specification', 'self:usage:specification']",nutracer:product:specification | self:usage:specification,"[""nutracer:product:specification"", ""self:usage:specification""]"
True,Double Die Extruder,2,"['extruder:type:specification', 'double:configuration:specification']",extruder:type:specification | double:configuration:specification,"[""extruder:type:specification"", ""double:configuration:specification""]"
True,EPE Foam Bag Extrusion Machine,3,"['epe foam:material:specification', 'bag:usage:specification', 'extrusion:machine type:specification']",epe foam:material:specification | bag:usage:specification | extrusion:machine type:specification,"[""epe foam:material:specification"", ""bag:usage:specification"", ""extrusion:machine type:specification""]"
True,consulting copper electrowinning plant,2,"['copper:material:specification', 'electrowinning:type:specification']",copper:material:specification | electrowinning:type:specification,"[""copper:material:specification"", ""electrowinning:type:specification""]"
True,Film Extruding Covering Machine,3,"['film:usage:specification', 'extruding:type:specification', 'covering:usage:specification']",film:usage:specification | extruding:type:specification | covering:usage:specification,"[""film:usage:specification"", ""extruding:type:specification"", ""covering:usage:specification""]"
True,Film Making Unit,2,"['film:usage:specification', 'making:process:specification']",film:usage:specification | making:process:specification,"[""film:usage:specification"", ""making:process:specification""]"
True,Extruder Head,1,['extruder head:product:specification'],extruder head:product:specification,"[""extruder head:product:specification""]"
True,Aluminium+Extrusion+Plant,2,"['aluminium:material:specification', 'extrusion:machine type:specification']",aluminium:material:specification | extrusion:machine type:specification,"[""aluminium:material:specification"", ""extrusion:machine type:specification""]"
True,mother baby extruder machine in surat,2,"['mother baby:usage:specification', 'extruder:type:specification']",mother baby:usage:specification | extruder:type:specification,"[""mother baby:usage:specification"", ""extruder:type:specification""]"
True,movie royal refine machine,2,"['[""movie:usage:specification""', '""refine:type:specification""]']","[""movie:usage:specification"" | ""refine:type:specification""]","```
[""movie:usage:specification"", ""refine:type:specification""]
```"
True,mini solvent extraction plant,2,"['solvent extraction:usage:specification', 'mini:size:specification']",solvent extraction:usage:specification | mini:size:specification,"[""solvent extraction:usage:specification"", ""mini:size:specification""]"
True,"Twin Screw Extruder Machine, Production Capacity: 100 kg/hr",3,"['[""twin screw:type:specification""', '""extruder:type:specification""', '""100 kg/hr:capacity:numeric""]']","[""twin screw:type:specification"" | ""extruder:type:specification"" | ""100 kg/hr:capacity:numeric""]","```
[""twin screw:type:specification"", ""extruder:type:specification"", ""100 kg/hr:capacity:numeric""]
```"
True,MURRCONTROL LIQUID,1,['liquid:form:specification'],liquid:form:specification,"[""liquid:form:specification""]"
True,mini blown film machine,2,"['film:usage:specification', 'mini:size:specification']",film:usage:specification | mini:size:specification,"[""film:usage:specification"", ""mini:size:specification""]"
True,SS Silver Refinery Plant,3,"['ss:material:specification', 'silver:usage:specification', 'refinery:type:specification']",ss:material:specification | silver:usage:specification | refinery:type:specification,"[""ss:material:specification"", ""silver:usage:specification"", ""refinery:type:specification""]"
True,200 gm gold rifinary,2,"['gold:material:specification', '200 gm:capacity:specification']",gold:material:specification | 200 gm:capacity:specification,"[""gold:material:specification"", ""200 gm:capacity:specification""]"
True,Nucleic Acid Extraction System,2,"['nucleic acid:material:specification', 'extraction system:type:specification']",nucleic acid:material:specification | extraction system:type:specification,"[""nucleic acid:material:specification"", ""extraction system:type:specification""]"
True,extruder machine 45mm,2,"['extruder:type:specification', '45mm:size:specification']",extruder:type:specification | 45mm:size:specification,"[""extruder:type:specification"", ""45mm:size:specification""]"
True,t dia poly film manufacturing machine,2,"['poly film:product:specification', 'manufacturing:usage:specification']",poly film:product:specification | manufacturing:usage:specification,"[""poly film:product:specification"", ""manufacturing:usage:specification""]"
True,Fennel Liquid Extracts,2,"['fennel:material:specification', 'liquid extracts:form:specification']",fennel:material:specification | liquid extracts:form:specification,"[""fennel:material:specification"", ""liquid extracts:form:specification""]"
True,Electrically Operated Bitument Extractor,3,"['bitument:material:specification', 'extractor:product:specification', 'electrically operated:power_source:specification']",bitument:material:specification | extractor:product:specification | electrically operated:power_source:specification,"[""bitument:material:specification"", ""extractor:product:specification"", ""electrically operated:power_source:specification""]"
True,Fungo Herbal Plant Extract,2,"['fungo herbal:product:specification', 'plant extract:product:specification']",fungo herbal:product:specification | plant extract:product:specification,"[""fungo herbal:product:specification"", ""plant extract:product:specification""]"
True,Twin Screw Extruder Machine Coupling,3,"['twin screw:type:specification', 'extruder:type:specification', 'coupling:component:specification']",twin screw:type:specification | extruder:type:specification | coupling:component:specification,"[""twin screw:type:specification"", ""extruder:type:specification"", ""coupling:component:specification""]"
True,Manual Gold Refiner 2kg Capacity,3,"['gold:material:specification', 'refiner:type:specification', '2kg:capacity:specification']",gold:material:specification | refiner:type:specification | 2kg:capacity:specification,"[""gold:material:specification"", ""refiner:type:specification"", ""2kg:capacity:specification""]"
True,Long Caterpillar,2,"['caterpillar:type:specification', 'long:size:specification']",caterpillar:type:specification | long:size:specification,"[""caterpillar:type:specification"", ""long:size:specification""]"
True,hydromech automation in bhopal,2,"['hydromech automation:company:specification', 'bhopal:location:specification']",hydromech automation:company:specification | bhopal:location:specification,"[""hydromech automation:company:specification"", ""bhopal:location:specification""]"
True,twin-extruder-machine,1,['extruder:type:specification'],extruder:type:specification,"[""extruder:type:specification""]"
True,hp natural 35 film,3,"['35:size:specification', 'film:product:specification', 'natural:material:specification']",35:size:specification | film:product:specification | natural:material:specification,"[""35:size:specification"", ""film:product:specification"", ""natural:material:specification""]"
True,Enervet Liquid,2,"['enervet:product:specification', 'liquid:form:specification']",enervet:product:specification | liquid:form:specification,"[""enervet:product:specification"", ""liquid:form:specification""]"
True,solid phase microextraction,2,"['microextraction:type:specification', 'solid phase:usage:specification']",microextraction:type:specification | solid phase:usage:specification,"[""microextraction:type:specification"", ""solid phase:usage:specification""]"
True,choco die,2,"['choco:material:specification', 'die:type:specification']",choco:material:specification | die:type:specification,"[""choco:material:specification"", ""die:type:specification""]"
True,30 silver refinery machine plant,2,"['silver:material:specification', 'refinery:type:specification']",silver:material:specification | refinery:type:specification,"[""silver:material:specification"", ""refinery:type:specification""]"
True,aitomatic silver refinery machine near dhanbad,2,"['silver:material:specification', 'refinery:type:specification']",silver:material:specification | refinery:type:specification,"[""silver:material:specification"", ""refinery:type:specification""]"
True,automatic silver refinery machine near dhanbad,2,"['[""silver:material:specification""', '""refinery:type:specification""]']","[""silver:material:specification"" | ""refinery:type:specification""]","```
[""silver:material:specification"", ""refinery:type:specification""]
```"
True,10 kg gold refining filter,3,"['10 kg:capacity:specification', 'gold refining:usage:specification', 'filter:type:specification']",10 kg:capacity:specification | gold refining:usage:specification | filter:type:specification,"[""10 kg:capacity:specification"", ""gold refining:usage:specification"", ""filter:type:specification""]"
True,30 silver refining plant,3,"['silver:material:specification', 'refining:type:specification', '30:size:specification']",silver:material:specification | refining:type:specification | 30:size:specification,"[""silver:material:specification"", ""refining:type:specification"", ""30:size:specification""]"
True,20 kg gold refining plant,3,"['gold:material:specification', '20 kg:capacity:specification', 'refining:type:specification']",gold:material:specification | 20 kg:capacity:specification | refining:type:specification,"[""gold:material:specification"", ""20 kg:capacity:specification"", ""refining:type:specification""]"
True,Bak Lemon,1,['lemon:flavor:specification'],lemon:flavor:specification,"[""lemon:flavor:specification""]"
True,blow film extrusion,2,"['film:usage:specification', 'extrusion:machine type:specification']",film:usage:specification | extrusion:machine type:specification,"[""film:usage:specification"", ""extrusion:machine type:specification""]"
True,50 kg yes gold and silver refining machine,4,"['50 kg:capacity:specification', 'gold:material:specification', 'silver:material:specification', 'refining:type:specification']",50 kg:capacity:specification | gold:material:specification | silver:material:specification | refining:type:specification,"[""50 kg:capacity:specification"", ""gold:material:specification"", ""silver:material:specification"", ""refining:type:specification""]"
True,extruder machine block,2,"['extruder:type:specification', 'block:part:specification']",extruder:type:specification | block:part:specification,"[""extruder:type:specification"", ""block:part:specification""]"
True,100mm extruder pvc xlpe hopper,5,"['[""100mm:size:specification""', '""extruder:type:specification""', '""pvc:material:specification""', '""xlpe:material:specification""', '""hopper:component:specification""]']","[""100mm:size:specification"" | ""extruder:type:specification"" | ""pvc:material:specification"" | ""xlpe:material:specification"" | ""hopper:component:specification""]","```
[""100mm:size:specification"", ""extruder:type:specification"", ""pvc:material:specification"", ""xlpe:material:specification"", ""hopper:component:specification""]
```"
True,silver plant,1,['silver:usage:specification'],silver:usage:specification,"[""silver:usage:specification""]"
True,Epe Foam Sheet Extrusion Line,3,"['epe foam:material:specification', 'sheet:product:specification', 'extrusion line:type:specification']",epe foam:material:specification | sheet:product:specification | extrusion line:type:specification,"[""epe foam:material:specification"", ""sheet:product:specification"", ""extrusion line:type:specification""]"
True,Co- Extruder,1,['extruder:type:specification'],extruder:type:specification,"[""extruder:type:specification""]"
True,Lab Model Extruder Machine,2,"['lab model:type:specification', 'extruder:type:specification']",lab model:type:specification | extruder:type:specification,"[""lab model:type:specification"", ""extruder:type:specification""]"
True,40Kw New Pesticides Basket Extruder,3,"['40kw:power:specification', 'pesticides:usage:specification', 'basket extruder:type:specification']",40kw:power:specification | pesticides:usage:specification | basket extruder:type:specification,"[""40kw:power:specification"", ""pesticides:usage:specification"", ""basket extruder:type:specification""]"
True,20 Hp Wdg Basket Extruder,3,"['20 hp:power:specification', 'wdg basket:type:specification', 'extruder:type:specification']",20 hp:power:specification | wdg basket:type:specification | extruder:type:specification,"[""20 hp:power:specification"", ""wdg basket:type:specification"", ""extruder:type:specification""]"
True,200 refined gold ores,3,"['gold:material:specification', '200:quantity:specification', 'refined:quality:specification']",gold:material:specification | 200:quantity:specification | refined:quality:specification,"[""gold:material:specification"", ""200:quantity:specification"", ""refined:quality:specification""]"
True,PP Sutali Extrusion Plant,3,"['pp:material:specification', 'sutali:product:specification', 'extrusion:machine type:specification']",pp:material:specification | sutali:product:specification | extrusion:machine type:specification,"[""pp:material:specification"", ""sutali:product:specification"", ""extrusion:machine type:specification""]"
True,metal refining plant copper,3,"['metal:material:specification', 'refining:type:specification', 'copper:material:specification']",metal:material:specification | refining:type:specification | copper:material:specification,"[""metal:material:specification"", ""refining:type:specification"", ""copper:material:specification""]"
True,silver refinery machine 100kg capacity,3,"['silver:usage:specification', 'refinery:type:specification', '100kg:capacity:specification']",silver:usage:specification | refinery:type:specification | 100kg:capacity:specification,"[""silver:usage:specification"", ""refinery:type:specification"", ""100kg:capacity:specification""]"
True,borwell rod line,3,"['borwell:product:specification', 'rod:product:specification', 'line:type:specification']",borwell:product:specification | rod:product:specification | line:type:specification,"[""borwell:product:specification"", ""rod:product:specification"", ""line:type:specification""]"
True,extracting-machinery,2,"['extracting:type:specification', 'machinery:type:specification']",extracting:type:specification | machinery:type:specification,"[""extracting:type:specification"", ""machinery:type:specification""]"
True,Mulching Film Machine,1,['mulching film:usage:specification'],mulching film:usage:specification,"[""mulching film:usage:specification""]"
True,Co Extrusion Blown Film Machinery,3,"['co extrusion:type:specification', 'blown film:usage:specification', 'machinery:type:specification']",co extrusion:type:specification | blown film:usage:specification | machinery:type:specification,"[""co extrusion:type:specification"", ""blown film:usage:specification"", ""machinery:type:specification""]"
True,Automatic Gold Refinery Machine And Plant,3,"['gold:usage:specification', 'refinery:type:specification', 'automatic:feature:specification']",gold:usage:specification | refinery:type:specification | automatic:feature:specification,"[""gold:usage:specification"", ""refinery:type:specification"", ""automatic:feature:specification""]"
True,Twin Screw Parallel Extruder,2,"['twin screw parallel:type:specification', 'extruder:type:specification']",twin screw parallel:type:specification | extruder:type:specification,"[""twin screw parallel:type:specification"", ""extruder:type:specification""]"
True,standard for reselling no Solvent Extraction Systems,0,[],,"Here""s the output in ISQ format for the query ""standard for reselling no Solvent Extraction Systems"":

Output: [""solvent extraction:product:specification""]"
True,standard for reselling no Fat Extraction System,1,['fat extraction:product:specification'],fat extraction:product:specification,"[""fat extraction:product:specification""]"
True,fat extractor,2,"['extractor:type:specification', 'fat:usage:specification']",extractor:type:specification | fat:usage:specification,"[""extractor:type:specification"", ""fat:usage:specification""]"
True,Herbal Extruded Machine,2,"['herbal:usage:specification', 'extruded:type:specification']",herbal:usage:specification | extruded:type:specification,"[""herbal:usage:specification"", ""extruded:type:specification""]"
True,Industrial Extruder,2,"['extruder:type:specification', 'industrial:usage:specification']",extruder:type:specification | industrial:usage:specification,"[""extruder:type:specification"", ""industrial:usage:specification""]"
True,cable extuder,2,"['cable:usage:specification', 'extuder:type:specification']",cable:usage:specification | extuder:type:specification,"[""cable:usage:specification"", ""extuder:type:specification""]"
True,Gold Refinery Plant Filter,3,"['gold:usage:specification', 'refinery:type:specification', 'filter:product:specification']",gold:usage:specification | refinery:type:specification | filter:product:specification,"[""gold:usage:specification"", ""refinery:type:specification"", ""filter:product:specification""]"
True,bitumen-extractor,2,"['bitumen:material:specification', 'extractor:type:specification']",bitumen:material:specification | extractor:type:specification,"[""bitumen:material:specification"", ""extractor:type:specification""]"
True,trans extruder machine,1,['extruder:type:specification'],extruder:type:specification,"[""extruder:type:specification""]"
True,lab extruder for nylon,3,"['extruder:type:specification', 'nylon:material:specification', 'lab:usage:specification']",extruder:type:specification | nylon:material:specification | lab:usage:specification,"[""extruder:type:specification"", ""nylon:material:specification"", ""lab:usage:specification""]"
True,extruder compound,2,"['extruder:type:specification', 'compound:material:specification']",extruder:type:specification | compound:material:specification,"[""extruder:type:specification"", ""compound:material:specification""]"
True,gold refining powder,3,"['gold:material:specification', 'refining:process:specification', 'powder:form:specification']",gold:material:specification | refining:process:specification | powder:form:specification,"[""gold:material:specification"", ""refining:process:specification"", ""powder:form:specification""]"
True,extruder compound master for easy processing,3,"['extruder:type:specification', 'compound:material:specification', 'master:usage:specification']",extruder:type:specification | compound:material:specification | master:usage:specification,"[""extruder:type:specification"", ""compound:material:specification"", ""master:usage:specification""]"
True,copper refining machine,2,"['copper:material:specification', 'refining:type:specification']",copper:material:specification | refining:type:specification,"[""copper:material:specification"", ""refining:type:specification""]"
True,monolayer extruder,2,"['extruder:type:specification', 'monolayer:layer:specification']",extruder:type:specification | monolayer:layer:specification,"[""extruder:type:specification"", ""monolayer:layer:specification""]"
True,Corn Starch Extruder Machine,2,"['corn starch:material:specification', 'extruder:type:specification']",corn starch:material:specification | extruder:type:specification,"[""corn starch:material:specification"", ""extruder:type:specification""]"
True,scent extraction,2,"['scent:usage:specification', 'extraction:type:specification']",scent:usage:specification | extraction:type:specification,"[""scent:usage:specification"", ""extraction:type:specification""]"
True,5 KGPH Lab Sheet Extruder Machine,3,"['5 KGPH:capacity:specification', 'lab:usage:specification', 'extruder:type:specification']",5 KGPH:capacity:specification | lab:usage:specification | extruder:type:specification,"[""5 KGPH:capacity:specification"", ""lab:usage:specification"", ""extruder:type:specification""]"
True,bitumen extractor electrically operated,3,"['bitumen:material:specification', 'extractor:product:specification', 'electrically operated:power_source:specification']",bitumen:material:specification | extractor:product:specification | electrically operated:power_source:specification,"[""bitumen:material:specification"", ""extractor:product:specification"", ""electrically operated:power_source:specification""]"
True,extruder dies,2,"['extruder:type:specification', 'dies:type:specification']",extruder:type:specification | dies:type:specification,"[""extruder:type:specification"", ""dies:type:specification""]"
True,extruder dies kanpur,2,"['extruder dies:product:specification', 'kanpur:location:specification']",extruder dies:product:specification | kanpur:location:specification,"[""extruder dies:product:specification"", ""kanpur:location:specification""]"
True,Power Cable Extrusion Line,2,"['power cable:product:specification', 'extrusion line:type:specification']",power cable:product:specification | extrusion line:type:specification,"[""power cable:product:specification"", ""extrusion line:type:specification""]"
True,40KW Basket Extruder Machine,3,"['40KW:power:specification', 'basket:type:specification', 'extruder:type:specification']",40KW:power:specification | basket:type:specification | extruder:type:specification,"[""40KW:power:specification"", ""basket:type:specification"", ""extruder:type:specification""]"
True,Automatic  Blown Film Extrusion Machine,2,"['film:usage:specification', 'automatic:feature:specification']",film:usage:specification | automatic:feature:specification,"[""film:usage:specification"", ""automatic:feature:specification""]"
True,silver refinery machine per day purity 97 to 98 tonch,3,"['[""silver:usage:specification""', '""refinery:type:specification""', '""97 to 98:purity:specification""]']","[""silver:usage:specification"" | ""refinery:type:specification"" | ""97 to 98:purity:specification""]","```
[""silver:usage:specification"", ""refinery:type:specification"", ""97 to 98:purity:specification""]
```"
True,GMS-Extruder eTrim,2,"['extruder:type:specification', 'eTrim:model:specification']",extruder:type:specification | eTrim:model:specification,"[""extruder:type:specification"", ""eTrim:model:specification""]"
True,GMS-Extruder,1,['extruder:type:specification'],extruder:type:specification,"[""extruder:type:specification""]"
True,silver refinery machine 150 kg per day 10lackh rupees wali purity 97 to 98 tonch wali,4,"['[""silver:material:specification""', '""refinery:type:specification""', '""150 kg per day:capacity:specification""', '""97 to 98:purity:specification""]']","[""silver:material:specification"" | ""refinery:type:specification"" | ""150 kg per day:capacity:specification"" | ""97 to 98:purity:specification""]","```
[""silver:material:specification"", ""refinery:type:specification"", ""150 kg per day:capacity:specification"", ""97 to 98:purity:specification""]
```"
True,GMS-Extruder_ETrim,1,['extruder:type:specification'],extruder:type:specification,"[""extruder:type:specification""]"
True,Bio-degradable / Compostable Film Extrusion Machine,4,"['[""bio-degradable:material:specification""', '""compostable:material:specification""', '""film:usage:specification""', '""extrusion:machine type:specification""]']","[""bio-degradable:material:specification"" | ""compostable:material:specification"" | ""film:usage:specification"" | ""extrusion:machine type:specification""]","```
[""bio-degradable:material:specification"", ""compostable:material:specification"", ""film:usage:specification"", ""extrusion:machine type:specification""]
```"
True,Mulch Film Machine,1,['film:usage:specification'],film:usage:specification,"[""film:usage:specification""]"
True,Washing Machine Tumbler,2,"['washing machine:product:specification', 'tumbler:type:specification']",washing machine:product:specification | tumbler:type:specification,"[""washing machine:product:specification"", ""tumbler:type:specification""]"
True,Bulpower Twin Screw Extruder Gearbox Counter Rotating,3,"['[""twin screw extruder:type:specification""', '""gearbox:component:specification""', '""counter rotating:feature:specification""]']","[""twin screw extruder:type:specification"" | ""gearbox:component:specification"" | ""counter rotating:feature:specification""]","```
[""twin screw extruder:type:specification"", ""gearbox:component:specification"", ""counter rotating:feature:specification""]
```"
True,Gold Refinery Tank,3,"['gold:usage:specification', 'refinery:type:specification', 'tank:product:specification']",gold:usage:specification | refinery:type:specification | tank:product:specification,"[""gold:usage:specification"", ""refinery:type:specification"", ""tank:product:specification""]"
True,Wpc Extruder Die,2,"['wpc:material:specification', 'extruder die:type:specification']",wpc:material:specification | extruder die:type:specification,"[""wpc:material:specification"", ""extruder die:type:specification""]"
True,Solvent Extractor Model: SPE-96,2,"['solvent extractor:product:specification', 'SPE-96:model:specification']",solvent extractor:product:specification | SPE-96:model:specification,"[""solvent extractor:product:specification"", ""SPE-96:model:specification""]"
True,Extruder Machines .,1,['extruder:type:specification'],extruder:type:specification,"[""extruder:type:specification""]"
True,Lab Extruder Machine Production Capacity: 50 Kg/hr,3,"['[""extruder:type:specification""', '""lab:usage:specification""', '""50 kg/hr:capacity:numeric""]']","[""extruder:type:specification"" | ""lab:usage:specification"" | ""50 kg/hr:capacity:numeric""]","```
[""extruder:type:specification"", ""lab:usage:specification"", ""50 kg/hr:capacity:numeric""]
```"
True,Gold Refining Plant parts,3,"['gold:usage:specification', 'refining:process:specification', 'parts:component:specification']",gold:usage:specification | refining:process:specification | parts:component:specification,"[""gold:usage:specification"", ""refining:process:specification"", ""parts:component:specification""]"
True,extruder machine in madhyapradesh,2,"['extruder:type:specification', 'madhyapradesh:location:specification']",extruder:type:specification | madhyapradesh:location:specification,"[""extruder:type:specification"", ""madhyapradesh:location:specification""]"
True,Gold Refinery Service,2,"['gold:usage:specification', 'refinery:type:specification']",gold:usage:specification | refinery:type:specification,"[""gold:usage:specification"", ""refinery:type:specification""]"
True,Cabbage Liquid Extract,2,"['cabbage:material:specification', 'liquid extract:product:specification']",cabbage:material:specification | liquid extract:product:specification,"[""cabbage:material:specification"", ""liquid extract:product:specification""]"
True,100 kg/hr no tube extrusion machine Extruder Machine,3,"['100 kg/hr:capacity:specification', 'no tube:type:specification', 'extruder:type:specification']",100 kg/hr:capacity:specification | no tube:type:specification | extruder:type:specification,"[""100 kg/hr:capacity:specification"", ""no tube:type:specification"", ""extruder:type:specification""]"
True,herbal and ayurvedic Extraction pant,3,"['herbal:usage:specification', 'ayurvedic:usage:specification', 'extraction:type:specification']",herbal:usage:specification | ayurvedic:usage:specification | extraction:type:specification,"[""herbal:usage:specification"", ""ayurvedic:usage:specification"", ""extraction:type:specification""]"
True,twin screw extruder 50 kg/hr lab extruder machine,4,"['[""twin screw:type:specification""', '""50 kg/hr:capacity:specification""', '""extruder:type:specification""', '""lab:usage:specification""]']","[""twin screw:type:specification"" | ""50 kg/hr:capacity:specification"" | ""extruder:type:specification"" | ""lab:usage:specification""]","```
[""twin screw:type:specification"", ""50 kg/hr:capacity:specification"", ""extruder:type:specification"", ""lab:usage:specification""]
```"
True,twin screw lab extruder,3,"['twin screw:type:specification', 'extruder:type:specification', 'lab:usage:specification']",twin screw:type:specification | extruder:type:specification | lab:usage:specification,"[""twin screw:type:specification"", ""extruder:type:specification"", ""lab:usage:specification""]"
True,millstim liqid,2,"['millstim:product:specification', 'liqid:product:specification']",millstim:product:specification | liqid:product:specification,"[""millstim:product:specification"", ""liqid:product:specification""]"
True,10 kg automatic gold refining machine,2,"['10 kg:capacity:specification', 'gold refining:usage:specification']",10 kg:capacity:specification | gold refining:usage:specification,"[""10 kg:capacity:specification"", ""gold refining:usage:specification""]"
True,10 kg gold refinery machine,3,"['10 kg:capacity:specification', 'gold:usage:specification', 'refinery:type:specification']",10 kg:capacity:specification | gold:usage:specification | refinery:type:specification,"[""10 kg:capacity:specification"", ""gold:usage:specification"", ""refinery:type:specification""]"
True,spice oil and oleoresins extraction plant,3,"['spice oil:product:specification', 'oleoresins:product:specification', 'extraction:type:specification']",spice oil:product:specification | oleoresins:product:specification | extraction:type:specification,"[""spice oil:product:specification"", ""oleoresins:product:specification"", ""extraction:type:specification""]"
True,aluminium extrusion plant gujarat,2,"['aluminium:material:specification', 'extrusion:machine type:specification']",aluminium:material:specification | extrusion:machine type:specification,"[""aluminium:material:specification"", ""extrusion:machine type:specification""]"
True,alluminium extrusion plant in surat gujrat,2,"['aluminium:material:specification', 'extrusion:machine type:specification']",aluminium:material:specification | extrusion:machine type:specification,"[""aluminium:material:specification"", ""extrusion:machine type:specification""]"
True,Jockey Extruder For Pen Plant,2,"['extruder:type:specification', 'pen:usage:specification']",extruder:type:specification | pen:usage:specification,"[""extruder:type:specification"", ""pen:usage:specification""]"
True,200 kg/hr Semi Automatic Extruder Machine,3,"['200 kg/hr:capacity:specification', 'semi automatic:automation:specification', 'extruder:type:specification']",200 kg/hr:capacity:specification | semi automatic:automation:specification | extruder:type:specification,"[""200 kg/hr:capacity:specification"", ""semi automatic:automation:specification"", ""extruder:type:specification""]"
True,slanty extruder,1,['extruder:type:specification'],extruder:type:specification,"[""extruder:type:specification""]"
True,Extrusion Process,1,['extrusion:process:specification'],extrusion:process:specification,"[""extrusion:process:specification""]"
True,automatic 500 kg/hr no Twin Screw Extruder Machine Production Capacity: 180KG/H,5,"['[""500 kg/hr:capacity:specification""', '""twin screw:type:specification""', '""180KG/H:capacity:specification""', '""automatic:feature:specification""', '""extruder:type:specification""]']","[""500 kg/hr:capacity:specification"" | ""twin screw:type:specification"" | ""180KG/H:capacity:specification"" | ""automatic:feature:specification"" | ""extruder:type:specification""]","```
[""500 kg/hr:capacity:specification"", ""twin screw:type:specification"", ""180KG/H:capacity:specification"", ""automatic:feature:specification"", ""extruder:type:specification""]
```"
True,automatic 1000 kg/hr yes Twin Screw Extruder,4,"['[""1000 kg/hr:capacity:specification""', '""twin screw:type:specification""', '""automatic:feature:specification""', '""extruder:type:specification""]']","[""1000 kg/hr:capacity:specification"" | ""twin screw:type:specification"" | ""automatic:feature:specification"" | ""extruder:type:specification""]","```
[""1000 kg/hr:capacity:specification"", ""twin screw:type:specification"", ""automatic:feature:specification"", ""extruder:type:specification""]
```"
True,Silo Extraction System,2,"['silo:product:specification', 'extraction:type:specification']",silo:product:specification | extraction:type:specification,"[""silo:product:specification"", ""extraction:type:specification""]"
