query,success,unique_value_count,total_key_count,raw_output,attributes_json,input_tokens,output_tokens,cost
Oil Starter Magnet Call,True,4,8,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""starter motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""starter"",
      ""value"": ""starter motor"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""type"",
      ""value"": ""oil"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""fluid"",
      ""value"": ""oil"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""component"",
      ""value"": ""magnet"",
      ""key_priority"": 1,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""part"",
      ""value"": ""magnet"",
      ""key_priority"": 2,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""feature"",
      ""value"": ""call"",
      ""key_priority"": 1,
      ""attribute_priority"": 4
    },
    {
      ""attribute_key"": ""function"",
      ""value"": ""call"",
      ""key_priority"": 2,
      ""attribute_priority"": 4
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""starter motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""starter"", ""value"": ""starter motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""oil"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""fluid"", ""value"": ""oil"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""component"", ""value"": ""magnet"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""part"", ""value"": ""magnet"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""feature"", ""value"": ""call"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""function"", ""value"": ""call"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2220,299,$0.001558
AC MOTAR,True,1,3,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""ac motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""ac"",
      ""value"": ""ac motor"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""type"",
      ""value"": ""ac motor"",
      ""key_priority"": 3,
      ""attribute_priority"": 1
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""ac motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""ac"", ""value"": ""ac motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""ac motor"", ""key_priority"": 3, ""attribute_priority"": 1}]}",2219,123,$0.001294
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1SB0 0.57 kW,True,5,10,"{""attributes"":[{""attribute_key"":""brand"",""value"":""siemens"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""siemens"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""siemens"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""servo motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""servo"",""value"":""servo motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""model"",""value"":""simotics s-1fk2"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""part_number"",""value"":""1fk2204-5ak01-1sb0"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""power"",""value"":""0.57 kw"",""key_priority"":1,""attribute_priority"":5},{""attribute_key"":""wattage"",""value"":""0.57 kw"",""key_priority"":2,""attribute_priority"":5},{""attribute_key"":""kilowatt"",""value"":""0.57 kw"",""key_priority"":3,""attribute_priority"":5}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""siemens"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""siemens"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""siemens"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""servo"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""simotics s-1fk2"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""part_number"", ""value"": ""1fk2204-5ak01-1sb0"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""power"", ""value"": ""0.57 kw"", ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""wattage"", ""value"": ""0.57 kw"", ""key_priority"": 2, ""attribute_priority"": 5}, {""attribute_key"": ""kilowatt"", ""value"": ""0.57 kw"", ""key_priority"": 3, ""attribute_priority"": 5}]}",2252,1093,$0.002765
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0SB0 0.06 kW,True,5,10,"```json
{
  ""attributes"": [
    {""attribute_key"": ""brand"", ""value"": ""siemens"", ""key_priority"": 1, ""attribute_priority"": 1},
    {""attribute_key"": ""manufacturer"", ""value"": ""siemens"", ""key_priority"": 2, ""attribute_priority"": 1},
    {""attribute_key"": ""company"", ""value"": ""siemens"", ""key_priority"": 3, ""attribute_priority"": 1},
    {""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 2},
    {""attribute_key"": ""servo"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 2},
    {""attribute_key"": ""model"", ""value"": ""SIMOTICS S-1FK2"", ""key_priority"": 1, ""attribute_priority"": 3},
    {""attribute_key"": ""model_number"", ""value"": ""1FK2104-4AK01-0SB0"", ""key_priority"": 1, ""attribute_priority"": 4},
    {""attribute_key"": ""power"", ""value"": ""0.06 kW"", ""key_priority"": 1, ""attribute_priority"": 5},
    {""attribute_key"": ""wattage"", ""value"": ""0.06 kW"", ""key_priority"": 2, ""attribute_priority"": 5},
    {""attribute_key"": ""kilowatt"", ""value"": ""0.06 kW"", ""key_priority"": 3, ""attribute_priority"": 5}
  ]
}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""siemens"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""siemens"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""siemens"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""servo"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""SIMOTICS S-1FK2"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""model_number"", ""value"": ""1FK2104-4AK01-0SB0"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""power"", ""value"": ""0.06 kW"", ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""wattage"", ""value"": ""0.06 kW"", ""key_priority"": 2, ""attribute_priority"": 5}, {""attribute_key"": ""kilowatt"", ""value"": ""0.06 kW"", ""key_priority"": 3, ""attribute_priority"": 5}]}",2252,341,$0.001638
50HP Abb Electric Motor,True,3,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""abb"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""abb"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""abb"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""horsepower"",""value"":""50hp"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""power"",""value"":""50hp"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""hp"",""value"":""50hp"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""electric motor"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""motor"",""value"":""electric motor"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""abb"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""abb"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""abb"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""horsepower"", ""value"": ""50hp"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""power"", ""value"": ""50hp"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""hp"", ""value"": ""50hp"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""electric motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""motor"", ""value"": ""electric motor"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2220,1010,$0.002625
10 hp crompton motor,True,3,5,"{""attributes"":[{""attribute_key"":""brand"",""value"":""crompton"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""horsepower"",""value"":""10 hp"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""power"",""value"":""10 hp"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""hp"",""value"":""10 hp"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""crompton"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horsepower"", ""value"": ""10 hp"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""power"", ""value"": ""10 hp"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""hp"", ""value"": ""10 hp"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 3}]}",2220,1697,$0.003655
PowerSpeed Armature for Gsh-500 Bosch,True,4,8,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""product_type"",
      ""value"": ""armature"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""component"",
      ""value"": ""armature"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""model"",
      ""value"": ""Gsh-500"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""compatible_model"",
      ""value"": ""Gsh-500"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""brand"",
      ""value"": ""Bosch"",
      ""key_priority"": 1,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""manufacturer"",
      ""value"": ""Bosch"",
      ""key_priority"": 2,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""product_line"",
      ""value"": ""PowerSpeed"",
      ""key_priority"": 1,
      ""attribute_priority"": 4
    },
    {
      ""attribute_key"": ""series"",
      ""value"": ""PowerSpeed"",
      ""key_priority"": 2,
      ""attribute_priority"": 4
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""product_type"", ""value"": ""armature"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""component"", ""value"": ""armature"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""Gsh-500"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""compatible_model"", ""value"": ""Gsh-500"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""brand"", ""value"": ""Bosch"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""manufacturer"", ""value"": ""Bosch"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""product_line"", ""value"": ""PowerSpeed"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""series"", ""value"": ""PowerSpeed"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2228,315,$0.001587
SIEMENS SINAMICS S200 Servo Motor 1FL2306-4AC01-0HB0 0.1 kW,True,5,12,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""brand"",
      ""value"": ""siemens"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""manufacturer"",
      ""value"": ""siemens"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""company"",
      ""value"": ""siemens"",
      ""key_priority"": 3,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""model"",
      ""value"": ""SINAMICS S200"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""product_model"",
      ""value"": ""SINAMICS S200"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""servo motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""servo"",
      ""value"": ""servo motor"",
      ""key_priority"": 2,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""part_number"",
      ""value"": ""1FL2306-4AC01-0HB0"",
      ""key_priority"": 1,
      ""attribute_priority"": 4
    },
    {
      ""attribute_key"": ""model_number"",
      ""value"": ""1FL2306-4AC01-0HB0"",
      ""key_priority"": 2,
      ""attribute_priority"": 4
    },
    {
      ""attribute_key"": ""power"",
      ""value"": ""0.1 kW"",
      ""key_priority"": 1,
      ""attribute_priority"": 5
    },
    {
      ""attribute_key"": ""wattage"",
      ""value"": ""0.1 kW"",
      ""key_priority"": 2,
      ""attribute_priority"": 5
    },
    {
      ""attribute_key"": ""kilowatt"",
      ""value"": ""0.1 kW"",
      ""key_priority"": 3,
      ""attribute_priority"": 5
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""siemens"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""siemens"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""siemens"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""SINAMICS S200"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_model"", ""value"": ""SINAMICS S200"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""servo"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""part_number"", ""value"": ""1FL2306-4AC01-0HB0"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""model_number"", ""value"": ""1FL2306-4AC01-0HB0"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""power"", ""value"": ""0.1 kW"", ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""wattage"", ""value"": ""0.1 kW"", ""key_priority"": 2, ""attribute_priority"": 5}, {""attribute_key"": ""kilowatt"", ""value"": ""0.1 kW"", ""key_priority"": 3, ""attribute_priority"": 5}]}",2250,501,$0.001877
helical gear motor,True,2,4,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""helical gear motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""gear_motor_type"",
      ""value"": ""helical gear motor"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""gear_type"",
      ""value"": ""helical"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""gear_design"",
      ""value"": ""helical"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""helical gear motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""gear_motor_type"", ""value"": ""helical gear motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""gear_type"", ""value"": ""helical"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""gear_design"", ""value"": ""helical"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2220,167,$0.001361
3330601 Cummins Electronic Fuel Control Actuator,True,4,8,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""part_number"",
      ""value"": ""3330601"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""brand"",
      ""value"": ""cummins"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""manufacturer"",
      ""value"": ""cummins"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""company"",
      ""value"": ""cummins"",
      ""key_priority"": 3,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""component_type"",
      ""value"": ""fuel control actuator"",
      ""key_priority"": 1,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""actuator_type"",
      ""value"": ""fuel control actuator"",
      ""key_priority"": 2,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""technology"",
      ""value"": ""electronic"",
      ""key_priority"": 1,
      ""attribute_priority"": 4
    },
    {
      ""attribute_key"": ""control_type"",
      ""value"": ""electronic"",
      ""key_priority"": 2,
      ""attribute_priority"": 4
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""part_number"", ""value"": ""3330601"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""brand"", ""value"": ""cummins"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""manufacturer"", ""value"": ""cummins"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""company"", ""value"": ""cummins"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""component_type"", ""value"": ""fuel control actuator"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""actuator_type"", ""value"": ""fuel control actuator"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""technology"", ""value"": ""electronic"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""control_type"", ""value"": ""electronic"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2231,316,$0.001589
Stepper Motor,True,1,2,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""stepper motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""stepper"",
      ""value"": ""stepper motor"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""stepper motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""stepper"", ""value"": ""stepper motor"", ""key_priority"": 2, ""attribute_priority"": 1}]}",2219,90,$0.001244
desert type copper 32 mm 1 cooler motor,True,4,8,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""cooler motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""application"",
      ""value"": ""cooler motor"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""winding_material"",
      ""value"": ""copper"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""material"",
      ""value"": ""copper"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""size"",
      ""value"": ""32 mm"",
      ""key_priority"": 1,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""dimension"",
      ""value"": ""32 mm"",
      ""key_priority"": 2,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""type"",
      ""value"": ""desert type"",
      ""key_priority"": 1,
      ""attribute_priority"": 4
    },
    {
      ""attribute_key"": ""model"",
      ""value"": ""desert type"",
      ""key_priority"": 2,
      ""attribute_priority"": 4
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""cooler motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""cooler motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""winding_material"", ""value"": ""copper"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""material"", ""value"": ""copper"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""size"", ""value"": ""32 mm"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""dimension"", ""value"": ""32 mm"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""type"", ""value"": ""desert type"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""model"", ""value"": ""desert type"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2227,311,$0.001580
9067/9069 Makita Armature By PowerSpeed,False,0,0,,,2230,3000,$0.005615
1 2 hp 775 12 v rs775 10000rpm 12v dc motor,True,7,13,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""dc motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""dc"",""value"":""dc motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""horsepower"",""value"":""1 2 hp"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""power"",""value"":""1 2 hp"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""hp"",""value"":""1 2 hp"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""size"",""value"":""775"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""frame_size"",""value"":""775"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""voltage"",""value"":""12v"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""volt"",""value"":""12v"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""feature"",""value"":""rs775"",""key_priority"":1,""attribute_priority"":5},{""attribute_key"":""rpm"",""value"":""10000 rpm"",""key_priority"":1,""attribute_priority"":6},{""attribute_key"":""speed"",""value"":""10000 rpm"",""key_priority"":2,""attribute_priority"":6},{""attribute_key"":""current_type"",""value"":""dc"",""key_priority"":1,""attribute_priority"":7}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""dc motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""dc"", ""value"": ""dc motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""horsepower"", ""value"": ""1 2 hp"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""power"", ""value"": ""1 2 hp"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""hp"", ""value"": ""1 2 hp"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""size"", ""value"": ""775"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""frame_size"", ""value"": ""775"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""voltage"", ""value"": ""12v"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""volt"", ""value"": ""12v"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""feature"", ""value"": ""rs775"", ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""rpm"", ""value"": ""10000 rpm"", ""key_priority"": 1, ""attribute_priority"": 6}, {""attribute_key"": ""speed"", ""value"": ""10000 rpm"", ""key_priority"": 2, ""attribute_priority"": 6}, {""attribute_key"": ""current_type"", ""value"": ""dc"", ""key_priority"": 1, ""attribute_priority"": 7}]}",2242,8342,$0.013634
5hp 3phase motor,True,3,5,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""horsepower"",
      ""value"": ""5hp"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""power"",
      ""value"": ""5hp"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""phase"",
      ""value"": ""3phase"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""phase_type"",
      ""value"": ""3phase"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 3
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""5hp"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""5hp"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""phase"", ""value"": ""3phase"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""phase_type"", ""value"": ""3phase"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 3}]}",2223,196,$0.001405
Bharat Benz Aluminium Housing,True,3,7,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""brand"",
      ""value"": ""Bharat Benz"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""manufacturer"",
      ""value"": ""Bharat Benz"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""company"",
      ""value"": ""Bharat Benz"",
      ""key_priority"": 3,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""material"",
      ""value"": ""Aluminium"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""housing_material"",
      ""value"": ""Aluminium"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""housing_type"",
      ""value"": ""Housing"",
      ""key_priority"": 1,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""component_type"",
      ""value"": ""Housing"",
      ""key_priority"": 2,
      ""attribute_priority"": 3
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Bharat Benz"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Bharat Benz"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Bharat Benz"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""material"", ""value"": ""Aluminium"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""housing_material"", ""value"": ""Aluminium"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""housing_type"", ""value"": ""Housing"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""component_type"", ""value"": ""Housing"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2221,275,$0.001523
