success,query,attr_count,isq_list,isq_pipe,error,request_number,raw_output
False,"copper extraction plant - twin screw design, 50 tpd output, 380 v, three phase, ms construction, popular brand, semi-automatic operation",0,[],,HTTP 400,309,
False,ss body solvent extraction plant 30 kg,0,[],,HTTP 400,310,
False,"manual co-rotating twin screw extruder for pharmaceutical applications, 100 kg capacity, 220 v voltage rating, single phase power supply, pvc body",0,[],,HTTP 400,311,
False,multi layer extruder 480 v 60 hz,0,[],,HTTP 400,312,
False,"teknik manual bitumen extractor machine with 500 kg/hr capacity, 240 v voltage, 3 phase, pvc body, suitable for laboratory",0,[],,HTTP 400,313,
False,5 tpd mother baby extruder ss body,0,[],,HTTP 400,314,
False,"kabra manual gold refining machine, 5 ton, 240 v, 1 phase",0,[],,HTTP 400,315,
False,semi-automatic ss 304 solid phase extraction system,0,[],,HTTP 400,316,
False,industrial centrifuge extractor laxmi 25 kg 440 v manual,0,[],,HTTP 400,317,
False,"manual ms epe foam extruder, capacity: 50 ton, voltage: 415 v, phase: single phase",0,[],,HTTP 400,318,
False,pvc pipe extruder machine 100 liter output 400 v 3 phase stainless steel,0,[],,HTTP 400,319,
False,10 kg/hr 1 phase foam extruder,0,[],,HTTP 400,320,
False,100 tpd fully automatic hdpe extruder 400 v 3 phase ss body,0,[],,HTTP 400,321,
False,manual aluminium xlpe cable extruder,0,[],,HTTP 400,322,
False,semi-automatic cast iron tube extrusion machine,0,[],,HTTP 400,323,
False,"looking for manual aba blown film machine with specifications: capacity 100 kg, voltage 230 v, phase 1 phase, body material ss 316, application plastic processing",0,[],,HTTP 400,324,
False,pet extruder machine 10 tpd output 240 v three phase titanium,0,[],,HTTP 400,325,
False,mahindra wire extruder 100 kg,0,[],,HTTP 400,326,
False,new extruder machine,0,[],,HTTP 400,327,
False,"kabra make fully automatic wpc extruder, production capacity: 500 ton, voltage: 440 v, phase: single phase, material: titanium, power: 3 kw",0,[],,HTTP 400,328,
False,semi-automatic pvc extruder 220 v,0,[],,HTTP 400,329,
False,"teknik manual plastic extruder, 10 ton, 400 v, 1 phase",0,[],,HTTP 400,330,
False,"automatic herbal extraction plant for food processing applications, 150 kg/hr capacity, 230 v voltage rating, single phase power supply, ss 316 body",0,[],,HTTP 400,331,
False,bitumen extractor with 7.5 hp power 400 v,0,[],,HTTP 400,332,
False,"fully automatic silver refinery machine for industrial, capacity: 30 kg, power: 2 kw",0,[],,HTTP 400,333,
False,"pet extruder machine specifications - brand: kabra, capacity: 500 kg/hr, voltage: 220 v, phase: 3 phase, body material: stainless steel, automation: manual",0,[],,HTTP 400,334,
False,silver refinery machine co-rotating design 10 kg/hr,0,[],,HTTP 400,335,
False,pp liquid extraction system 100 liter capacity,0,[],,HTTP 400,336,
False,"high quality semi-automatic wire extruder co-rotating type, 100 kg, 230 v supply, 1 phase, pvc body, teknik brand for wire & cable",0,[],,HTTP 400,337,
False,fully automatic lab extruder 230 v,0,[],,HTTP 400,338,
False,pet extruder 380 v 50 hz,0,[],,HTTP 400,339,
False,"teknik semi-automatic single die extruder, 20 kg, 440 v, 1 phase",0,[],,HTTP 400,340,
False,zinc recovery unit for laboratory,0,[],,HTTP 400,341,
False,conical solvent extraction plant 500 kg/hr semi-automatic 380 v,0,[],,HTTP 400,342,
False,pet extruder 480 v,0,[],,HTTP 400,343,
False,"swaraj make semi-automatic wire extruder, production capacity: 10 kg, voltage: 230 v, phase: 3 phase, material: ss 316, power: 20 kw",0,[],,HTTP 400,344,
False,oleoresin extraction plant twin screw design 500 liter,0,[],,HTTP 400,345,
False,hydro extractor 230 v 60 hz,0,[],,HTTP 400,346,
False,"manual twin screw extruder for agricultural applications, 500 kg/hr capacity, 220 v voltage rating, single phase power supply, aluminium body",0,[],,HTTP 400,347,
False,500 kg/hr wpc extruder pvc body,0,[],,HTTP 400,348,
False,stainless steel solvent extraction plant,0,[],,HTTP 400,349,
False,"industrial grade fully automatic hydro extractor with parallel design, 5 kg capacity, operating voltage 220 v, 1 phase, ms body material",0,[],,HTTP 400,350,
False,"semi-automatic mild steel zinc recovery unit, capacity: 20 tpd, voltage: 440 v, phase: single phase",0,[],,HTTP 400,351,
False,new co-rotating twin screw extruder,0,[],,HTTP 400,352,
False,"semi-automatic oleoresin extraction plant for pharmaceutical, capacity: 50 kg/hr, power: 7.5 kw",0,[],,HTTP 400,353,
False,polymer extruder 480 v three phase,0,[],,HTTP 400,354,
False,zinc recovery unit for research 25 kg/hr,0,[],,HTTP 400,355,
False,metal refining plant twin screw design 250 kg/hr,0,[],,HTTP 400,356,
False,eureka automatic pvc extruder,0,[],,HTTP 400,357,
False,aluminium extrusion plant 240 v,0,[],,HTTP 400,358,
False,mother baby extruder 440 v 50 hz,0,[],,HTTP 400,359,
False,single screw oleoresin extraction plant 5 kg fully automatic 220 v,0,[],,HTTP 400,360,
False,200 tpd 3 phase ldpe blown film machine,0,[],,HTTP 400,361,
False,"fully automatic multi layer extruder for food processing applications, 50 kg/hr capacity, 415 v voltage rating, single phase power supply, stainless steel body",0,[],,HTTP 400,362,
False,titanium body film extrusion machine with 10 tpd capacity and 220 v voltage,0,[],,HTTP 400,363,
False,"rajco semi-automatic hdpe extruder machine with 10 kg capacity, 380 v voltage, 1 phase, stainless steel body, suitable for laboratory",0,[],,HTTP 400,364,
False,"double die extruder machine specifications - brand: laxmi, capacity: 25 kg, voltage: 480 v, phase: single phase, body material: aluminium, automation: semi-automatic",0,[],,HTTP 400,365,
False,curcumin extraction plant 2 kw motor 200 kg,0,[],,HTTP 400,366,
False,"centrifuge extractor - parallel design, 500 liter output, 440 v, 1 phase, aluminium construction, laxmi brand, fully automatic operation",0,[],,HTTP 400,367,
False,"manual co-rotating twin screw extruder for food processing, capacity: 5 kg, power: 3 kw",0,[],,HTTP 400,368,
False,wpc extruder with 10 kw power 440 v,0,[],,HTTP 400,369,
False,teknik semi-automatic epe foam extruder,0,[],,HTTP 400,370,
False,1 tpd epe foam extruder cast iron body,0,[],,HTTP 400,371,
False,gold star aluminium extrusion plant 1 tpd,0,[],,HTTP 400,372,
False,pp extruder machine 300 kg/hr output 415 v single phase pp,0,[],,HTTP 400,373,
False,"automatic sheet extruder for recycling applications, 500 kg/hr capacity, 230 v voltage rating, three phase power supply, pvc body",0,[],,HTTP 400,374,
False,"swaraj make semi-automatic gold refinery plant, production capacity: 5 kg/hr, voltage: 230 v, phase: single phase, material: mild steel, power: 50 hp",0,[],,HTTP 400,375,
False,pp solvent extraction plant 200 liter capacity,0,[],,HTTP 400,376,
False,jockey extruder machine 50 tpd output 480 v three phase ss,0,[],,HTTP 400,377,
False,automatic pp extruder,0,[],,HTTP 400,378,
False,mild steel body gold refining machine with 50 kg capacity and 440 v voltage,0,[],,HTTP 400,379,
False,semi-automatic double die extruder 480 v,0,[],,HTTP 400,380,
False,solid phase extraction system for agricultural 100 kg,0,[],,HTTP 400,381,
False,50 kg three phase solvent extraction plant,0,[],,HTTP 400,382,
False,mother baby extruder machine 250 kg/hr output 240 v 1 phase ss 316,0,[],,HTTP 400,383,
False,teknik fully automatic pvc extruder,0,[],,HTTP 400,384,
False,rice bran extraction plant for recycling,0,[],,HTTP 400,385,
False,"industrial grade semi-automatic tube extrusion machine with parallel design, 100 kg capacity, operating voltage 240 v, single phase, aluminium body material",0,[],,HTTP 400,386,
False,zinc recovery unit with 3 hp power 415 v,0,[],,HTTP 400,387,
False,"basket extruder for wire & cable use, 25 kg, 415 v, popular brand",0,[],,HTTP 400,388,
False,"oleoresin extraction plant for laboratory use, 25 kg/hr, 440 v, swaraj brand",0,[],,HTTP 400,389,
False,"automatic wpc extruder for agricultural, capacity: 20 kg, power: 15 hp",0,[],,HTTP 400,390,
False,rajco manual extruder machine,0,[],,HTTP 400,391,
False,kabra semi-automatic foam extruder,0,[],,HTTP 400,392,
False,hydro extractor for plastic processing,0,[],,HTTP 400,393,
False,"herbal extraction plant - twin screw design, 10 kg/hr output, 230 v, 3 phase, hdpe construction, unique brand, manual operation",0,[],,HTTP 400,394,
False,10 tpd 1 phase conical twin screw extruder,0,[],,HTTP 400,395,
False,ss 304 body pvc extruder 200 liter,0,[],,HTTP 400,396,
False,titanium oil extraction plant 500 liter capacity,0,[],,HTTP 400,397,
False,refurbished curcumin extraction plant,0,[],,HTTP 400,398,
False,"manual double die extruder for agricultural applications, 10 tpd capacity, 480 v voltage rating, 3 phase power supply, titanium body",0,[],,HTTP 400,399,
False,750 kg/hr manual silver refining plant,0,[],,HTTP 400,400,
False,industrial centrifuge extractor unique 500 liter 380 v fully automatic,0,[],,HTTP 400,401,
False,aluminium body zinc recovery unit with 100 liter capacity and 440 v voltage,0,[],,HTTP 400,402,
False,kabra tube extrusion machine,0,[],,HTTP 400,403,
False,co-rotating twin screw extruder 10 kw motor 5 tpd,0,[],,HTTP 400,404,
False,automatic ldpe blown film machine,0,[],,HTTP 400,405,
False,hdpe body conical twin screw extruder 750 kg/hr,0,[],,HTTP 400,406,
False,"bitumen extractor machine specifications - brand: eureka, capacity: 10 ton, voltage: 440 v, phase: 3 phase, body material: cast iron, automation: automatic",0,[],,HTTP 400,407,
False,titanium pvc extruder 5 kg/hr capacity,0,[],,HTTP 400,408,
False,"industrial grade manual multi layer extruder with single screw design, 300 kg/hr capacity, operating voltage 230 v, 3 phase, ss 316 body material",0,[],,HTTP 400,409,
False,"manual ss 316 blown film extrusion machine, capacity: 100 kg/hr, voltage: 440 v, phase: 3 phase",0,[],,HTTP 400,410,
False,"plastic extruder for industrial use, 300 kg/hr, 230 v, turbo brand",0,[],,HTTP 400,411,
False,ss silver refining plant 5 tpd capacity,0,[],,HTTP 400,412,
False,manual liquid extraction system,0,[],,HTTP 400,413,
False,zinc recovery unit for wire & cable 1000 liter,0,[],,HTTP 400,414,
False,liquid extraction system with 7.5 hp power 380 v,0,[],,HTTP 400,415,
False,250 kg/hr 1 phase epe foam extruder,0,[],,HTTP 400,416,
False,"manual plastic recycling extruder for laboratory, capacity: 500 kg/hr, power: 25 hp",0,[],,HTTP 400,417,
False,ss 304 extruder machine 500 kg capacity,0,[],,HTTP 400,418,
False,manual pipe extrusion machine,0,[],,HTTP 400,419,
False,unique fully automatic epe foam extruder,0,[],,HTTP 400,420,
False,200 tpd 3 phase epe foam extruder,0,[],,HTTP 400,421,
False,new extruder machine,0,[],,HTTP 400,422,
False,fully automatic copper extraction plant 415 v,0,[],,HTTP 400,423,
False,foam extruder machine 20 kg output 400 v 3 phase mild steel,0,[],,HTTP 400,424,
False,fully automatic metal recovery plant 230 v,0,[],,HTTP 400,425,
False,jockey extruder machine 50 tpd output 220 v single phase hdpe,0,[],,HTTP 400,426,
False,"automatic wpc extruder for packaging, capacity: 1 tpd, power: 1 kw",0,[],,HTTP 400,427,
False,"looking for manual hydro extractor with specifications: capacity 500 ton, voltage 400 v, phase 1 phase, body material titanium, application laboratory",0,[],,HTTP 400,428,
False,conical twin screw extruder for packaging,0,[],,HTTP 400,429,
False,industrial blown film extrusion machine prism 100 tpd 400 v semi-automatic,0,[],,HTTP 400,430,
False,"semi-automatic bitumen extractor for plastic processing, capacity: 25 kg/hr, power: 1 hp",0,[],,HTTP 400,431,
False,co-rotating twin screw extruder for agricultural,0,[],,HTTP 400,432,
False,mother baby extruder machine 200 kg output 480 v three phase mild steel,0,[],,HTTP 400,433,
False,pp body wpc extruder 50 kg,0,[],,HTTP 400,434,
False,ms plastic extruder 500 ton capacity,0,[],,HTTP 400,435,
False,ss body liquid extraction system 100 kg/hr,0,[],,HTTP 400,436,
False,"high quality fully automatic rice bran extraction plant conical type, 20 kg, 380 v supply, 1 phase, ss 304 body, kabra brand for agricultural",0,[],,HTTP 400,437,
False,industrial oleoresin extraction plant prism 250 kg/hr 230 v automatic,0,[],,HTTP 400,438,
False,10 kg/hr twin screw extruder,0,[],,HTTP 400,439,
False,lab extruder 20 kw motor 200 kg,0,[],,HTTP 400,440,
False,5 kg three phase curcumin extraction plant,0,[],,HTTP 400,441,
False,metal recovery plant 480 v 50/60 hz,0,[],,HTTP 400,442,
False,laxmi jockey extruder 25 kg,0,[],,HTTP 400,443,
False,"labh group automatic xlpe cable extruder, 5 ton, 400 v, 1 phase",0,[],,HTTP 400,444,
False,750 kg/hr wpc extruder ms body,0,[],,HTTP 400,445,
False,100 tpd three phase pet extruder,0,[],,HTTP 400,446,
False,"looking for automatic epe foam extruder with specifications: capacity 300 kg/hr, voltage 480 v, phase single phase, body material ss 304, application plastic processing",0,[],,HTTP 400,447,
False,"industrial grade manual pet extruder with conical design, 500 ton capacity, operating voltage 400 v, 1 phase, stainless steel body material",0,[],,HTTP 400,448,
False,"industrial grade semi-automatic oil extraction plant with single screw design, 250 kg/hr capacity, operating voltage 400 v, three phase, stainless steel body material",0,[],,HTTP 400,449,
False,"rajco manual multi layer extruder machine with 50 tpd capacity, 480 v voltage, 1 phase, pp body, suitable for plastic processing",0,[],,HTTP 400,450,
False,liquid extraction system,0,[],,HTTP 400,451,
False,sheet extruder 230 v 1 phase,0,[],,HTTP 400,452,
False,cable extruder machine 500 ton output 400 v three phase pp,0,[],,HTTP 400,453,
False,ss 316 body bitumen extractor 750 kg/hr,0,[],,HTTP 400,454,
False,cast iron silver refining plant 200 kg capacity,0,[],,HTTP 400,455,
False,fully automatic mild steel xlpe cable extruder,0,[],,HTTP 400,456,
False,conical single die extruder 5 ton semi-automatic 480 v,0,[],,HTTP 400,457,
False,semi-automatic mild steel film extrusion machine,0,[],,HTTP 400,458,
False,"rajco fully automatic basket extruder, 50 tpd, 415 v, three phase",0,[],,HTTP 400,459,
False,kabra pp extruder 50 tpd,0,[],,HTTP 400,460,
False,"xlpe cable extruder - conical design, 100 kg output, 220 v, 3 phase, ss construction, turbo brand, semi-automatic operation",0,[],,HTTP 400,461,
False,rajco manual cable extruder,0,[],,HTTP 400,462,
False,jockey extruder with 7.5 hp power 440 v,0,[],,HTTP 400,463,
False,"solvent extraction plant for plastic processing use, 5 ton, 400 v, rajco brand",0,[],,HTTP 400,464,
False,1000 kg/hr 1 phase oil extraction plant,0,[],,HTTP 400,465,
False,hdpe plastic extruder,0,[],,HTTP 400,466,
False,200 liter semi-automatic sheet extruder,0,[],,HTTP 400,467,
False,"automatic ss 304 silver refining plant, capacity: 200 liter, voltage: 230 v, phase: 3 phase",0,[],,HTTP 400,468,
False,rajco oil extraction plant 500 kg/hr,0,[],,HTTP 400,469,
False,"automatic gold refining machine for agricultural, capacity: 200 kg, power: 3 hp",0,[],,HTTP 400,470,
False,"mahindra fully automatic jockey extruder, 5 kg, 230 v, three phase",0,[],,HTTP 400,471,
False,"wpc extruder - turbo make, 200 kg/hr, cast iron, 1 phase",0,[],,HTTP 400,472,
False,aluminium extrusion plant 220 v 3 phase,0,[],,HTTP 400,473,
False,twin screw extruder for agricultural 1000 liter,0,[],,HTTP 400,474,
False,ss 304 cable extruder,0,[],,HTTP 400,475,
False,conical twin screw extruder with 25 hp power 220 v,0,[],,HTTP 400,476,
False,"looking for semi-automatic sheet extruder with specifications: capacity 100 tpd, voltage 440 v, phase 3 phase, body material ms, application pharmaceutical",0,[],,HTTP 400,477,
False,eureka automatic xlpe cable extruder,0,[],,HTTP 400,478,
False,metal refining plant for plastic processing 25 kg/hr,0,[],,HTTP 400,479,
False,"conical twin screw extruder - single screw design, 200 kg/hr output, 415 v, 3 phase, titanium construction, unique brand, manual operation",0,[],,HTTP 400,480,
False,fully automatic extruder machine,0,[],,HTTP 400,481,
False,750 kg/hr gold refining machine,0,[],,HTTP 400,482,
False,lab extruder 480 v three phase,0,[],,HTTP 400,483,
False,gold star semi-automatic plastic extruder,0,[],,HTTP 400,484,
False,"semi-automatic mild steel oleoresin extraction plant, capacity: 50 tpd, voltage: 400 v, phase: three phase",0,[],,HTTP 400,485,
False,solid phase extraction system,0,[],,HTTP 400,486,
False,stainless steel copper extraction plant,0,[],,HTTP 400,487,
False,"double die extruder for laboratory use, 50 ton, 415 v, labh group brand",0,[],,HTTP 400,488,
False,gold star herbal extraction plant 25 kg,0,[],,HTTP 400,489,
False,100 kg single phase centrifuge extractor,0,[],,HTTP 400,490,
False,"high quality semi-automatic solvent extraction plant single screw type, 500 kg/hr, 415 v supply, 3 phase, hdpe body, rajco brand for industrial",0,[],,HTTP 400,491,
False,"oleoresin extraction plant - single screw design, 50 tpd output, 415 v, single phase, ss 304 construction, gold star brand, fully automatic operation",0,[],,HTTP 400,492,
False,ldpe blown film machine 10 hp motor 1 ton,0,[],,HTTP 400,493,
False,aba blown film machine 380 v 1 phase,0,[],,HTTP 400,494,
False,solid phase extraction system 3 kw motor 20 kg,0,[],,HTTP 400,495,
False,"fully automatic basket extruder for agricultural applications, 5 kg capacity, 220 v voltage rating, single phase power supply, cast iron body",0,[],,HTTP 400,496,
False,single die extruder with 3 hp power 380 v,0,[],,HTTP 400,497,
False,"jockey extruder machine specifications - brand: gold star, capacity: 1 tpd, voltage: 440 v, phase: single phase, body material: mild steel, automation: semi-automatic",0,[],,HTTP 400,498,
False,gold refinery plant 400 v single phase,0,[],,HTTP 400,499,
False,750 kg/hr fully automatic mother baby extruder,0,[],,HTTP 400,500,
False,"industrial grade fully automatic metal recovery plant with single screw design, 10 kg/hr capacity, operating voltage 380 v, 3 phase, pvc body material",0,[],,HTTP 400,501,
False,semi-automatic wpc extruder 220 v,0,[],,HTTP 400,502,
False,5 tpd semi-automatic oil extraction plant 415 v single phase titanium body,0,[],,HTTP 400,503,
False,mother baby extruder 240 v 1 phase,0,[],,HTTP 400,504,
False,semi-automatic blown film extrusion machine 220 v,0,[],,HTTP 400,505,
False,"automatic film extrusion machine for agricultural, capacity: 20 kg, power: 3 kw",0,[],,HTTP 400,506,
False,"bitumen extractor machine specifications - brand: prism, capacity: 5 kg/hr, voltage: 415 v, phase: 1 phase, body material: mild steel, automation: fully automatic",0,[],,HTTP 400,507,
False,copper extraction plant,0,[],,HTTP 400,508,
False,"plastic extruder - rajco make, 5 kg, cast iron, single phase",0,[],,HTTP 400,509,
False,cable extruder,0,[],,HTTP 400,510,
False,pp multi layer extruder 1000 kg/hr capacity,0,[],,HTTP 400,511,
False,"metal recovery plant for research use, 1 ton, 240 v, laxmi brand",0,[],,HTTP 400,512,
False,25 kg manual zinc recovery unit 415 v 1 phase hdpe body,0,[],,HTTP 400,513,
False,automatic hdpe hdpe extruder,0,[],,HTTP 400,514,
False,multi layer extruder for pharmaceutical,0,[],,HTTP 400,515,
False,250 kg/hr 3 phase herbal extraction plant,0,[],,HTTP 400,516,
False,liquid extraction system 2 hp motor 200 tpd,0,[],,HTTP 400,517,
False,silver refinery machine for packaging 5 kg,0,[],,HTTP 400,518,
False,cast iron aluminium extrusion plant,0,[],,HTTP 400,519,
False,"multi layer extruder for research use, 200 kg, 415 v, prism brand",0,[],,HTTP 400,520,
False,basket extruder 380 v 50/60 hz,0,[],,HTTP 400,521,
False,automatic ms lab extruder,0,[],,HTTP 400,522,
False,"mahindra automatic pipe extrusion machine, 10 tpd, 220 v, 1 phase",0,[],,HTTP 400,523,
False,bitumen extractor 230 v 60 hz,0,[],,HTTP 400,524,
False,ss body tube extrusion machine 50 kg/hr,0,[],,HTTP 400,525,
False,wpc extruder 480 v 50 hz,0,[],,HTTP 400,526,
False,turbo semi-automatic tube extrusion machine,0,[],,HTTP 400,527,
False,industrial hdpe extruder kabra 50 ton 240 v semi-automatic,0,[],,HTTP 400,528,
False,1000 kg/hr fully automatic pvc pipe extruder,0,[],,HTTP 400,529,
False,stainless steel body copper extraction plant with 5 kg/hr capacity and 230 v voltage,0,[],,HTTP 400,530,
False,fully automatic silver refining plant 400 v,0,[],,HTTP 400,531,
False,ss 304 liquid extraction system,0,[],,HTTP 400,532,
False,ldpe blown film machine 7.5 kw motor 100 kg,0,[],,HTTP 400,533,
False,10 ton manual solid phase extraction system,0,[],,HTTP 400,534,
False,"manual pvc pipe extruder for recycling, capacity: 100 ton, power: 20 kw",0,[],,HTTP 400,535,
False,300 kg/hr monolayer extruder,0,[],,HTTP 400,536,
False,"double die extruder - unique make, 10 kg, ms, single phase",0,[],,HTTP 400,537,
False,used twin screw extruder,0,[],,HTTP 400,538,
False,titanium body bitumen extractor 200 liter,0,[],,HTTP 400,539,
False,"automatic stainless steel plastic recycling extruder, capacity: 500 liter, voltage: 220 v, phase: 1 phase",0,[],,HTTP 400,540,
False,fully automatic lab extruder,0,[],,HTTP 400,541,
False,polymer extruder 380 v single phase,0,[],,HTTP 400,542,
False,500 ton wpc extruder ss 316 body,0,[],,HTTP 400,543,
False,wire extruder for chemical industries 500 ton,0,[],,HTTP 400,544,
False,automatic ss aluminium extrusion plant,0,[],,HTTP 400,545,
False,ss 316 rice bran extraction plant 200 kg/hr capacity,0,[],,HTTP 400,546,
False,cast iron zinc recovery unit,0,[],,HTTP 400,547,
False,"fully automatic oil extraction plant for chemical industries, capacity: 20 tpd, power: 20 kw",0,[],,HTTP 400,548,
False,metal recovery plant with 10 hp power 380 v,0,[],,HTTP 400,549,
False,"automatic lab extruder for industrial, capacity: 20 tpd, power: 5 hp",0,[],,HTTP 400,550,
False,curcumin extraction plant,0,[],,HTTP 400,551,
False,cable extruder,0,[],,HTTP 400,552,
False,mild steel centrifuge extractor 200 liter capacity,0,[],,HTTP 400,553,
False,30 kg semi-automatic hydro extractor 230 v single phase hdpe body,0,[],,HTTP 400,554,
False,curcumin extraction plant conical design 750 kg/hr,0,[],,HTTP 400,555,
False,"mother baby extruder - kabra make, 10 kg/hr, ss, 1 phase",0,[],,HTTP 400,556,
False,labh group lab extruder 200 kg,0,[],,HTTP 400,557,
False,"high quality fully automatic gold refinery plant conical type, 30 kg, 220 v supply, three phase, pp body, kabra brand for chemical industries",0,[],,HTTP 400,558,
False,"cable extruder - swaraj make, 100 kg/hr, ms, single phase",0,[],,HTTP 400,559,
False,"fully automatic tube extrusion machine for plastic processing applications, 50 ton capacity, 220 v voltage rating, 3 phase power supply, hdpe body",0,[],,HTTP 400,560,
False,teknik semi-automatic polymer extruder,0,[],,HTTP 400,561,
False,turbo solid phase extraction system 10 ton,0,[],,HTTP 400,562,
False,jockey extruder 50 hp motor 100 tpd,0,[],,HTTP 400,563,
False,"industrial grade manual basket extruder with co-rotating design, 200 liter capacity, operating voltage 400 v, three phase, stainless steel body material",0,[],,HTTP 400,564,
False,prism semi-automatic foam extruder,0,[],,HTTP 400,565,
False,hdpe copper extraction plant 50 ton capacity,0,[],,HTTP 400,566,
False,rice bran extraction plant with 1 hp power 240 v,0,[],,HTTP 400,567,
False,mother baby extruder 240 v 3 phase,0,[],,HTTP 400,568,
False,gold refinery plant with 50 hp power 240 v,0,[],,HTTP 400,569,
False,"manual plastic recycling extruder for laboratory, capacity: 100 tpd, power: 15 kw",0,[],,HTTP 400,570,
False,cable extruder 7.5 hp motor 20 tpd,0,[],,HTTP 400,571,
False,industrial xlpe cable extruder teknik 1 ton 380 v fully automatic,0,[],,HTTP 400,572,
False,aluminium body co-rotating twin screw extruder with 100 tpd capacity and 220 v voltage,0,[],,HTTP 400,573,
False,used mother baby extruder,0,[],,HTTP 400,574,
False,"mahindra make semi-automatic pp extruder, production capacity: 5 kg, voltage: 440 v, phase: three phase, material: hdpe, power: 5 kw",0,[],,HTTP 400,575,
False,500 kg/hr hdpe extruder cast iron body,0,[],,HTTP 400,576,
False,"high quality automatic foam extruder parallel type, 750 kg/hr, 415 v supply, 3 phase, ms body, popular brand for food processing",0,[],,HTTP 400,577,
False,rajco manual jockey extruder,0,[],,HTTP 400,578,
False,"semi-automatic titanium single die extruder, capacity: 100 tpd, voltage: 480 v, phase: 3 phase",0,[],,HTTP 400,579,
False,"plastic extruder machine specifications - brand: turbo, capacity: 50 kg, voltage: 230 v, phase: 1 phase, body material: ss 304, automation: semi-automatic",0,[],,HTTP 400,580,
False,"bitumen extractor machine specifications - brand: eureka, capacity: 10 kg/hr, voltage: 415 v, phase: 3 phase, body material: cast iron, automation: semi-automatic",0,[],,HTTP 400,581,
False,aba blown film machine,0,[],,HTTP 400,582,
False,silver refining plant single screw design 25 kg/hr,0,[],,HTTP 400,583,
False,pp wpc extruder,0,[],,HTTP 400,584,
False,200 kg/hr single phase conical twin screw extruder,0,[],,HTTP 400,585,
False,"rice bran extraction plant machine specifications - brand: eureka, capacity: 1 ton, voltage: 220 v, phase: 3 phase, body material: hdpe, automation: semi-automatic",0,[],,HTTP 400,586,
False,"mahindra automatic basket extruder machine with 50 ton capacity, 240 v voltage, three phase, titanium body, suitable for industrial",0,[],,HTTP 400,587,
False,conical plastic extruder 200 kg automatic 400 v,0,[],,HTTP 400,588,
False,herbal extraction plant machine 25 kg/hr output 400 v three phase hdpe,0,[],,HTTP 400,589,
False,1000 kg/hr automatic pet extruder 400 v three phase titanium body,0,[],,HTTP 400,590,
False,gold refining machine with 2 hp power 440 v,0,[],,HTTP 400,591,
False,hdpe blown film extrusion machine 5 tpd capacity,0,[],,HTTP 400,592,
False,"industrial grade manual curcumin extraction plant with twin screw design, 500 kg/hr capacity, operating voltage 440 v, three phase, titanium body material",0,[],,HTTP 400,593,
False,"manual ms pvc extruder, capacity: 100 kg/hr, voltage: 480 v, phase: 1 phase",0,[],,HTTP 400,594,
False,titanium xlpe cable extruder,0,[],,HTTP 400,595,
False,fully automatic pvc polymer extruder,0,[],,HTTP 400,596,
False,foam extruder machine 10 ton output 440 v three phase ss 316,0,[],,HTTP 400,597,
False,parallel conical twin screw extruder 500 kg fully automatic 415 v,0,[],,HTTP 400,598,
False,"automatic mild steel pp extruder, capacity: 1000 kg/hr, voltage: 480 v, phase: 1 phase",0,[],,HTTP 400,599,
False,semi-automatic twin screw extruder,0,[],,HTTP 400,600,
False,lab extruder machine 750 kg/hr output 400 v three phase aluminium,0,[],,HTTP 400,601,
False,semi-automatic mild steel pp extruder,0,[],,HTTP 400,602,
False,semi-automatic co-rotating twin screw extruder 380 v,0,[],,HTTP 400,603,
False,"industrial grade fully automatic extruder machine with co-rotating design, 100 liter capacity, operating voltage 415 v, 1 phase, hdpe body material",0,[],,HTTP 400,604,
False,"automatic pvc gold refining machine, capacity: 50 ton, voltage: 415 v, phase: 3 phase",0,[],,HTTP 400,605,
False,100 kg 3 phase liquid extraction system,0,[],,HTTP 400,606,
False,"eureka manual pet extruder machine with 25 kg/hr capacity, 440 v voltage, 1 phase, ms body, suitable for wire & cable",0,[],,HTTP 400,607,
False,"rajco fully automatic sheet extruder, 1 tpd, 480 v, three phase",0,[],,"HTTPSConnectionPool(host='imllm.intermesh.net', port=443): Max retries exceeded with url: /v1/chat/completions (Caused by NameResolutionError(""HTTPSConnection(host='imllm.intermesh.net', port=443): Failed to resolve 'imllm.intermesh.net' ([Errno 11001] getaddrinfo failed)""))",608,
False,500 ton monolayer extruder,0,[],,HTTP 400,609,
False,"laxmi fully automatic plastic extruder, 200 liter, 240 v, three phase",0,[],,HTTP 400,610,
False,"aba blown film machine for wire & cable use, 50 ton, 220 v, turbo brand",0,[],,HTTP 400,611,
False,"fully automatic aluminium extrusion plant for laboratory applications, 50 ton capacity, 240 v voltage rating, single phase power supply, aluminium body",0,[],,HTTP 400,612,
False,industrial foam extruder gold star 5 tpd 400 v automatic,0,[],,HTTP 400,613,
False,1 ton xlpe cable extruder,0,[],,HTTP 400,614,
False,"semi-automatic mild steel bitumen extractor, capacity: 20 kg, voltage: 380 v, phase: 1 phase",0,[],,HTTP 400,615,
False,"kabra fully automatic metal recovery plant machine with 20 kg capacity, 415 v voltage, three phase, titanium body, suitable for industrial",0,[],,HTTP 400,616,
False,industrial ldpe blown film machine turbo 20 kg 480 v automatic,0,[],,HTTP 400,617,
False,"single die extruder - turbo make, 50 kg, mild steel, 1 phase",0,[],,HTTP 400,618,
