query,ground_truth_count,qmeans_count,gemini_count,gemma_count,ground_truth_attrs,qmeans_attrs,gemini_attrs,gemma_attrs,GT_ATTR1_KEY,GT_ATTR1_VAL,QM_ATTR1_KEY,QM_ATTR1_VAL,GM_ATTR1_KEY,GM_ATTR1_VAL,GM_ATTR2_KEY,GM_ATTR2_VAL,QM_vs_GN_ATTR1_KEY_FOUND,QM_vs_GN_ATTR1_VAL_MATCH,QM_vs_GN_ATTR2_KEY_FOUND,QM_vs_GN_ATTR2_VAL_MATCH,QM_vs_GN_ATTR3_KEY_FOUND,QM_vs_GN_ATTR3_VAL_MATCH,QM_vs_GN_ATTR4_KEY_FOUND,QM_vs_GN_ATTR4_VAL_MATCH,QM_vs_GN_ATTR5_KEY_FOUND,QM_vs_GN_ATTR5_VAL_MATCH,QM_vs_GN_ATTR6_KEY_FOUND,QM_vs_GN_ATTR6_VAL_MATCH,QM_vs_GN_ATTR7_KEY_FOUND,QM_vs_GN_ATTR7_VAL_MATCH,QM_vs_GN_ATTR8_KEY_FOUND,QM_vs_GN_ATTR8_VAL_MATCH,QM_vs_GN_ATTR9_KEY_FOUND,QM_vs_GN_ATTR9_VAL_MATCH,GN_vs_QM_ATTR1_KEY_FOUND,GN_vs_QM_ATTR1_VAL_MATCH,GN_vs_QM_ATTR2_KEY_FOUND,GN_vs_QM_ATTR2_VAL_MATCH,GN_vs_QM_ATTR3_KEY_FOUND,GN_vs_QM_ATTR3_VAL_MATCH,GN_vs_QM_ATTR4_KEY_FOUND,GN_vs_QM_ATTR4_VAL_MATCH,GN_vs_QM_ATTR5_KEY_FOUND,GN_vs_QM_ATTR5_VAL_MATCH,GN_vs_QM_ATTR6_KEY_FOUND,GN_vs_QM_ATTR6_VAL_MATCH,GN_vs_QM_ATTR7_KEY_FOUND,GN_vs_QM_ATTR7_VAL_MATCH,GN_vs_QM_ATTR8_KEY_FOUND,GN_vs_QM_ATTR8_VAL_MATCH,GN_vs_QM_ATTR9_KEY_FOUND,GN_vs_QM_ATTR9_VAL_MATCH,QM_vs_GM_ATTR1_KEY_FOUND,QM_vs_GM_ATTR1_VAL_MATCH,QM_vs_GM_ATTR2_KEY_FOUND,QM_vs_GM_ATTR2_VAL_MATCH,QM_vs_GM_ATTR3_KEY_FOUND,QM_vs_GM_ATTR3_VAL_MATCH,QM_vs_GM_ATTR4_KEY_FOUND,QM_vs_GM_ATTR4_VAL_MATCH,QM_vs_GM_ATTR5_KEY_FOUND,QM_vs_GM_ATTR5_VAL_MATCH,QM_vs_GM_ATTR6_KEY_FOUND,QM_vs_GM_ATTR6_VAL_MATCH,QM_vs_GM_ATTR7_KEY_FOUND,QM_vs_GM_ATTR7_VAL_MATCH,QM_vs_GM_ATTR8_KEY_FOUND,QM_vs_GM_ATTR8_VAL_MATCH,QM_vs_GM_ATTR9_KEY_FOUND,QM_vs_GM_ATTR9_VAL_MATCH,GM_vs_QM_ATTR1_KEY_FOUND,GM_vs_QM_ATTR1_VAL_MATCH,GM_vs_QM_ATTR2_KEY_FOUND,GM_vs_QM_ATTR2_VAL_MATCH,GM_vs_QM_ATTR3_KEY_FOUND,GM_vs_QM_ATTR3_VAL_MATCH,GM_vs_QM_ATTR4_KEY_FOUND,GM_vs_QM_ATTR4_VAL_MATCH,GM_vs_QM_ATTR5_KEY_FOUND,GM_vs_QM_ATTR5_VAL_MATCH,GM_vs_QM_ATTR6_KEY_FOUND,GM_vs_QM_ATTR6_VAL_MATCH,GM_vs_QM_ATTR7_KEY_FOUND,GM_vs_QM_ATTR7_VAL_MATCH,GM_vs_QM_ATTR8_KEY_FOUND,GM_vs_QM_ATTR8_VAL_MATCH,GM_vs_QM_ATTR9_KEY_FOUND,GM_vs_QM_ATTR9_VAL_MATCH,GN_vs_GM_ATTR1_KEY_FOUND,GN_vs_GM_ATTR1_VAL_MATCH,GN_vs_GM_ATTR2_KEY_FOUND,GN_vs_GM_ATTR2_VAL_MATCH,GN_vs_GM_ATTR3_KEY_FOUND,GN_vs_GM_ATTR3_VAL_MATCH,GN_vs_GM_ATTR4_KEY_FOUND,GN_vs_GM_ATTR4_VAL_MATCH,GN_vs_GM_ATTR5_KEY_FOUND,GN_vs_GM_ATTR5_VAL_MATCH,GN_vs_GM_ATTR6_KEY_FOUND,GN_vs_GM_ATTR6_VAL_MATCH,GN_vs_GM_ATTR7_KEY_FOUND,GN_vs_GM_ATTR7_VAL_MATCH,GN_vs_GM_ATTR8_KEY_FOUND,GN_vs_GM_ATTR8_VAL_MATCH,GN_vs_GM_ATTR9_KEY_FOUND,GN_vs_GM_ATTR9_VAL_MATCH,GM_vs_GN_ATTR1_KEY_FOUND,GM_vs_GN_ATTR1_VAL_MATCH,GM_vs_GN_ATTR2_KEY_FOUND,GM_vs_GN_ATTR2_VAL_MATCH,GM_vs_GN_ATTR3_KEY_FOUND,GM_vs_GN_ATTR3_VAL_MATCH,GM_vs_GN_ATTR4_KEY_FOUND,GM_vs_GN_ATTR4_VAL_MATCH,GM_vs_GN_ATTR5_KEY_FOUND,GM_vs_GN_ATTR5_VAL_MATCH,GM_vs_GN_ATTR6_KEY_FOUND,GM_vs_GN_ATTR6_VAL_MATCH,GM_vs_GN_ATTR7_KEY_FOUND,GM_vs_GN_ATTR7_VAL_MATCH,GM_vs_GN_ATTR8_KEY_FOUND,GM_vs_GN_ATTR8_VAL_MATCH,GM_vs_GN_ATTR9_KEY_FOUND,GM_vs_GN_ATTR9_VAL_MATCH,GT_vs_QM_ATTR1_KEY_FOUND,GT_vs_QM_ATTR1_VAL_MATCH,GT_vs_QM_ATTR2_KEY_FOUND,GT_vs_QM_ATTR2_VAL_MATCH,GT_vs_QM_ATTR3_KEY_FOUND,GT_vs_QM_ATTR3_VAL_MATCH,GT_vs_QM_ATTR4_KEY_FOUND,GT_vs_QM_ATTR4_VAL_MATCH,GT_vs_QM_ATTR5_KEY_FOUND,GT_vs_QM_ATTR5_VAL_MATCH,GT_vs_QM_ATTR6_KEY_FOUND,GT_vs_QM_ATTR6_VAL_MATCH,GT_vs_QM_ATTR7_KEY_FOUND,GT_vs_QM_ATTR7_VAL_MATCH,GT_vs_QM_ATTR8_KEY_FOUND,GT_vs_QM_ATTR8_VAL_MATCH,GT_vs_QM_ATTR9_KEY_FOUND,GT_vs_QM_ATTR9_VAL_MATCH,GT_vs_GN_ATTR1_KEY_FOUND,GT_vs_GN_ATTR1_VAL_MATCH,GT_vs_GN_ATTR2_KEY_FOUND,GT_vs_GN_ATTR2_VAL_MATCH,GT_vs_GN_ATTR3_KEY_FOUND,GT_vs_GN_ATTR3_VAL_MATCH,GT_vs_GN_ATTR4_KEY_FOUND,GT_vs_GN_ATTR4_VAL_MATCH,GT_vs_GN_ATTR5_KEY_FOUND,GT_vs_GN_ATTR5_VAL_MATCH,GT_vs_GN_ATTR6_KEY_FOUND,GT_vs_GN_ATTR6_VAL_MATCH,GT_vs_GN_ATTR7_KEY_FOUND,GT_vs_GN_ATTR7_VAL_MATCH,GT_vs_GN_ATTR8_KEY_FOUND,GT_vs_GN_ATTR8_VAL_MATCH,GT_vs_GN_ATTR9_KEY_FOUND,GT_vs_GN_ATTR9_VAL_MATCH,GT_vs_GM_ATTR1_KEY_FOUND,GT_vs_GM_ATTR1_VAL_MATCH,GT_vs_GM_ATTR2_KEY_FOUND,GT_vs_GM_ATTR2_VAL_MATCH,GT_vs_GM_ATTR3_KEY_FOUND,GT_vs_GM_ATTR3_VAL_MATCH,GT_vs_GM_ATTR4_KEY_FOUND,GT_vs_GM_ATTR4_VAL_MATCH,GT_vs_GM_ATTR5_KEY_FOUND,GT_vs_GM_ATTR5_VAL_MATCH,GT_vs_GM_ATTR6_KEY_FOUND,GT_vs_GM_ATTR6_VAL_MATCH,GT_vs_GM_ATTR7_KEY_FOUND,GT_vs_GM_ATTR7_VAL_MATCH,GT_vs_GM_ATTR8_KEY_FOUND,GT_vs_GM_ATTR8_VAL_MATCH,GT_vs_GM_ATTR9_KEY_FOUND,GT_vs_GM_ATTR9_VAL_MATCH,GT_ATTR2_KEY,GT_ATTR2_VAL,QM_ATTR2_KEY,QM_ATTR2_VAL,GN_ATTR1_KEY,GN_ATTR1_VAL,GM_ATTR3_KEY,GM_ATTR3_VAL,GN_ATTR2_KEY,GN_ATTR2_VAL,GN_ATTR3_KEY,GN_ATTR3_VAL,GT_ATTR3_KEY,GT_ATTR3_VAL,QM_ATTR3_KEY,QM_ATTR3_VAL,GM_ATTR4_KEY,GM_ATTR4_VAL,QM_ATTR4_KEY,QM_ATTR4_VAL,GM_ATTR5_KEY,GM_ATTR5_VAL,GT_ATTR4_KEY,GT_ATTR4_VAL,GN_ATTR4_KEY,GN_ATTR4_VAL,GN_ATTR5_KEY,GN_ATTR5_VAL,GN_ATTR6_KEY,GN_ATTR6_VAL,GN_ATTR7_KEY,GN_ATTR7_VAL,GM_ATTR6_KEY,GM_ATTR6_VAL,GM_ATTR7_KEY,GM_ATTR7_VAL,GM_ATTR8_KEY,GM_ATTR8_VAL,GN_ATTR8_KEY,GN_ATTR8_VAL,GN_ATTR9_KEY,GN_ATTR9_VAL,QM_ATTR5_KEY,QM_ATTR5_VAL
t die extruder,1,1,0,2,{'type': 'extruder'},{'type': 'extruder'},,"{'screw design': 't die', 'type': 'extruder'}",type,extruder,type,extruder,screw design,t die,type,extruder,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tabacco solvent extraction plant,3,0,0,2,"{'type': 'extraction plant', 'brand': 'aba', 'usage': 'solvent extraction'}",,,"{'raw material': 'tabacco', 'design type': 'solvent extraction plant'}",type,extraction plant,,,raw material,tabacco,design type,solvent extraction plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brand,aba,,,,,,,,,,,usage,solvent extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taldalafil liquid,0,1,0,2,,{'form': 'liquid'},,"{'material processed': 'taldalafil', 'form': 'liquid'}",,,form,liquid,material processed,taldalafil,form,liquid,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tannin extraction plant,1,1,0,1,{'type': 'extraction plant'},{'usage': 'tannin extraction'},,{'type': 'tannin extraction plant'},type,extraction plant,usage,tannin extraction,type,tannin extraction plant,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tclp extractor,1,1,0,2,{'type': 'extractor'},{'product': 'extractor'},,"{'product code': 'tclp', 'type of testing machines': 'extractor'}",type,extractor,product,extractor,product code,tclp,type of testing machines,extractor,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teflon wire extruder,2,2,0,2,"{'type': 'extruder', 'usage': 'cable/wire'}","{'type': 'extruder', 'material': 'teflon'}",,"{'lid': 'teflon', 'type': 'wire extruder'}",type,extruder,type,extruder,lid,teflon,type,wire extruder,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,usage,cable/wire,material,teflon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
test)extractvalue(2179 !50000concat(0x7e (!50000select(elt(2179=2179 1))) 0x7e))-- -,0,0,0,2,,,,"{'screw design': 'test)extractvalue(2179 !50000concat(0x7e (!50000select(elt(2179=2179 1))) 0x7e))--', 'diesel consumption': '-'}",,,,,screw design,test)extractvalue(2179 !50000concat(0x7e (!50000select(elt(2179=2179 1))) 0x7e))--,diesel consumption,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
test)extractvalue(7101 concat(0x7e (select(elt(7101=7101 1))) 0x7e))-- -,0,0,0,2,,,,"{'screw design': 'test)extractvalue(7101 concat(0x7e (select(elt(7101=7101 1))) 0x7e))', 'beater': '--'}",,,,,screw design,test)extractvalue(7101 concat(0x7e (select(elt(7101=7101 1))) 0x7e)),beater,--,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
test)extractvalue(9014 concat(0x7e (select(elt(9014=9014 1))) 0x7e)) and (34b0z3kj like 34b0z3kj,0,0,0,2,,,,"{'material': 'test)extractvalue(9014', 'model': 'concat(0x7e (select(elt(9014=9014 1))) 0x7e)) and (34b0z3kj like 34b0z3kj'}",,,,,material,test)extractvalue(9014,model,concat(0x7e (select(elt(9014=9014 1))) 0x7e)) and (34b0z3kj like 34b0z3kj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thiokol lp 12,0,0,0,2,,,,"{'engine type': 'thiokol lp', 'heating capacitykw': '12'}",,,,,engine type,thiokol lp,heating capacitykw,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thiokol lp-32 alkylen polysulfide,0,1,0,3,,{'grade': 'lp-32'},,"{'engine type': 'thiokol', 'model number': 'lp-32', 'polymer type': 'alkylen polysulfide'}",,,grade,lp-32,engine type,thiokol,model number,lp-32,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,polymer type,alkylen polysulfide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
three layer aba oscillation haul off unit blown film machine,1,2,3,3,{'brand': 'aba'},"{'brand': 'aba', 'layer': 'three layer'}","{'layer': 'three layer', 'automation': 'automatic', 'type': 'blown film extrusion machine'}","{'layer': 'three layer', 'name': 'aba oscillation haul off unit', 'type': 'blown film machine'}",brand,aba,brand,aba,layer,three layer,name,aba oscillation haul off unit,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,layer,three layer,layer,three layer,type,blown film machine,automation,automatic,type,blown film extrusion machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
three layer blown film extrusion machine,1,1,2,1,{'type': 'blown film extrusion machine'},{'layer': 'three layer'},"{'layer': 'three layer', 'type': 'blown film extrusion machine'}",{'type': 'three layer blown film extrusion machine'},type,blown film extrusion machine,layer,three layer,type,three layer blown film extrusion machine,,,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,layer,three layer,,,type,blown film extrusion machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
