success,query,qmeans_attr_count,qmeans_isq_list,qmeans_isq_pipe,response_time
True,plastik fim blown extuder hdpe ldpe,1,['hdpe ldpe:material:specification'],hdpe ldpe:material:specification,17.79
True,Steam Boiler Herbal Extraction Plant,1,['steam boiler:type of boiler:specification'],steam boiler:type of boiler:specification,16.32
True,Curcumin Extraction Plants,2,"['curcumin:usage:specification', 'extraction:machine type:specification']",curcumin:usage:specification | extraction:machine type:specification,16.85
True,pet extruder machine,2,"['extruder:type:specification', 'pet:raw material:specification']",extruder:type:specification | pet:raw material:specification,18.21
True,brahmi liquid extract,2,"['brahmi:name of extract:specification', 'liquid:form:specification']",brahmi:name of extract:specification | liquid:form:specification,18.32
True,ergot,0,[],,17.62
True,Instant Tea Extraction Plant,1,['tea extraction:usage:specification'],tea extraction:usage:specification,17.37
True,Silver Wok Plant,2,"['plant:product:specification', 'silver:color:specification']",plant:product:specification | silver:color:specification,16.92
True,West Mobile Refining Machine,2,"['mobile refining machine:product:specification', 'west:brand:specification']",mobile refining machine:product:specification | west:brand:specification,30.27
True,144 Positive Pressure Manifold,2,"['144:model name/number:specification', 'manifold:product:specification']",144:model name/number:specification | manifold:product:specification,18.03
True,Centrifuge Extractor (motorised),1,['centrifuge extractor:product:specification'],centrifuge extractor:product:specification,16.91
True,Cable Extruder .,0,[],,16.79
True,aluminium extrusion-plant,1,['aluminium:material:specification'],aluminium:material:specification,30.06
True,Extruder-GMS,0,[],,17.59
True,gold ka plant,2,"['gold:color:specification', 'plant:product:specification']",gold:color:specification | plant:product:specification,16.81
True,aloe vera gel extraction machine,0,[],,17.36
True,Turmeric Curcumin Extraction Plant,1,['extraction:machine type:specification'],extraction:machine type:specification,17.06
True,yes 100 tpd Solvent Extraction Plant,3,"['100 tpd:capacity:specification', 'solvent extraction plant:type:specification', 'yes:brand:specification']",100 tpd:capacity:specification | solvent extraction plant:type:specification | yes:brand:specification,16.46
True,अल्मुनियम प्लांट,1,['अल्मुनियम:composition:specification'],अल्मुनियम:composition:specification,18.38
True,Harbal Extraction,0,[],,18.52
True,gold refinery gpc,2,"['gold refinery:usage:specification', 'gpc:brand:specification']",gold refinery:usage:specification | gpc:brand:specification,16.93
True,bengaluru gold refinery,0,[],,22.56
True,milk extruted machine,1,['milk:usage:specification'],milk:usage:specification,17.33
True,twin extruder machine for upvc panel,1,['twin extruder machine:machine name:specification'],twin extruder machine:machine name:specification,17.78
True,yes yes 50 kg Gold Refining Plant,2,"['50 kg:capacity:specification', 'gold refining plant:type:specification']",50 kg:capacity:specification | gold refining plant:type:specification,17.1
True,"45,50 Cable Extruder Clamp",3,"['45,50:size:specification', 'cable extruder:usage:specification', 'clamp:type:specification']","45,50:size:specification | cable extruder:usage:specification | clamp:type:specification",17.55
True,masterbatch extruder die,0,[],,17.31
True,RoEx Extruder 90,1,['90:model name/number:specification'],90:model name/number:specification,20.52
True,32140 c bak,1,['bak:brand:specification'],bak:brand:specification,29.35
True,BASKET EXTRUDER,1,['extruder:type:specification'],extruder:type:specification,17.02
True,5 kg west mobile refining machine,3,"['5 kg:capacity:specification', 'mobile refining machine:product:specification', 'west:brand:specification']",5 kg:capacity:specification | mobile refining machine:product:specification | west:brand:specification,19.61
True,west mobil rifin machine,0,[],,17.32
True,powder extraction machine,1,['powder:usage:specification'],powder:usage:specification,18.17
True,ABA Three Layer Die,1,['aba:brand:specification'],aba:brand:specification,16.61
True,Single Die Blown Film Extruder,2,"['extruder:type:specification', 'single die:number of dies:specification']",extruder:type:specification | single die:number of dies:specification,18.25
True,Extruder_Machine,0,[],,16.45
True,Herbal Raw materials Exraction Plant,1,['herbal:type:specification'],herbal:type:specification,16.52
True,Compounding and Extrusion Modernization Services,1,['modernization:service:specification'],modernization:service:specification,19.45
True,Twin Screw Extruders,1,['screw:type:specification'],screw:type:specification,18.53
True,Industrial Extracting Systems,2,"['extracting:product:specification', 'industrial:usage:specification']",extracting:product:specification | industrial:usage:specification,19.12
True,expander extruder,0,[],,16.4
True,extruder expander,1,['expander:product:specification'],expander:product:specification,17.23
True,xlpe foam extruder,1,['extruder:type:specification'],extruder:type:specification,17.13
True,Extraction 16,1,['16:model number:specification'],16:model number:specification,27.06
True,expander extuder,1,['expander:product:specification'],expander:product:specification,17.32
True,20 kg silver refining plant,3,"['20 kg:capacity:specification', 'refining plant:type:specification', 'silver:refining material:specification']",20 kg:capacity:specification | refining plant:type:specification | silver:refining material:specification,24.24
True,gold refinery machine - tumbler,1,['gold refinery:usage:specification'],gold refinery:usage:specification,28.79
True,twin screw extruder plastic granules,3,"['granules:form:specification', 'plastic:material:specification', 'screw:type:specification']",granules:form:specification | plastic:material:specification | screw:type:specification,16.38
True,silver electrolysis recovery plant,2,"['electrolysis recovery plant:type:specification', 'silver:melting material:specification']",electrolysis recovery plant:type:specification | silver:melting material:specification,16.65
True,Elovera gel nikalne wali machine,1,['gel nikalne wali machine:product:specification'],gel nikalne wali machine:product:specification,17.03
True,twin screw pvc pipr machine,3,"['pipr:product:specification', 'pvc:material:specification', 'twin screw:screw type:specification']",pipr:product:specification | pvc:material:specification | twin screw:screw type:specification,20.3
True,PP HONEYCOMB BOARD EXTRUDER MACHINE,2,"['extruder:type:specification', 'pp:material:specification']",extruder:type:specification | pp:material:specification,17.7
True,Extruder Machine Heater,2,"['extruder machine:usage:specification', 'heater:type:specification']",extruder machine:usage:specification | heater:type:specification,17.38
True,incense extruder,1,['extruder:type:specification'],extruder:type:specification,17.99
True,ashwagandha extraction vessel,1,['ashwagandha:usage:specification'],ashwagandha:usage:specification,16.4
True,centrifuge extractor acsseri,1,['centrifuge extractor:product:specification'],centrifuge extractor:product:specification,16.3
True,cable extruder line 65/45mm,1,['65/45mm:capacity:specification'],65/45mm:capacity:specification,17.09
True,Heavy Duty Extruder Machines,2,"['extruder:type:specification', 'heavy duty:features:specification']",extruder:type:specification | heavy duty:features:specification,24.19
True,Upto 500kg Silver Refinery Plant,3,"['refinery plant:type:specification', 'silver:usage:specification', 'upto 500kg:capacity:specification']",refinery plant:type:specification | silver:usage:specification | upto 500kg:capacity:specification,22.27
True,Wire extruder machine Production Capacity: 300 kg/hr,1,['300 kg/hr:capacity:specification'],300 kg/hr:capacity:specification,16.48
True,1000 Kg Automatic Twin Screw Extruder,3,"['1000 kg:capacity:specification', 'automatic:automation grade:specification', 'screw extruder:type:specification']",1000 kg:capacity:specification | automatic:automation grade:specification | screw extruder:type:specification,15.96
True,500 kg/hr Corn Starch Extruder Production Capacity: 500 kg/hr,3,"['500 kg/hr:capacity:specification', 'corn starch:material:specification', 'extruder:type:specification']",500 kg/hr:capacity:specification | corn starch:material:specification | extruder:type:specification,32.52
True,Automatic Jockey Extruder Machine Production Capacity: 50 kg/hr,3,"['50 kg/hr:capacity:specification', 'automatic:automation grade:specification', 'jockey:brand:specification']",50 kg/hr:capacity:specification | automatic:automation grade:specification | jockey:brand:specification,19.35
True,500 kg/hr no continuous extrusion machine Corn Starch Extruder Production Capacity: 500 kg/hr,2,"['500 kg/hr:capacity:specification', 'continuous extrusion:machine type:specification']",500 kg/hr:capacity:specification | continuous extrusion:machine type:specification,17.88
True,Twin Screw Extruder - EX T65 15 170 - 170 Kg/hr output,2,"['-:capacity:specification', 'ex t65 15:model name/number:specification']",-:capacity:specification | ex t65 15:model name/number:specification,28.51
True,Silver Refining  Plant,2,"['refining plant:type:specification', 'silver:refining material:specification']",refining plant:type:specification | silver:refining material:specification,16.76
True,automatic gold refining machine video,3,"['automatic:automation grade:specification', 'gold refining:usage:specification', 'video:display function:specification']",automatic:automation grade:specification | gold refining:usage:specification | video:display function:specification,15.94
True,extruder spare die”,1,['extruder:usage:specification'],extruder:usage:specification,16.01
True,20KG AQUA REGIA -GOLD REFINING MACHINE,2,"['20kg:capacity:specification', 'refining machine:type:specification']",20kg:capacity:specification | refining machine:type:specification,37.42
True,bitumen sample extractor,1,['bitumen:usage:specification'],bitumen:usage:specification,17.54
True,gold-refining,0,[],,17.24
True,rice bran extraction machine,2,"['extraction:machine type:specification', 'rice bran:usage:specification']",extraction:machine type:specification | rice bran:usage:specification,34.28
True,blown film extrusion machine for plastic bag near aurangabad,2,"['bag:packaging type:specification', 'blown film extrusion machine:machine name:specification']",bag:packaging type:specification | blown film extrusion machine:machine name:specification,16.25
True,blown film extrusion machine plastic bag,3,"['bag:packaging type:specification', 'film extrusion machine:usage:specification', 'plastic:material:specification']",bag:packaging type:specification | film extrusion machine:usage:specification | plastic:material:specification,17.92
True,"Aluminium Extrusion Puller, 7.5 kw",2,"['7.5 kw:motor power:specification', 'aluminium:material:specification']",7.5 kw:motor power:specification | aluminium:material:specification,27.08
True,solvent extractors,0,[],,16.56
True,fvsdf,0,[],,15.82
True,annatto seed extraction plant,1,['annatto seed:usage:specification'],annatto seed:usage:specification,20.61
True,mother baby extruder machine bimetalic,1,['extruder:type:specification'],extruder:type:specification,31.71
True,pet sheet extruder,2,"['extruder:type:specification', 'pet:material to be extruded:specification']",extruder:type:specification | pet:material to be extruded:specification,17.09
True,Consulting - Copper Electrowinning Plant,2,"['copper:material:specification', 'electrowinning:plant type:specification']",copper:material:specification | electrowinning:plant type:specification,17.3
True,pvc twin screw extruder,2,"['pvc:material:specification', 'screw extruder:type:specification']",pvc:material:specification | screw extruder:type:specification,18.48
True,Semi Automatic Extruder Machine,2,"['extruder:type:specification', 'semi automatic:automation grade:specification']",extruder:type:specification | semi automatic:automation grade:specification,21.6
True,Metal Recovering plant,1,['metal recovering:usage:specification'],metal recovering:usage:specification,15.88
True,Metal Recovery Plant,1,['metal recovery:usage:specification'],metal recovery:usage:specification,16.84
True,Metal Recovery Banificiation Plant,1,['metal recovery:usage:specification'],metal recovery:usage:specification,17.68
True,aluminium extrusion plant machinery,1,['aluminium:material:specification'],aluminium:material:specification,16.91
True,FS-S55 Single Die Extruder,3,"['extruder:type:specification', 'fs-s55:model name/number:specification', 'single die:number of dies:specification']",extruder:type:specification | fs-s55:model name/number:specification | single die:number of dies:specification,36.84
True,copper extrusion plant,1,['copper:material:specification'],copper:material:specification,32.45
True,metal-recovery-unit,1,['metal-recovery-unit:material:specification'],metal-recovery-unit:material:specification,16.94
True,liquid liquid extraction unit,2,"['extraction:product:specification', 'liquid liquid:usage:specification']",extraction:product:specification | liquid liquid:usage:specification,16.75
True,nicotine extraction,0,[],,16.45
True,dava pipe,0,[],,16.38
True,white silver plant,1,['white silver:color:specification'],white silver:color:specification,16.66
True,progiya liqued,0,[],,16.82
True,Gold Refinery Setup(Manual),1,['gold refinery:usage:specification'],gold refinery:usage:specification,14.99
True,zinc recovery unit,1,['recovery:type:specification'],recovery:type:specification,16.4
True,extruder machine in satna,0,[],,17.32
True,mono film at,0,[],,16.57
True,Rapipol Extractor,0,[],,17.74
True,clean label extraction machinery,1,['label extraction:usage:specification'],label extraction:usage:specification,16.52
True,lab extruder near greater noida,2,"['extruder:type:specification', 'lab:usage:specification']",extruder:type:specification | lab:usage:specification,16.65
True,Conical Twin Screw Extruder,2,"['conical:shape:specification', 'screw extruder:type:specification']",conical:shape:specification | screw extruder:type:specification,27.49
True,100% PLA PBAT Starch Compounding Lab Twin Screw Extruder Bioplastic Pellets Extrusion Machine,1,['pla:material:specification'],pla:material:specification,28.98
True,Double Die Extruder Machine FI-D45,3,"['double die:number of dies:specification', 'extruder:type:specification', 'fi-d45:model name/number:specification']",double die:number of dies:specification | extruder:type:specification | fi-d45:model name/number:specification,28.78
True,Dome Extruder,1,['dome:shape:specification'],dome:shape:specification,27.08
True,pla 100% biobased starch bottles,2,"['bottles:packaging type:specification', 'pla:material:specification']",bottles:packaging type:specification | pla:material:specification,32.14
True,Centrifuge Extractor Hand And Motorised,1,['centrifuge extractor:product:specification'],centrifuge extractor:product:specification,21.74
True,Butter Extruder Machine,1,['extruder:type:specification'],extruder:type:specification,17.78
True,Fully Automatic Solvent Extraction Plant,1,['automatic:automation grade:specification'],automatic:automation grade:specification,17.28
True,blown film extruder machines,1,['extruder:type:specification'],extruder:type:specification,18.54
True,Corn Germ Solvent Extraction Plant,1,['extraction:type:specification'],extraction:type:specification,17.44
True,Aluminium Parant,1,['aluminium:material:specification'],aluminium:material:specification,17.82
True,extruder drum,1,['drum:packaging type:specification'],drum:packaging type:specification,17.23
True,SER 158 Series Automatic Solvent Extractor,1,['automatic:automation grade:specification'],automatic:automation grade:specification,21.53
True,Silver Extraction Machine,1,['silver:melting material:specification'],silver:melting material:specification,16.59
True,gold panning equipment,1,['gold panning:usage:specification'],gold panning:usage:specification,17.54
True,40 Mm Blown Film Plastic Extrusion Plant,2,"['40 mm:screw diameter:specification', 'plastic:material:specification']",40 mm:screw diameter:specification | plastic:material:specification,16.32
True,water based herbal extractor,0,[],,14.44
True,puja aluminium plant,2,"['aluminium:material:specification', 'puja:usage:specification']",aluminium:material:specification | puja:usage:specification,17.26
True,Delhi mein Puja aluminium plant kahan hai,3,"['aluminium:material:specification', 'kahan hai:product:specification', 'puja:usage:specification']",aluminium:material:specification | kahan hai:product:specification | puja:usage:specification,17.37
True,where is puja aluminium plant in delhi,1,['aluminium:material:specification'],aluminium:material:specification,17.41
True,2 colour printing machine for mono layer extrusion,1,['2 colour:color:specification'],2 colour:color:specification,17.81
True,Silver Refinary Machine,2,"['machine:products included:specification', 'silver:color:specification']",machine:products included:specification | silver:color:specification,16.68
True,2colour printing machine for mono layer extrusion,1,['2colour:color:specification'],2colour:color:specification,17.17
True,500 kg/hr twin screw extruder,1,['500 kg/hr:capacity:specification'],500 kg/hr:capacity:specification,16.45
True,pet extruder,0,[],,16.44
True,yes 200 tpd Solvent Extraction Plant,3,"['200 tpd:capacity:specification', 'solvent extraction plant:type:specification', 'yes:brand:specification']",200 tpd:capacity:specification | solvent extraction plant:type:specification | yes:brand:specification,17.03
True,5 kg automatic-gold-refining-machine,2,"['5 kg:capacity:specification', 'automatic-gold-refining-machine:automation grade:specification']",5 kg:capacity:specification | automatic-gold-refining-machine:automation grade:specification,17.26
True,twin screw plastic extruder,2,"['plastic:material to be extruded:specification', 'twin screw:screw type:specification']",plastic:material to be extruded:specification | twin screw:screw type:specification,25.12
True,Gold And Silver Refining Services,1,['refining:service:specification'],refining:service:specification,38.04
True,Electric Extruder Machine,2,"['electric:power source:specification', 'extruder:type:specification']",electric:power source:specification | extruder:type:specification,16.56
True,roex,0,[],,17.24
True,Teknik Solid Liquid Extraction Unit,2,"['liquid extraction unit:product:specification', 'teknik:brand:specification']",liquid extraction unit:product:specification | teknik:brand:specification,17.51
True,Lab Extruder Machine,2,"['extruder:type:specification', 'lab:usage:specification']",extruder:type:specification | lab:usage:specification,16.51
True,gold refining liquid,1,['liquid:physical state:specification'],liquid:physical state:specification,17.59
True,ROEX extruders,0,[],,21.03
True,lotto metal or plant blotter metal or plant,3,"['blotter:product:specification', 'lotto:brand:specification', 'metal:material:specification']",blotter:product:specification | lotto:brand:specification | metal:material:specification,21.87
True,Ruderprkash Pandey,0,[],,17.82
True,Bitumen Centrifuge Extractor,0,[],,16.39
True,Multi Layer Extrusion Machine,0,[],,17.79
True,bus master stacofil touch extruder machine,1,['extruder:type:specification'],extruder:type:specification,16.5
True,aba blown film extrusion machine,1,['aba:brand:specification'],aba:brand:specification,16.87
True,Textile Fire Extraction Machine,2,"['fire extraction:product:specification', 'textile:usage:specification']",fire extraction:product:specification | textile:usage:specification,17.4
True,Herbal Excter,1,['herbal:medicine type:specification'],herbal:medicine type:specification,16.81
True,taldalafil liquid,1,['liquid:form:specification'],liquid:form:specification,17.25
True,ss 316 herbal extraction plant,1,['ss 316:material grade:specification'],ss 316:material grade:specification,16.77
True,no Solvent Extraction Plant,1,['solvent extraction:type:specification'],solvent extraction:type:specification,29.7
True,ss 316 solvant extractor,1,['ss 316:material grade:specification'],ss 316:material grade:specification,38.29
True,ss 316 solvant extarctor,1,['ss 316:material grade:specification'],ss 316:material grade:specification,53.02
True,Singuway Biotech Inc Singu20 Automatic Nucleic Acid Extraction System,2,"['automatic:automation grade:specification', 'singu20:model name/number:specification']",automatic:automation grade:specification | singu20:model name/number:specification,18.03
True,Bitumen Extractor Equipment,1,['bitumen extractor:machine type:specification'],bitumen extractor:machine type:specification,16.89
True,Blow Film Extrusion Machine,1,['film:usage:specification'],film:usage:specification,26.94
True,twin screw extruders screw element,0,[],,17.5
True,Metal+Solvent+Extraction+Plant,0,[],,26.74
True,bobbin extruder,1,['extruder:type:specification'],extruder:type:specification,16.84
True,cenrtifuge oil extractor,1,['oil extractor:product:specification'],oil extractor:product:specification,18.74
True,2kg Automatic Gold Refining Machine,3,"['2kg:capacity:specification', 'automatic:automation grade:specification', 'gold refining:usage:specification']",2kg:capacity:specification | automatic:automation grade:specification | gold refining:usage:specification,17.54
True,coconut oil MS & SS 304 50Hz Centrifuge Extractor Automation Grade: Manual Capacity: 60,4,"['50hz:frequency:specification', '60:capacity:specification', 'manual:automation grade:specification', 'ms:material:specification']",50hz:frequency:specification | 60:capacity:specification | manual:automation grade:specification | ms:material:specification,46.79
True,bitumen extractorelectrical gew,1,['bitumen:machine type:specification'],bitumen:machine type:specification,17.15
True,labscale extruder machine,1,['extruder:type:specification'],extruder:type:specification,17.2
True,Single Pipe Twin Screw Extruder Line,1,['screw extruder:type:specification'],screw extruder:type:specification,19.68
True,Two Layer Blown Film Extrusion Machinery,1,['two layer:layer:specification'],two layer:layer:specification,18.32
True,MEGA 65 Twin Screw Extruder,1,['mega 65:model name/number:specification'],mega 65:model name/number:specification,16.61
True,Main Solvent Extraction Plant,1,['solvent extraction:product:specification'],solvent extraction:product:specification,17.63
True,no 300 kg/hr manual Single Pipe Twin Screw Extruder Line,1,['300 kg/hr:capacity:specification'],300 kg/hr:capacity:specification,17.85
True,chemical extraction,0,[],,16.84
True,Silicon Cable Extruder,2,"['extruder:type:specification', 'silicon:material:specification']",extruder:type:specification | silicon:material:specification,20.94
True,blown film extrusion machine capacity 30 kg,1,['30 kg:capacity:specification'],30 kg:capacity:specification,17.25
True,extruder machine for plastic reuse,2,"['extruder:machine name:specification', 'plastic:usage:specification']",extruder:machine name:specification | plastic:usage:specification,17.56
True,gew bitumen extractor,1,['bitumen extractor:machine type:specification'],bitumen extractor:machine type:specification,26.1
True,blow film extruder gedget box,1,['box:packaging type:specification'],box:packaging type:specification,27.74
True,Gold Refinery Touch screen,2,"['gold refinery:usage:specification', 'touch screen:screen type:specification']",gold refinery:usage:specification | touch screen:screen type:specification,17.3
True,nicotine extraction plant,1,['nicotine extraction:usage:specification'],nicotine extraction:usage:specification,16.67
True,foam excuder machine,0,[],,31.42
True,eps plate excuder machine,1,['eps:material:specification'],eps:material:specification,16.51
True,polyurethane tube extruder,1,['polyurethane:material:specification'],polyurethane:material:specification,15.56
True,pvc medical tube extrusion machine,3,"['extrusion:machine type:specification', 'medical:usage:specification', 'pvc:material:specification']",extrusion:machine type:specification | medical:usage:specification | pvc:material:specification,18.51
True,foam sheet excuder machine,0,[],,22.19
True,eps sheet excuder machine,1,['eps:material:specification'],eps:material:specification,16.68
True,herbal extraction unit,1,['herbal:medicine type:specification'],herbal:medicine type:specification,18.15
True,Aluminium Extrusion Plant Service Provider,1,['aluminium:material:specification'],aluminium:material:specification,17.07
True,5 Kg Gold Refinery Filter,3,"['5 kg:weight:specification', 'gold:usage:specification', 'refinery filter:filter type:specification']",5 kg:weight:specification | gold:usage:specification | refinery filter:filter type:specification,17.75
True,extruder machine in varanasi,0,[],,31.0
True,Gold Electrowinning Equipment,0,[],,21.54
True,Gold & Silver Electro Winning Refinery Plant,1,['electro winning refinery plant:type:specification'],electro winning refinery plant:type:specification,26.27
True,5 10 kg per day gold refining machine,1,['10 kg per day:capacity:specification'],10 kg per day:capacity:specification,17.86
True,45 50 Cable Extruder Clamp,3,"['45 50:size:specification', 'cable extruder:usage:specification', 'clamp:type:specification']",45 50:size:specification | cable extruder:usage:specification | clamp:type:specification,19.38
True,SS-D300 EPE High Density Foam Sheet Extruder,4,"['epe:material:specification', 'extruder:type:specification', 'high density:density:specification', 'ss-d300:model name/number:specification']",epe:material:specification | extruder:type:specification | high density:density:specification | ss-d300:model name/number:specification,28.04
True,Film Extruding Covering Machine.,1,['film extruding:usage:specification'],film extruding:usage:specification,17.93
True,aluminium extrusion factory,3,"['aluminium:material:specification', 'extrusion:process:specification', 'factory:usage:specification']",aluminium:material:specification | extrusion:process:specification | factory:usage:specification,26.51
True,EPE Foam Yoga Stick Extrusion Machine,2,"['epe foam:material:specification', 'yoga stick:usage:specification']",epe foam:material:specification | yoga stick:usage:specification,17.32
True,vemiwas liquid,1,['liquid:form:specification'],liquid:form:specification,16.41
True,rice dorb plant,2,"['plant:product:specification', 'rice:fruit type:specification']",plant:product:specification | rice:fruit type:specification,26.7
True,self nutracer,0,[],,18.1
True,Double Die Extruder,1,['double die:number of dies:specification'],double die:number of dies:specification,17.55
True,EPE Foam Bag Extrusion Machine,2,"['bag:usage:specification', 'epe foam:bag material:specification']",bag:usage:specification | epe foam:bag material:specification,17.4
True,consulting copper electrowinning plant,1,['copper:material:specification'],copper:material:specification,15.55
True,Film Extruding Covering Machine,1,['film extruding:usage:specification'],film extruding:usage:specification,16.47
True,Film Making Unit,1,['film making:usage:specification'],film making:usage:specification,16.28
True,Extruder Head,1,['extruder:usage:specification'],extruder:usage:specification,16.66
True,Aluminium+Extrusion+Plant,1,['aluminium+extrusion+plant:material:specification'],aluminium+extrusion+plant:material:specification,17.7
True,mother baby extruder machine in surat,1,['mother baby extruder:model name/number:specification'],mother baby extruder:model name/number:specification,41.09
True,movie royal refine machine,0,[],,16.91
True,mini solvent extraction plant,2,"['mini:size:specification', 'solvent extraction:type:specification']",mini:size:specification | solvent extraction:type:specification,24.62
True,"Twin Screw Extruder Machine, Production Capacity: 100 kg/hr",1,['100 kg/hr:capacity:specification'],100 kg/hr:capacity:specification,17.27
True,MURRCONTROL LIQUID,1,['liquid:form:specification'],liquid:form:specification,17.18
True,mini blown film machine,1,['mini:size:specification'],mini:size:specification,17.72
True,SS Silver Refinery Plant,2,"['silver refinery:usage:specification', 'ss:material:specification']",silver refinery:usage:specification | ss:material:specification,17.1
True,200 gm gold rifinary,1,['gold:material:specification'],gold:material:specification,17.1
True,Nucleic Acid Extraction System,1,['nucleic acid extraction:usage:specification'],nucleic acid extraction:usage:specification,17.74
True,extruder machine 45mm,2,"['45mm:capacity:specification', 'extruder:type:specification']",45mm:capacity:specification | extruder:type:specification,17.45
True,t dia poly film manufacturing machine,1,['t:shape:specification'],t:shape:specification,15.83
True,Fennel Liquid Extracts,2,"['fennel:name of extract:specification', 'liquid:form:specification']",fennel:name of extract:specification | liquid:form:specification,25.26
True,Electrically Operated Bitument Extractor,0,[],,17.01
True,Fungo Herbal Plant Extract,2,"['extract:form:specification', 'herbal plant:product:specification']",extract:form:specification | herbal plant:product:specification,17.72
True,Twin Screw Extruder Machine Coupling,1,['coupling:type:specification'],coupling:type:specification,24.51
True,Manual Gold Refiner 2kg Capacity,3,"['2kg:capacity:specification', 'gold refiner:usage:specification', 'manual:automation grade:specification']",2kg:capacity:specification | gold refiner:usage:specification | manual:automation grade:specification,18.18
True,Long Caterpillar,0,[],,16.73
True,hydromech automation in bhopal,2,"['bhopal:location/city:specification', 'hydromech:brand:specification']",bhopal:location/city:specification | hydromech:brand:specification,17.22
True,twin-extruder-machine,0,[],,18.27
True,hp natural 35 film,2,"['35:model number:specification', 'hp:brand:specification']",35:model number:specification | hp:brand:specification,30.21
True,Enervet Liquid,1,['liquid:form:specification'],liquid:form:specification,17.79
True,solid phase microextraction,1,['microextraction:process:specification'],microextraction:process:specification,17.35
True,choco die,1,['choco:flavour:specification'],choco:flavour:specification,16.81
True,30 silver refinery machine plant,1,['refinery:type:specification'],refinery:type:specification,25.21
True,aitomatic silver refinery machine near dhanbad,0,[],,30.78
True,automatic silver refinery machine near dhanbad,2,"['automatic:automation grade:specification', 'silver refinery machine:model name/number:specification']",automatic:automation grade:specification | silver refinery machine:model name/number:specification,16.92
True,10 kg gold refining filter,3,"['10 kg:capacity:specification', 'gold:usage:specification', 'refining filter:filter type:specification']",10 kg:capacity:specification | gold:usage:specification | refining filter:filter type:specification,16.09
True,30 silver refining plant,2,"['refining plant:type:specification', 'silver:refining material:specification']",refining plant:type:specification | silver:refining material:specification,16.78
True,20 kg gold refining plant,3,"['20 kg:capacity:specification', 'gold:refining material:specification', 'refining plant:type:specification']",20 kg:capacity:specification | gold:refining material:specification | refining plant:type:specification,25.76
True,Bak Lemon,2,"['bak:brand:specification', 'lemon:variety available:specification']",bak:brand:specification | lemon:variety available:specification,22.54
True,blow film extrusion,1,['extrusion:process:specification'],extrusion:process:specification,18.51
True,50 kg yes gold and silver refining machine,3,"['50 kg:capacity:specification', 'refining machine:type:specification', 'yes:brand:specification']",50 kg:capacity:specification | refining machine:type:specification | yes:brand:specification,16.72
True,extruder machine block,1,['extruder machine:usage:specification'],extruder machine:usage:specification,16.8
True,100mm extruder pvc xlpe hopper,3,"['100mm:diameter:specification', 'extruder:type:specification', 'pvc xlpe:material:specification']",100mm:diameter:specification | extruder:type:specification | pvc xlpe:material:specification,19.96
True,silver plant,1,['silver:color:specification'],silver:color:specification,18.23
True,Epe Foam Sheet Extrusion Line,2,"['epe:material:specification', 'foam:usage:specification']",epe:material:specification | foam:usage:specification,17.43
True,Co- Extruder,1,['extruder:type:specification'],extruder:type:specification,16.5
True,Lab Model Extruder Machine,2,"['extruder:type:specification', 'lab model:model name/number:specification']",extruder:type:specification | lab model:model name/number:specification,14.41
True,40Kw New Pesticides Basket Extruder,4,"['40kw:power consumption:specification', 'extruder:type:specification', 'new:condition:specification', 'pesticides:usage:specification']",40kw:power consumption:specification | extruder:type:specification | new:condition:specification | pesticides:usage:specification,18.25
True,20 Hp Wdg Basket Extruder,1,['basket extruder:type:specification'],basket extruder:type:specification,17.97
True,200 refined gold ores,1,['refined:processing type:specification'],refined:processing type:specification,17.32
True,PP Sutali Extrusion Plant,1,['pp:material:specification'],pp:material:specification,17.34
True,metal refining plant copper,1,['copper:material:specification'],copper:material:specification,16.55
True,silver refinery machine 100kg capacity,2,"['100kg:capacity:specification', 'refinery:model name/number:specification']",100kg:capacity:specification | refinery:model name/number:specification,16.94
True,borwell rod line,1,['rod:product:specification'],rod:product:specification,27.23
True,extracting-machinery,0,[],,16.67
True,Mulching Film Machine,1,['mulching:type:specification'],mulching:type:specification,17.35
True,Co Extrusion Blown Film Machinery,0,[],,17.55
True,Automatic Gold Refinery Machine And Plant,1,['automatic:automation grade:specification'],automatic:automation grade:specification,20.04
True,Twin Screw Parallel Extruder,2,"['extruder:type:specification', 'twin screw:screw type:specification']",extruder:type:specification | twin screw:screw type:specification,16.24
True,standard for reselling no Solvent Extraction Systems,0,[],,16.15
True,standard for reselling no Fat Extraction System,0,[],,16.75
True,fat extractor,0,[],,18.27
True,Herbal Extruded Machine,0,[],,16.85
True,Industrial Extruder,2,"['extruder:type:specification', 'industrial:usage:specification']",extruder:type:specification | industrial:usage:specification,17.46
True,cable extuder,1,['cable:usage:specification'],cable:usage:specification,17.13
True,Gold Refinery Plant Filter,1,['gold refinery plant:usage:specification'],gold refinery plant:usage:specification,17.66
True,bitumen-extractor,0,[],,15.53
True,trans extruder machine,1,['extruder:type:specification'],extruder:type:specification,19.15
True,lab extruder for nylon,3,"['extruder:type:specification', 'lab:usage:specification', 'nylon:material:specification']",extruder:type:specification | lab:usage:specification | nylon:material:specification,17.86
True,extruder compound,1,['extruder:usage:specification'],extruder:usage:specification,16.59
True,gold refining powder,0,[],,16.52
True,extruder compound master for easy processing,1,['extruder:type:specification'],extruder:type:specification,17.68
True,copper refining machine,1,['refining:type:specification'],refining:type:specification,17.74
