query,success,unique_value_count,total_key_count,raw_output,attributes_json
150HP 960 RPM ELECTRIC MOTOR,True,2,8,"{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""150HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horse_power"", ""value"": ""150HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""150HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_horsepower"", ""value"": ""150HP"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""speed"", ""value"": ""960 RPM"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""rpm"", ""value"": ""960 RPM"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_speed"", ""value"": ""960 RPM"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""rated_speed"", ""value"": ""960 RPM"", ""key_priority"": 4, ""attribute_priority"": 2}]}","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""150HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horse_power"", ""value"": ""150HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""150HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_horsepower"", ""value"": ""150HP"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""speed"", ""value"": ""960 RPM"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""rpm"", ""value"": ""960 RPM"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_speed"", ""value"": ""960 RPM"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""rated_speed"", ""value"": ""960 RPM"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
30HP 960 RPM ELECTRIC MOTOR,True,2,8,"{""attributes"":[{""attribute_key"":""horsepower"",""value"":""30HP"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""horse_power"",""value"":""30HP"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""hp"",""value"":""30HP"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_horsepower"",""value"":""30HP"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""speed"",""value"":""960 RPM"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""rpm"",""value"":""960 RPM"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""motor_speed"",""value"":""960 RPM"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""rated_speed"",""value"":""960 RPM"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""30HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horse_power"", ""value"": ""30HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""30HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_horsepower"", ""value"": ""30HP"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""speed"", ""value"": ""960 RPM"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""rpm"", ""value"": ""960 RPM"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_speed"", ""value"": ""960 RPM"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""rated_speed"", ""value"": ""960 RPM"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
600 kg sliding gate motor,True,2,8,"{""attributes"":[{""attribute_key"":""capacity"",""value"":""600 kg"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""load_capacity"",""value"":""600 kg"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""weight_capacity"",""value"":""600 kg"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""lifting_capacity"",""value"":""600 kg"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Sliding Gate Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""Sliding Gate Motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""Sliding Gate Motor"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""device_type"",""value"":""Sliding Gate Motor"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""capacity"", ""value"": ""600 kg"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""load_capacity"", ""value"": ""600 kg"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""weight_capacity"", ""value"": ""600 kg"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""lifting_capacity"", ""value"": ""600 kg"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Sliding Gate Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""Sliding Gate Motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""Sliding Gate Motor"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""device_type"", ""value"": ""Sliding Gate Motor"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
75HP Face Mounted Motor Marathon,True,3,12,"{""attributes"":[{""attribute_key"":""horsepower"",""value"":""75HP"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""horse_power"",""value"":""75HP"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""hp"",""value"":""75HP"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_horsepower"",""value"":""75HP"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""brand"",""value"":""Marathon"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""company"",""value"":""Marathon"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""manufacturer"",""value"":""Marathon"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""make"",""value"":""Marathon"",""key_priority"":4,""attribute_priority"":2},{""attribute_key"":""mounting_type"",""value"":""Face Mounted"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""mounting"",""value"":""Face Mounted"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""mounting_style"",""value"":""Face Mounted"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""mounting_method"",""value"":""Face Mounted"",""key_priority"":4,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""75HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horse_power"", ""value"": ""75HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""75HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_horsepower"", ""value"": ""75HP"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""brand"", ""value"": ""Marathon"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""company"", ""value"": ""Marathon"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""manufacturer"", ""value"": ""Marathon"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""make"", ""value"": ""Marathon"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""mounting_type"", ""value"": ""Face Mounted"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""mounting"", ""value"": ""Face Mounted"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""mounting_style"", ""value"": ""Face Mounted"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""mounting_method"", ""value"": ""Face Mounted"", ""key_priority"": 4, ""attribute_priority"": 3}]}"
high power dc motors,True,2,7,"{""attributes"":[{""attribute_key"":""power_source"",""value"":""DC"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""power_supply"",""value"":""DC"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""power_type"",""value"":""DC"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""usage_application"",""value"":""High Power"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""application"",""value"":""High Power"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""usage"",""value"":""High Power"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""suitable_for"",""value"":""High Power"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""power_source"", ""value"": ""DC"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power_supply"", ""value"": ""DC"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power_type"", ""value"": ""DC"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""usage_application"", ""value"": ""High Power"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""High Power"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""usage"", ""value"": ""High Power"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""suitable_for"", ""value"": ""High Power"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
Switch Reluctance Motor,True,1,4,"{""attributes"": [{""attribute_key"": ""type"", ""value"": ""Switch Reluctance Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Switch Reluctance Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Switch Reluctance Motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""Switch Reluctance Motor"", ""key_priority"": 4, ""attribute_priority"": 1}]}","{""attributes"": [{""attribute_key"": ""type"", ""value"": ""Switch Reluctance Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Switch Reluctance Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Switch Reluctance Motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""Switch Reluctance Motor"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
Tower Fan Motor,True,1,10,"{""attributes"":[{""attribute_key"":""power_source"",""value"":""Tower Fan Motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""power_supply"",""value"":""Tower Fan Motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""power_type"",""value"":""Tower Fan Motor"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""number_of_poles"",""value"":""Tower Fan Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""no_of_poles"",""value"":""Tower Fan Motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""poles"",""value"":""Tower Fan Motor"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""usage_application"",""value"":""Tower Fan Motor"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""application"",""value"":""Tower Fan Motor"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""usage"",""value"":""Tower Fan Motor"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""suitable_for"",""value"":""Tower Fan Motor"",""key_priority"":4,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""power_source"", ""value"": ""Tower Fan Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power_supply"", ""value"": ""Tower Fan Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power_type"", ""value"": ""Tower Fan Motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_poles"", ""value"": ""Tower Fan Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""no_of_poles"", ""value"": ""Tower Fan Motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""poles"", ""value"": ""Tower Fan Motor"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""usage_application"", ""value"": ""Tower Fan Motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""application"", ""value"": ""Tower Fan Motor"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""usage"", ""value"": ""Tower Fan Motor"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""suitable_for"", ""value"": ""Tower Fan Motor"", ""key_priority"": 4, ""attribute_priority"": 3}]}"
315 KW 1450 RPM ELECTEIC MOTOR,True,3,12,"{""attributes"":[{""attribute_key"":""power"",""value"":""315 KW"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""wattage"",""value"":""315 KW"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_power"",""value"":""315 KW"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""power_rating"",""value"":""315 KW"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""speed"",""value"":""1450 RPM"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""rpm"",""value"":""1450 RPM"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""motor_speed"",""value"":""1450 RPM"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""rated_speed"",""value"":""1450 RPM"",""key_priority"":4,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""ELECTEIC MOTOR"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""motor_type"",""value"":""ELECTEIC MOTOR"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""product_type"",""value"":""ELECTEIC MOTOR"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""device_type"",""value"":""ELECTEIC MOTOR"",""key_priority"":4,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""power"", ""value"": ""315 KW"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""wattage"", ""value"": ""315 KW"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_power"", ""value"": ""315 KW"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""power_rating"", ""value"": ""315 KW"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""speed"", ""value"": ""1450 RPM"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""rpm"", ""value"": ""1450 RPM"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_speed"", ""value"": ""1450 RPM"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""rated_speed"", ""value"": ""1450 RPM"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""ELECTEIC MOTOR"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""motor_type"", ""value"": ""ELECTEIC MOTOR"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""product_type"", ""value"": ""ELECTEIC MOTOR"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""device_type"", ""value"": ""ELECTEIC MOTOR"", ""key_priority"": 4, ""attribute_priority"": 3}]}"
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,False,0,0,"{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""SIMOTICS"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""SIMOTICS"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""SIMOTICS"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""SIMOTICS"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""1FK7 1FK7081-3BF71-1QB1"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""1FK7 1FK7081-3BF71-1QB1"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""1FK7 1FK7081-3BF71-1QB1"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""1FK7 1FK7081-3BF71-1QB1"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""1FK7081-3BF71-1QB1"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""model_name"", ""value"": ""1FK7081-3BF71-1QB1"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""model"", ""value"": ""1FK7081-3BF71-1QB1"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""model_no"", ""value"": ""1FK7081-3BF71-1QB1"", ""key_priority"": 4, ""attribute_priority"": 3}]",
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,True,3,12,"{""attributes"":[{""attribute_key"":""brand"",""value"":""SIMOTICS"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""SIMOTICS"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""SIMOTICS"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""SIMOTICS"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""model_number"",""value"":""1FK7 1FK7081-3BF71-1RH1"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""model_name"",""value"":""1FK7 1FK7081-3BF71-1RH1"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""model"",""value"":""1FK7 1FK7081-3BF71-1RH1"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""model_no"",""value"":""1FK7 1FK7081-3BF71-1RH1"",""key_priority"":4,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""Synchronous Motor"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""motor_type"",""value"":""Synchronous Motor"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""product_type"",""value"":""Synchronous Motor"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""device_type"",""value"":""Synchronous Motor"",""key_priority"":4,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""SIMOTICS"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""SIMOTICS"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""SIMOTICS"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""SIMOTICS"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""1FK7 1FK7081-3BF71-1RH1"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""1FK7 1FK7081-3BF71-1RH1"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""1FK7 1FK7081-3BF71-1RH1"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""1FK7 1FK7081-3BF71-1RH1"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""Synchronous Motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""motor_type"", ""value"": ""Synchronous Motor"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""product_type"", ""value"": ""Synchronous Motor"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""device_type"", ""value"": ""Synchronous Motor"", ""key_priority"": 4, ""attribute_priority"": 3}]}"
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,False,0,0,"{""attributes"": [{""attribute_key"": ""power_source"", ""value"": ""Three Phase"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power_supply"", ""value"": ""Three Phase"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power_type"", ""value"": ""Three Phase"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_poles"", ""value"": ""1.5 KW"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""no_of_poles"", ""value"": ""1.5 KW"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""poles"", ""value"": ""1.5 KW"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""speed"", ""value"": ""1440 RPM"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""rpm"", ""value"": ""1440 RPM"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""motor_speed"", ""value"": ""1440 RPM"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""number_of_pieces"", ""value"": ""1 Piece"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""quantity"", ""value"": ""1 Piece"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""number_of_units"", ""value"": ""1 Piece"", ""key_priority"": 3, ""attribute_priority"": 4}, {""attribute_key"": ""weight"", ""value"": ""1 hp (0.75 kw)"", ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""item_weight"", ""value"": ""1 hp (0.75 kw)"", ""key_priority"": 2, ""attribute_priority"": 5}, {""attribute_key"": ""net_weight"", ""value"": ""1 hp (0.75",
3 HP 3 Phase Induction Motor 100%copper Winding,True,3,10,"{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""3 HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horse_power"", ""value"": ""3 HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""3 HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_horsepower"", ""value"": ""3 HP"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_poles"", ""value"": ""100%copper Winding"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""no_of_poles"", ""value"": ""100%copper Winding"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""poles"", ""value"": ""100%copper Winding"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""phase"", ""value"": ""3 Phase"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""phase_type"", ""value"": ""3 Phase"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""number_of_phase"", ""value"": ""3 Phase"", ""key_priority"": 3, ""attribute_priority"": 3}]}","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""3 HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horse_power"", ""value"": ""3 HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""3 HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_horsepower"", ""value"": ""3 HP"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_poles"", ""value"": ""100%copper Winding"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""no_of_poles"", ""value"": ""100%copper Winding"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""poles"", ""value"": ""100%copper Winding"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""phase"", ""value"": ""3 Phase"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""phase_type"", ""value"": ""3 Phase"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""number_of_phase"", ""value"": ""3 Phase"", ""key_priority"": 3, ""attribute_priority"": 3}]}"
Refrigerator Motor,True,1,4,"{""attributes"": [{""attribute_key"": ""type"", ""value"": ""Refrigerator Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Refrigerator Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Refrigerator Motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""Refrigerator Motor"", ""key_priority"": 4, ""attribute_priority"": 1}]}","{""attributes"": [{""attribute_key"": ""type"", ""value"": ""Refrigerator Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Refrigerator Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Refrigerator Motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""device_type"", ""value"": ""Refrigerator Motor"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
220hp 960 rpm ELECTRIC MOTOR,True,3,12,"{""attributes"":[{""attribute_key"":""horsepower"",""value"":""220HP"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""horse_power"",""value"":""220HP"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""hp"",""value"":""220HP"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_horsepower"",""value"":""220HP"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""speed"",""value"":""960 RPM"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""rpm"",""value"":""960 RPM"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""motor_speed"",""value"":""960 RPM"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""rated_speed"",""value"":""960 RPM"",""key_priority"":4,""attribute_priority"":2},{""attribute_key"":""power_source"",""value"":""ELECTRIC MOTOR"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""power_supply"",""value"":""ELECTRIC MOTOR"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""power_type"",""value"":""ELECTRIC MOTOR"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""power_rating"",""value"":""ELECTRIC MOTOR"",""key_priority"":4,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""220HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horse_power"", ""value"": ""220HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp"", ""value"": ""220HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_horsepower"", ""value"": ""220HP"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""speed"", ""value"": ""960 RPM"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""rpm"", ""value"": ""960 RPM"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_speed"", ""value"": ""960 RPM"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""rated_speed"", ""value"": ""960 RPM"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""power_source"", ""value"": ""ELECTRIC MOTOR"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""power_supply"", ""value"": ""ELECTRIC MOTOR"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""power_type"", ""value"": ""ELECTRIC MOTOR"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""power_rating"", ""value"": ""ELECTRIC MOTOR"", ""key_priority"": 4, ""attribute_priority"": 3}]}"
